brand,en_name,kor_name,product_num,model,release,color,price,re_price,wish,review,link
Nike,Nike Dunk Low Retro Black,나이키 덩크 로우 레트로 블랙,28029,DD1391-100,21/01/14,WHITE/BLACK,"129,000원","220,000",8.7만,1만,https://kream.co.kr/products/28029
Nike,Nike Dunk Low Retro Wolf Grey,나이키 덩크 로우 레트로 울프 그레이,50694,DJ6188-001,22/02/05,PURE PLATINUM/WHITE/WOLF GREY,"129,000원","205,000",4.1만,619,https://kream.co.kr/products/50694
Jordan,Jordan 1 Retro High OG Black Mocha,조던 1 레트로 하이 OG 블랙 모카,25922,555088-105,20/11/13,SAIL/DARK MOCHA-BLACK-BLACK,"199,000원","639,000",2.5만,"5,415",https://kream.co.kr/products/25922
Jordan,Jordan 1 Mid Light Smoke Grey Anthracite,조던 1 미드 라이트 스모크 그레이 앤트러사이트,47257,554724-078,22/01/24,LIGHT SMOKE GREY/WHITE-ANTHRACITE,"€120 (약 160,700원)","227,000",3.5만,552,https://kream.co.kr/products/47257
Nike,Nike Air Force 1 '07 Low White,나이키 에어포스 1 '07 로우 화이트,12831,315122-111/CW2288-111,-,WHITE/WHITE,"129,000원","122,000",6.8만,"3,546",https://kream.co.kr/products/12831
Nike,Nike x Supreme Air Force 1 Low White,나이키 x 슈프림 에어포스 1 로우 화이트,23632,CU9225-100,20/03/05,WHITE/WHITE-WHITE,"$96 (약 120,400원)","175,000",3.7만,"1,134",https://kream.co.kr/products/23632
Nike,(W) Nike Dunk Low Black,(W) 나이키 덩크 로우 블랙,28030,DD1503-101,21/01/04,WHITE/BLACK,"129,000원","257,000",4.9만,"3,773",https://kream.co.kr/products/28030
Nike,Nike Air Force 1 '07 LV8 Athletic Club Light Smoke Grey Marina,나이키 에어포스 1 '07 LV8 애슬레틱 클럽 라이트 스모크 그레이 마리나,50233,DH7568-001,21/12/18,LIGHT SMOKE GREY/MARINA/WHITE/LIGHT SMOKE GREY,"$110 (약 137,900원)","183,000",1.6만,129,https://kream.co.kr/products/50233
Microsoft,Microsoft Xbox Series X (220V),마이크로소프트 엑스박스 시리즈 X (국내 정식 발매 제품),33629,RRT-00019,20/11/10,BLACK,"598,000원","681,000",936,13,https://kream.co.kr/products/33629
Nike,(W) Nike Air Force 1 '07 Low White,(W) 나이키 에어포스 1 '07 로우 화이트,13100,315115-112/DD8959-100,-,WHITE/WHITE,"129,000원","143,000",4.3만,735,https://kream.co.kr/products/13100
Nike,Nike Dunk Low Retro PRM Halloween,나이키 덩크 로우 레트로 프리미엄 할로윈,43374,DD3357-100,22/01/18,SAIL/STARFISH-BLACK,"129,000원","275,000",2.7만,"1,070",https://kream.co.kr/products/43374
Nike,(GS) Nike Dunk Low Black,(GS) 나이키 덩크 로우 블랙,28229,CW1590-100,21/01/04,WHITE/BLACK,"109,000원","215,000",2.3만,"1,362",https://kream.co.kr/products/28229
Nike,Nike x Peaceminusone Kwondo1 White,나이키 x 피스마이너스원 퀀도1 화이트,45030,DH2482-100,21/12/03,WHITE/WHITE-WHITE,"219,000원","265,000",2.6만,"2,171",https://kream.co.kr/products/45030
Jordan,Jordan 1 Low Golf Chicago,조던 1 로우 골프 시카고,48708,DD9315-600,22/01/14,VARSITY RED/BLACK-WHITE,"179,000원","299,000",1만,358,https://kream.co.kr/products/48708
New Balance,New Balance 993 Made in USA Grey - D Standard,뉴발란스 993 메이드 인 USA 그레이 - D 스탠다드,23852,MR993GL,18/08/21,GREY/WHITE,"$155 (약 194,400원)","271,000",2.2만,"1,123",https://kream.co.kr/products/23852
Sony,Sony Playstation 5 Blu-ray Edition (SIEK 220V),소니 플레이스테이션 5 블루레이 에디션 (국내 정식 발매 제품),32975,-,20/11/12,WHITE,"628,000원","724,000","2,447",62,https://kream.co.kr/products/32975
New Balance,New Balance 992 Made in USA Grey - D Standard,뉴발란스 992 메이드 인 USA 그레이 - D 스탠다드,23523,M992GR,20/04/13,GREY,"259,000원","410,000",3.7만,"2,286",https://kream.co.kr/products/23523
Jordan,Jordan 1 x Travis Scott x Fragment Retro Low OG SP Military Blue,조던 1 x 트래비스 스캇 x 프라그먼트 레트로 로우 OG SP 밀리터리 블루,38367,DM7866-140,21/08/13,SAIL/BLACK/MILITARY BLUE,"189,000원","1,700,000",2.2만,"4,763",https://kream.co.kr/products/38367
Jordan,(W) Jordan 1 Low White Dark Marina Blue,(W) 조던 1 로우 화이트 다크 마리나 블루,55067,DC0774-114,22/03/20,WHITE/DARK MARINA BLUE/WHITE,"129,000원","207,000",1.4만,199,https://kream.co.kr/products/55067
Adidas,Adidas Yeezy Boost 700 V2 Static 2022,아디다스 이지 부스트 700 V2 스태틱 2022,53201,EF2829,22/03/05,STATIC/STATIC/STATIC,"419,000원","390,000","4,748",189,https://kream.co.kr/products/53201
Jordan,(W) Jordan 1 Elevate Low SE White and Wolf Grey,(W) 조던 1 엘리베이트 로우 SE 화이트 앤 울프 그레이,52006,DH7004-100,22/02/25,WHITE/WOLF GREY,"159,000원","255,000",2.1만,150,https://kream.co.kr/products/52006
Nike,Nike x Union Dunk Low Passport Pack Argon,나이키 x 유니온 덩크 로우 패스포트 팩 아르곤,55825,DJ9649-400,22/04/07,HYPER ROYAL/PSYCHIC BLUE,"189,000원","279,000","5,688",266,https://kream.co.kr/products/55825
Jordan,Jordan 1 Low OG Starfish,조던 1 로우 OG 스타피쉬,39518,CZ0790-801,21/08/30,STARFISH/WHITE/BLACK,"159,000원","320,000",1.9만,"1,746",https://kream.co.kr/products/39518
Nike,Nike x Off-White Blazer Low '77 White and University Red,나이키 x 오프화이트 블레이저 로우 '77 화이트 앤 유니버시티 레드,50950,DH7863-100,22/04/08,WHITE/UNIVERSITY RED,"169,000원","239,000","3,869",156,https://kream.co.kr/products/50950
Nike,Nike x NBA Dunk Low Retro EMB Black and Chile Red,나이키 x NBA 덩크 로우 레트로 EMB 블랙 앤 칠리 레드,42390,DD3363-100,22/03/23,SAIL/BLACK-BLACK-CHILE RED,"119,000원","188,000",1.9만,739,https://kream.co.kr/products/42390
Jordan,Jordan 1 Low Golf Wolf Grey,조던 1 로우 골프 울프 그레이,48705,DD9315-002,22/01/14,WOLF GREY/BLACK-PHOTON DUST-WHITE,"179,000원","316,000",1.9만,401,https://kream.co.kr/products/48705
Nike,Nike ACG Lowcate Light Iron Ore,나이키 ACG 로우케이트 라이트 아이언 오어,58576,DM8019-003,22/04/26,LIGHT IRON ORE/MALACHITE-SUMMIT WHITE,"129,000원","181,000",664,3,https://kream.co.kr/products/58576
Adidas,Adidas Yeezy Boost 350 V2 Beluga - Reflective,아디다스 이지 부스트 350 V2 벨루가 - 리플렉티브,46666,GW1229,21/12/18,BELUGA RF/STEEPLE GREY/SOLAR RED,"329,000원","310,000","7,779",592,https://kream.co.kr/products/46666
Nike,(W) Nike Dunk Low Vintage Midnight Navy,(W) 나이키 덩크 로우 빈티지 미드나잇 네이비,47184,DD1503-115,21/12/18,MIDNIGHT NAVY/WHITE,"129,000원","319,000",2.2만,241,https://kream.co.kr/products/47184
Jordan,Jordan 1 Retro High OG Patent Bred,조던 1 레트로 하이 OG 페이턴트 브레드,45326,555088-063,21/12/23,BLACK/VARSITY RED-WHITE,"199,000원","225,000",1만,"1,320",https://kream.co.kr/products/45326
