brand,en_name,kor_name,product_num,model,release,color,price,re_price,wish,review,link
Jordan,Jordan 1 Retro High OG Black Mocha,조던 1 레트로 하이 OG 블랙 모카,25922,555088-105,20/11/13,SAIL/DARK MOCHA-BLACK-BLACK,"199,000원","670,000",2.3만,"5,279",https://kream.co.kr/products/25922
Nike,Nike Dunk Low Retro Black,나이키 덩크 로우 레트로 블랙,28029,DD1391-100,21/01/14,WHITE/BLACK,"129,000원","249,000",7.3만,"9,285",https://kream.co.kr/products/28029
Nike,Nike x Sacai VaporWaffle Black and Gum,나이키 x 사카이 베이퍼와플 블랙 앤 검,41020,DD1875-001,22/03/10,BLACK/OFF-NOIR-OFF-NOIR,"219,000원","468,000","3,196",95,https://kream.co.kr/products/41020
Jordan,Jordan 1 x Travis Scott x Fragment Retro Low OG SP Military Blue,조던 1 x 트래비스 스캇 x 프라그먼트 레트로 로우 OG SP 밀리터리 블루,38367,DM7866-140,21/08/13,SAIL/BLACK/MILITARY BLUE,"189,000원","1,806,000",2만,"4,300",https://kream.co.kr/products/38367
Nike,Nike Dunk Low Retro Wolf Grey,나이키 덩크 로우 레트로 울프 그레이,50694,DJ6188-001,22/02/05,PURE PLATINUM/WHITE/WOLF GREY,"129,000원","205,000",2.3만,390,https://kream.co.kr/products/50694
Nike,Nike x Sacai VaporWaffle White and Gum,나이키 x 사카이 베이퍼와플 화이트 앤 검,40775,DD1875-100,22/03/10,WHITE/SAIL-SAIL,"219,000원","710,000","4,721",78,https://kream.co.kr/products/40775
Jordan,Jordan 1 Mid Light Smoke Grey Anthracite,조던 1 미드 라이트 스모크 그레이 앤트러사이트,47257,554724-078,22/01/24,LIGHT SMOKE GREY/WHITE-ANTHRACITE,"€120 (약 161,900원)","270,000",2.2만,282,https://kream.co.kr/products/47257
Jordan,Jordan 1 Retro High OG Rebellionaire,조던 1 레트로 하이 OG 리벨리어네어,53308,555088-036,22/03/12,BLACK/WHITE-PARTICLE GREY,"209,000원","270,000","3,283",89,https://kream.co.kr/products/53308
New Balance,New Balance 992 Made in USA Grey - D Standard,뉴발란스 992 메이드 인 USA 그레이 - D 스탠다드,23523,M992GR,20/04/13,GREY,"259,000원","359,000",3.5만,"2,137",https://kream.co.kr/products/23523
Nike,(W) Nike Dunk Low Black,(W) 나이키 덩크 로우 블랙,28030,DD1503-101,21/01/04,WHITE/BLACK,"129,000원","264,000",4.8만,"3,545",https://kream.co.kr/products/28030
Nike,Nike Dunk Low Retro PRM Halloween,나이키 덩크 로우 레트로 프리미엄 할로윈,43374,DD3357-100,22/01/18,SAIL/STARFISH-BLACK,"129,000원","275,000",2만,841,https://kream.co.kr/products/43374
Nike,Nike Air Force 1 '07 Low White,나이키 에어포스 1 '07 로우 화이트,12831,315122-111/CW2288-111,-,WHITE/WHITE,"129,000원","115,000",5.4만,"3,130",https://kream.co.kr/products/12831
adidas Yeezy,Adidas Yeezy Boost 350 V2 Core Black White 2022,아디다스 이지 부스트 350 V2 코어 블랙 화이트 2022,53683,BY1604,22/03/12,CORE BLACK/CORE WHITE/CORE BLACK,"319,000원","404,000","2,319",13,https://kream.co.kr/products/53683
adidas Yeezy,Adidas Yeezy Boost 700 V2 Static 2022,아디다스 이지 부스트 700 V2 스태틱 2022,53201,EF2829,22/03/05,STATIC/STATIC/STATIC,"419,000원","475,000","3,040",71,https://kream.co.kr/products/53201
Nike,Nike x NBA Dunk Low Retro EMB Chicago,나이키 x NBA 덩크 로우 레트로 EMB 시카고,42390,DD3363-100,21/10/08,SAIL/BLACK-BLACK-CHILE RED,"119,000원","235,000","9,865",346,https://kream.co.kr/products/42390
Nike,Nike x Peaceminusone Kwondo1 White,나이키 x 피스마이너스원 퀀도1 화이트,45030,DH2482-100,21/12/03,WHITE/WHITE-WHITE,"219,000원","325,000",2.2만,"1,886",https://kream.co.kr/products/45030
Jordan,Jordan 1 Low Golf Wolf Grey,조던 1 로우 골프 울프 그레이,48705,DD9315-002,22/01/14,WOLF GREY/BLACK-PHOTON DUST-WHITE,"179,000원","364,000",1.4만,292,https://kream.co.kr/products/48705
Jordan,Jordan 1 Low Golf Chicago,조던 1 로우 골프 시카고,48708,DD9315-600,22/01/14,VARSITY RED/BLACK-WHITE,"179,000원","472,000","7,027",264,https://kream.co.kr/products/48708
Jordan,Jordan 1 High 85 College Navy,조던 1 하이 85 컬리지 네이비,51017,BQ4422-400,22/02/16,COLLEGE NAVY/SUMMIT WHITE-TECH GREY,"229,000원","388,000","9,710",150,https://kream.co.kr/products/51017
Jordan,Jordan 1 Retro High OG University Blue,조던 1 레트로 하이 OG 유니버시티 블루,27986,555088-134,21/03/06,WHITE/UNIVERSITY BLUE/BLACK,"199,000원","470,000",3.5만,"4,440",https://kream.co.kr/products/27986
Jordan,Jordan 3 Retro Cardinal Red,조던 3 레트로 카디널 레드,51417,CT8532-126,22/02/21,WHITE/LIGHT CURRY/CARDINAL RED/CEMENT GREY,"239,000원","240,000","1,355",89,https://kream.co.kr/products/51417
Sony,Sony Playstation 5 Blu-ray Edition (SIEK 220V),소니 플레이스테이션 5 블루레이 에디션 (국내 정식 발매 제품),32975,-,20/11/12,WHITE,"628,000원","757,000","2,065",49,https://kream.co.kr/products/32975
Nike,(GS) Nike Dunk Low Black,(GS) 나이키 덩크 로우 블랙,28229,CW1590-100,21/01/04,WHITE/BLACK,"109,000원","260,000",2.2만,"1,244",https://kream.co.kr/products/28229
Nike,(W) Nike Air Force 1 '07 Low White,(W) 나이키 에어포스 1 '07 로우 화이트,13100,315115-112/DD8959-100,-,WHITE/WHITE,"129,000원","160,000",3.3만,587,https://kream.co.kr/products/13100
Jordan,Jordan 1 Retro High OG Patent Bred,조던 1 레트로 하이 OG 페이턴트 브레드,45326,555088-063,21/12/23,BLACK/VARSITY RED-WHITE,"199,000원","243,000",1만,"1,224",https://kream.co.kr/products/45326
Nike,(W) Nike Dunk Low Vintage Midnight Navy,(W) 나이키 덩크 로우 빈티지 미드나잇 네이비,47184,DD1503-115,21/12/18,MIDNIGHT NAVY/WHITE,"129,000원","364,000",1.8만,161,https://kream.co.kr/products/47184
Jordan,Jordan 1 Mid College Grey,조던 1 미드 컬리지 그레이,40833,554724-082,22/02/03,COLLEGE GREY/LIGHT BONE-WHITE,"139,000원","191,000","9,989",315,https://kream.co.kr/products/40833
New Balance,New Balance 993 Made in USA Grey - D Standard,뉴발란스 993 메이드 인 USA 그레이 - D 스탠다드,23852,MR993GL,18/08/21,GREY/WHITE,"$155 (약 191,700원)","265,000",2.1만,"1,033",https://kream.co.kr/products/23852
Jordan,(W) Jordan 1 Elevate Low SE White and Wolf Grey,(W) 조던 1 엘리베이트 로우 SE 화이트 앤 울프 그레이,52006,DH7004-100,22/02/25,WHITE/WOLF GREY,"159,000원","268,000","9,155",71,https://kream.co.kr/products/52006
adidas Yeezy,Adidas Yeezy Boost 350 V2 Beluga - Reflective,아디다스 이지 부스트 350 V2 벨루가 - 리플렉티브,46666,GW1229,21/12/18,BELUGA RF/STEEPLE GREY/SOLAR RED,"329,000원","345,000","7,167",492,https://kream.co.kr/products/46666
Jordan,(W) Jordan 1 Mid SE Light Mulberry,(W) 조던 1 미드 SE 라이트 멀베리,49769,DC7267-500,22/01/20,LIGHT MULBERRY/BLACK,"159,000원","244,000",1만,121,https://kream.co.kr/products/49769
Nike,Nike x Supreme Air Force 1 Low White,나이키 x 슈프림 에어포스 1 로우 화이트,23632,CU9225-100,20/03/05,WHITE/WHITE-WHITE,"$96 (약 118,700원)","235,000",3.1만,948,https://kream.co.kr/products/23632
Nike,Nike x Sacai x Fragment LDWaffle Light Smoke Grey,나이키 x 사카이 x 프라그먼트 LD와플 라이트 스모크 그레이,39449,DH2684-001,21/08/24,LT SMOKE GREY/WHITE-BLACK,"209,000원","579,000",1.7만,930,https://kream.co.kr/products/39449
adidas Yeezy,Adidas Yeezy Foam RNNR Stone Sage,아디다스 이지 폼 러너 스톤 세이지,53770,GX4472,22/03/11,STONE SAGE/STONE SAGE/STONE SAGE,"129,000원","247,000",725,21,https://kream.co.kr/products/53770
Jordan,Jordan 1 Low Bred Toe,조던 1 로우 브레드 토,42353,553558-612,22/02/17,WHITE/BLACK/UNIVERSITY RED,"129,000원","175,000","8,608",263,https://kream.co.kr/products/42353
Jordan,(W) Jordan 1 Low White Wolf Grey,(W) 조던 1 로우 화이트 울프 그레이,36237,DC0774-105,21/07/17,WHITE/WOLF GREY/ALUMINUM,"119,000원","390,000",5.6만,869,https://kream.co.kr/products/36237
Nike,Nike x Peaceminusone Air Force 1 Low Para-Noise 2.0,나이키 x 피스마이너스원 에어포스 1 로우 파라노이즈 2.0,25620,DD3223-100,20/11/25,WHITE/BLACK-WHITE,"219,000원","610,000",2.3만,"5,350",https://kream.co.kr/products/25620
Jordan,Jordan 1 x Travis Scott Retro High OG SP Mocha,조던 1 x 트래비스 스캇 레트로 하이 OG SP 모카,20501,CD4487-100,19/05/12,SAIL/BLACK-DARK MOCHA-UNIVERSITY RED,"239,000원","2,338,000",1만,"3,726",https://kream.co.kr/products/20501
Nike,Nike Dunk Low Retro Championship Court Purple,나이키 덩크 로우 레트로 챔피언쉽 코트 퍼플,47887,DD1391-104,22/02/11,WHITE/COURT PURPLE,"129,000원","214,000",1.5만,592,https://kream.co.kr/products/47887
Nike,(W) Nike Dunk Low Venice,(W) 나이키 덩크 로우 베니스,47877,DD1503-116,22/01/03,WHITE/VENICE,"129,000원","238,000",1.4만,154,https://kream.co.kr/products/47877
Jordan,(W) Jordan 1 Low Black University Blue,(W) 조던 1 로우 블랙 유니버시티 블루,46732,DC0774-041,21/12/11,BLACK/UNIVERSITY BLUE-WHITE,"129,000원","256,000",2.3만,202,https://kream.co.kr/products/46732
Jordan,Jordan 1 Low Golf White and University Blue,조던 1 로우 골프 화이트 앤 유니버시티 블루,52779,DD9315-100,22/03/04,WHITE/UNIVERSITY BLUE,"179,000원","349,000","3,529",82,https://kream.co.kr/products/52779
Jordan,Jordan 1 Low OG Starfish,조던 1 로우 OG 스타피쉬,39518,CZ0790-801,21/08/30,STARFISH/WHITE/BLACK,"159,000원","379,000",1.8만,"1,541",https://kream.co.kr/products/39518
Jordan,(W) Jordan 1 Mid Grey Fog,(W) 조던 1 미드 그레이 포그,41534,BQ6472-015,21/11/03,GREY FOG/BLACK-WHITE,"139,000원","283,000",3.9만,774,https://kream.co.kr/products/41534
Jordan,(W) Jordan 1 Mid Wolf Grey,(W) 조던 1 미드 울프 그레이,37241,BQ6472-105,21/06/30,WHITE/ALUMINUM-WOLF GREY,"139,000원","275,000",4.5만,701,https://kream.co.kr/products/37241
New Balance,(W) New Balance 327 White Moonbeam,(W) 뉴발란스 327 화이트 문빔,24677,WS327SFD,20/08/08,MUNSELL WHITE/MOONBEAM,"109,000원","195,000",1.3만,386,https://kream.co.kr/products/24677
