rank,name,increase,increase_cnt
1,반팔,-,0
2,반팔티,1,1
3,반팔니트,0,1
4,반바지,-,0
5,바람막이,-,0
6,셔츠,-,0
7,나이키,-,0
8,반스,-,0
9,모자,1,2
10,슬리퍼,-,0
11,볼캡,-,0
12,컨버스,1,5
13,무탠다드,1,6
14,반팔셔츠,1,1
15,양말,0,3
16,맨투맨,1,13
17,크록스,1,4
18,슬랙스,-,0
19,조거팬츠,0,3
20,가방,1,4
21,샌들,1,31
22,청바지,1,3
23,바지,0,1
24,카라티,1,8
25,미나브,1,1
26,커버낫,1,13
27,가디건,0,4
28,크로스백,1,25
29,아식스,0,20
30,마르디,1,6
31,아디다스,1,27
32,메신저백,1,25
33,니트조끼,1,14
34,백팩,0,7
35,벨트,1,15
36,윈드브레이커,0,1
37,후드집업,1,5
38,원피스,1,37
39,나이키바람막이,0,1
40,폴로,0,20
41,롱슬리브,0,4
42,아노락,0,11
43,치노팬츠,0,10
44,오버핏반팔,0,14
45,반팔카라티,1,11
46,버뮤다팬츠,0,1
47,와이드슬랙스,1,14
48,셋업,0,7
49,마크곤잘레스,0,9
50,에코백,1,4
51,와이드팬츠,1,22
52,쿨탠다드,0,24
53,나이키반팔,1,13
54,우포스,1,5
55,신발,0,6
56,뉴발란스,1,40
57,오버핏셔츠,0,11
58,쪼리,0,7
59,크롭티,1,6
60,캡모자,1,18
61,카드지갑,0,1
62,운동화,0,14
63,후드티,0,8
64,lmc,1,10
65,쿠어,0,31
66,나이키에어포스,1,2
67,래플,0,53
68,린넨셔츠,0,25
69,스니커즈,1,3
70,블레이저,0,7
71,트레이닝바지,0,2
72,스투시,0,28
73,칼하트,0,11
74,폴로반팔,0,4
75,깡스타일리스트,0,11
76,옥스포드셔츠,1,30
77,엘무드,-,0
78,린넨바지,0,7
79,lee,1,33
80,더비슈즈,1,6
81,니트,1,1
82,트레이닝세트,0,2
83,티셔츠,1,26
84,크롭,0,1
85,반팔티셔츠,1,52
86,예일,0,7
87,스파오,1,8
88,마뗑킴,0,3
89,지갑,0,8
90,뮬,1,9
91,골프,1,86
92,아미,0,25
93,에어포스,1,80
94,디스커버리,1,44
95,목걸이,1,26
96,머슬핏,1,22
97,나이키신발,1,45
98,캘빈클라인,1,71
99,독일군,1,1
100,나시,1,30
101,나이키반바지,0,10
102,나일론팬츠,1,17
103,니트베스트,0,1
104,미니백,0,15
105,fcmm,0,29
106,토피,0,18
107,세미와이드슬랙스,-,0
108,제멋,1,23
109,비슬로우,0,22
110,선글라스,0,6
111,트레이닝반바지,1,34
112,나이키운동화,1,43
113,안경,1,9
114,칼하트반팔,1,68
115,볼레로,0,25
116,크림진,0,11
117,스컬프터,0,24
118,로퍼,0,26
119,베스트,0,4
120,조끼,1,9
121,여름바지,1,23
122,스투시반팔,1,87
123,디스이즈네버댓,1,10
124,무지반팔,1,109
125,잠옷,1,58
126,스웻팬츠,1,50
127,커버낫반팔,1,69
128,mlb,1,29
129,페어플레이,0,31
130,생지데님,1,81
131,와이드데님,1,25
132,여성가방,1,59
133,슬립온,0,1
134,나이키에어포스1,1,166
135,브랜디드,0,11
136,캘빈클라인반팔,0,20
137,코닥,1,81
138,와이드청바지,1,121
139,나이키양말,1,27
140,아디다스바람막이,1,22
141,무지티,1,44
142,남자반팔티,0,45
143,모드나인,0,29
144,수아레,0,34
145,무탠다드반팔,1,62
146,에스피오나지,0,52
147,트레이닝셋업,0,30
148,나이키모자,1,54
149,남자샌들,1,295
150,피케티셔츠,1,132
151,아울렛,1,44
152,마리떼,1,96
153,널디,1,66
154,힙색,1,71
155,남자반바지,0,20
156,엄브로,1,49
157,메종키츠네,1,2
158,팔찌,1,5
159,벌룬팬츠,0,33
160,남자반팔,1,82
