rank,name,increase,increase_cnt
1,후드티,-,0
2,맨투맨,-,0
3,니트,1,1
4,mmgl,0,1
5,후드집업,1,2
6,나이키,0,1
7,가디건,0,1
8,조거팬츠,1,3
9,백팩,0,1
10,반스,-,0
11,컨버스,0,2
12,비니,-,0
13,마크곤잘레스,-,0
14,슬리퍼,1,2
15,가방,-,0
16,엘무드,0,2
17,자켓,1,3
18,메신저백,-,0
19,모자,1,9
20,바람막이,0,3
21,반팔,1,3
22,숏패딩,1,5
23,나이키에어포스,0,4
24,코트,0,2
25,바지,1,5
26,바시티자켓,1,9
27,양말,1,4
28,커버낫,0,3
29,운동화,-,0
30,셔츠,0,4
31,슬랙스,1,3
32,신발,1,4
33,후리스,1,13
34,블레이저,0,2
35,청바지,0,12
36,후드,1,26
37,레이어드티,0,4
38,카드지갑,1,1
39,무탠다드,1,6
40,블루종,1,10
41,예일,0,3
42,크로스백,1,1
43,셋업,0,3
44,경량패딩,1,14
45,지갑,0,8
46,아디다스,0,5
47,트레이닝세트,0,5
48,트레이닝바지,0,1
49,폴로,-,0
50,가죽자켓,1,9
51,나이키신발,1,9
52,반팔티,1,4
53,에코백,0,9
54,아우터,1,1
55,에어포스,0,7
56,스니커즈,0,4
57,뉴발란스,0,3
58,아노락,0,5
59,비바스튜디오,1,14
60,청자켓,1,7
61,레더자켓,1,2
62,모드나인,1,21
63,바시티,1,12
64,쿠어,0,13
65,항공점퍼,1,1
66,와이드슬랙스,1,13
67,와이드팬츠,0,6
68,디스이즈네버댓,0,3
69,목걸이,1,23
70,롱슬리브,1,4
71,반스어센틱,1,55
72,캡모자,1,8
73,반스올드스쿨,1,3
74,나이키맨투맨,1,44
75,나이키에어포스1,0,18
76,lmc,1,12
77,벨트,1,26
78,키즈,0,57
79,트레이닝셋업,1,29
80,캉골,1,5
81,토피,1,21
82,나이키바람막이,1,14
83,니트집업,0,2
84,스투시,1,22
85,칼하트,0,17
86,독일군,-,0
87,나이키운동화,0,16
88,스파오,1,5
89,오버핏후드티,0,7
90,트렌치코트,1,21
91,야상,0,19
92,크록스,0,8
93,첼시부츠,1,43
94,잠옷,0,7
95,카고조거팬츠,1,40
96,패딩,0,19
