rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,뉴발란스,NBPACS100Z/BB550WTN(BLUE),"139,000원",-,-,-,-
2위,뉴발란스,NBPACS100R/BB550WBG(RED),"139,000원",-,-,-,-
3위,우포스,OORIGINALBLACK-조리블랙,"62,000원",-,1,2,-
4위,커버낫,에센셜쿨코튼2-PACK티셔츠,"49,000원","44,100원",-,-,-
5위,[위클리특가],[리뉴얼ver.]린넨세미와이드밴딩팬츠세트,"66,000원","39,600원",1,2,-
6위,수아레,시티보이빅오버옥스포드셔츠_RoyalBlue,"47,000원","42,000원",1,2,-
7위,라퍼지스토어,유니섹스세미와이드밴딩슬랙스,"54,000원","32,900원",1,2,-
8위,후러브스아트,여성미니파우치크로스백-블랙/585852VCPP18803,"2,590,000원","1,994,000원",0,2,새벽배송 예정
9위,보테가베네타,마일즈블랙슬리퍼23523001,"170,000원","152,900원",1,4,-
10위,닥터마틴,2WAY스웻후드집업(MELANGEGREY),"45,000원","29,900원",1,2,-
11위,토피,[리뉴얼ver.]린넨카라하프니트-8COLOR,"55,000원","39,600원",0,1,-
12위,수아레,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,1,2,-
13위,반스,와이드테이퍼드치노팬츠(라이트카키),"148,000원",-,1,3,-
14위,노드 아카이브,[깡스타일리스트PICK]DSN-LogoTeeWhite,"45,000원",-,1,8,-
15위,디스이즈네버댓,BW아미-화이트/BZ0579,"139,000원",-,1,37,-
16위,아디다스,011502폴로피케반팔티,"16,800원",-,1,4,-
17위,지오다노,시티보이빅오버옥스포드반팔셔츠_SkyBlue,"45,000원","36,000원",0,8,-
18위,라퍼지스토어,TSHIRTFLOWERMARDI_IVORYNAVY,"42,000원","37,800원",0,3,5/9배송 예정
19위,마르디 메크르디,TSHIRTFLOWERMARDI_WHITEGREEN,"42,000원","37,800원",0,1,3일지연 예정
20위,마르디 메크르디,DeepOneTuckSweatPants[Grey],"39,000원",-,1,14,-
21위,제로,척테일러올스타블랙옥스M9166C,"55,000원",-,1,12,-
22위,컨버스,[Package]테이퍼드와이드원턱린넨팬츠_9Color,"72,000원","49,800원",0,1,-
23위,라퍼지스토어,시티보이빅오버옥스포드셔츠_NeutralGray,"47,000원","42,000원",-,-,-
24위,라퍼지스토어,[세트][선택]스톤워싱데님셋업블루,"76,800원","59,900원",1,7,5/13배송 예정
25위,파르티멘토,미시간울버린피그먼트반팔티블랙차콜,"39,000원","27,900원",1,3,5/10배송 예정
26위,트래블,베이더론KR-화이트:블랙:검/387532-03,"149,000원",-,0,9,-
27위,푸마,테리블랙브란도샌들23521001,"170,000원","152,900원",0,3,-
28위,닥터마틴,NM2DN00A_빅샷,"140,000원","126,000원",1,8,-
29위,노스페이스,프라엘인텐시브멀티케어BLP1플레티넘화이트,"799,000원","699,000원",0,15,-
30위,엘지,쿨코튼2-PACK베츠기본반팔티셔츠블랙/화이트,"49,000원","31,850원",1,7,-
31위,이벳필드,커스텀슬림핏메시폴로셔츠-화이트,"149,000원",-,0,19,-
32위,폴로 랄프 로렌,[ONEMILEWEAR]2PACKSMALLARCHTEEWHITE/BLACK,"78,000원","39,000원",-,-,-
