rank,name,increase,increase_cnt
1,맨투맨,-,0
2,반팔,-,0
3,바람막이,1,1
4,후드집업,1,2
5,후드티,-,0
6,가디건,0,3
7,나이키,-,0
8,셔츠,-,0
9,반스,-,0
10,니트,-,0
11,양말,1,8
12,반팔티,1,15
13,조거팬츠,1,7
14,자켓,0,2
15,블레이저,0,4
16,나이키바람막이,0,1
17,슬랙스,0,3
18,청자켓,0,1
19,마크곤잘레스,1,3
20,모자,0,2
21,백팩,1,8
22,청바지,1,1
23,아노락,0,7
24,메신저백,1,42
25,운동화,1,9
26,바지,1,20
27,슬리퍼,0,6
28,반바지,1,12
29,가방,0,4
30,볼캡,0,17
31,스니커즈,0,5
32,무탠다드,0,4
33,벨트,0,9
34,커버낫,1,53
35,트레이닝바지,-,0
36,쿠어,1,16
37,아디다스,1,2
38,롱슬리브,1,21
39,와이드팬츠,0,3
40,컨버스,0,7
41,신발,1,27
42,셋업,0,1
43,레이어드티,1,29
44,바시티자켓,0,6
45,오버핏셔츠,0,13
46,윈드브레이커,1,43
47,나이키신발,1,3
48,아우터,1,13
49,와이드슬랙스,0,19
50,옥스포드셔츠,1,86
51,트레이닝세트,0,20
52,크로스백,0,15
53,후드,0,10
54,예일,1,146
55,나이키후드집업,1,247
56,뉴발란스,1,9
57,아미,1,18
58,블루종,0,4
59,오버핏맨투맨,1,11
60,나이키에어포스,0,12
61,스투시,1,66
62,마르디,1,19
63,남자가디건,0,21
64,lmc,1,333
65,후리스,0,16
66,트러커자켓,1,20
67,티셔츠,0,3
68,더비슈즈,1,146
69,1507,0,25
70,에코백,0,14
71,크림진,0,20
72,토피,1,5
73,니트조끼,1,18
74,독일군,1,76
75,카드지갑,0,22
76,트레이닝셋업,1,57
77,항공점퍼,0,6
78,긴팔티,1,5
79,경량패딩,0,34
80,뮬,1,51
81,아디다스바람막이,1,47
82,나이키맨투맨,1,121
83,나이키반팔,1,39
84,원피스,0,4
85,긴팔티셔츠,1,148
86,트렌치코트,1,220
87,나이키운동화,1,15
88,반집업,1,6
89,클리어런스,0,31
90,마하그리드,1,177
91,크록스,1,54
92,오버핏반팔,1,100
93,폴로,0,8
94,후아유,1,170
95,미니멀자켓,1,152
96,반팔니트,-,0
97,오버핏후드티,1,23
98,캡모자,1,6
99,야구점퍼,1,124
100,나이키후드티,1,15
101,캉골,1,24
102,노스페이스바람막이,1,79
103,로퍼,1,7
104,안경,0,49
105,무지티,1,93
106,바람막이자켓,1,13
107,지갑,0,8
108,시계,0,46
109,에센셜,0,30
110,디네댓,1,20
111,뉴발란스327,-,0
112,오버핏후드집업,1,5
113,니트베스트,1,1
114,바시티,0,22
115,생지데님,1,123
116,목걸이,0,20
117,카라니트,-,0
118,컨버스척70,1,35
119,가죽자켓,1,75
120,반팔티셔츠,1,12
121,칼하트,0,58
122,나이키에어포스1,1,20
123,드로우핏,1,45
124,레더자켓,1,27
125,플리스,-,0
126,조끼,0,53
127,팔찌,1,332
128,야상,1,130
129,세미와이드슬랙스,0,72
130,라이더자켓,1,116
131,와이드청바지,0,55
132,카라티,1,129
133,여자가디건,0,27
134,데님,1,52
135,카고조거팬츠,1,9
136,엘무드,1,145
137,벌룬팬츠,0,26
138,아식스,1,46
139,카고팬츠,1,62
140,잠옷,0,47
141,체크셔츠,1,19
142,집업,1,64
143,모드나인,0,96
144,회색후드티,1,2
145,스파오,0,48
146,오트리,1,179
147,널디,0,44
148,나이키데이브레이크,1,213
149,조던,-,0
150,숄더백,0,38
151,아더에러,0,73
152,남자벨트,0,57
153,크롭티,1,137
154,캐치볼,1,31
155,크롭,0,34
156,트위드자켓,1,457
157,레이어드,0,75
158,머슬핏,1,68
159,브랜디드,0,71
160,반스어센틱,0,34
161,아디다스슈퍼스타,-,0
162,엄브로,0,5
163,흰티,1,155
164,스웻팬츠,1,7
165,네이더스,0,9
166,무신사,1,49
167,우알롱,0,8
168,앤더슨벨,1,356
169,니트집업,0,102
170,와이셔츠,-,0
171,점퍼,1,68
172,토마스모어,-,0
173,쇼퍼백,0,65
174,깡스타일리스트,0,19
175,하프집업,1,445
176,디스커버리바람막이,1,28
177,애플,1,94
178,노스페이스,1,66
179,비슬로우,0,32
180,디스커버리,0,19
181,mlb,0,33
182,힙색,-,0
183,수아레,1,6
184,남자메신저백,0,50
185,데님자켓,0,46
186,레깅스,-,0
187,나일론팬츠,1,360
188,미니백,0,5
189,lee,0,88
190,등산화,-,0
191,여성가방,0,29
192,남자가죽자켓,1,50
