rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,1,6,-
2위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,900원",0,2,-
3위,플랙,깡스타일리스트X플랙스티즈K49라이트블루,"139,000원","79,000원",0,3,5/30배송 예정
4위,삼성전자,비스포크제트무선청소기220WVS20B956AXE산토리니베이지,"919,000원",-,-,-,-
5위,푸마 셀렉트,푸마X아미후드티셔츠-라이트그레이/534069-04,"189,000원",-,1,53,-
6위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","31,900원",0,3,-
7위,푸마 셀렉트,푸마X아미크루넥-오렌지/534111-95,"179,000원",-,1,106,-
8위,파르티멘토,코드후드집업자켓스모크그레이,"62,000원","49,900원",0,2,-
9위,플랙,깡스타일리스트X플랙베를린K48화이트,"139,000원","65,000원",0,8,4/6배송 예정
10위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",0,6,-
11위,프라다,여성스몰사피아노반지갑-블랙/1MH021ZLPF061H,"760,000원","557,000원",-,-,새벽배송 예정
12위,미나브,밀키오버핏자켓[크림],"249,000원","186,750원",1,47,-
13위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","39,200원",1,3,-
14위,닥터마틴,14613홀모노블랙14345001,"190,000원",-,0,2,-
15위,쿠론,릴리토트24_RCBTX22214GRD,"528,000원","475,200원",1,999,-
16위,도프제이슨,오버핏램스킨싱글자켓,"339,000원","225,000원",1,17,-
17위,와릿이즌,엔젤와펜집업후드그레이,"79,000원","47,400원",1,23,-
18위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,0,7,-
19위,구찌,260987BMJ1N2044마이크로시마GG남성반지갑브라운,"590,000원","415,900원",-,-,-
20위,세터,파로오버사이즈부클가디건루센트아이보리,"149,000원","126,650원",1,24,-
21위,폴로 랄프 로렌,코튼트윌바라쿠타재킷-베이지,"359,000원",-,1,999,-
22위,마르디 메크르디,SWEATSHIRTUNIV_OATMEALBLACK,"75,000원","60,000원",0,4,3일지연 예정
23위,무신사 스탠다드,[유아인착용상품]세미와이드히든밴딩슬랙스[블랙],"32,900원",-,1,15,-
24위,뉴발란스,NBP7CS120I/M2002RAA(IVORY),"169,000원",-,1,999,-
25위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,0,10,-
26위,아디다스,BW아미-초크화이트/GX4558,"139,000원",-,1,157,-
27위,도프제이슨,오버핏비건레더싱글자켓,"119,000원","89,000원",1,10,4/8배송 예정
28위,더센토르,[TC22SSJK02PK]BECOMINGCENTAURJACKET[PINK],"348,000원",-,-,-,-
29위,미우미우,여성마테라쎄나파레더카드홀더-블랙/5MC076N88F0002,"410,000원","311,000원",1,999,새벽배송 예정
30위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",1,106,-
31위,디스이즈네버댓,INTL.TeamJacketBlack,"109,000원","98,100원",1,16,-
32위,소니,WH-1000XM4노이즈캔슬링블루투스헤드폰,"459,000원","389,000원",0,22,-
33위,와릿이즌,엔젤와펜집업후드블랙,"79,000원","47,400원",1,1,-
34위,내셔널지오그래픽,N221UJP902세미오버핏로고후디아노락점퍼CARBONBLACK,"159,000원",-,1,999,-
35위,메종 마르지엘라,SA1VX0009P4745T8013남자명함/카드지갑,"309,000원",-,-,-,-
36위,폴로 랄프 로렌,코듀로이바라쿠타재킷-네이비,"399,000원",-,0,28,-
37위,라퍼지스토어,시티보이빅오버옥스포드셔츠_RoyalBlue,"47,000원","42,000원",1,31,-
38위,파르티멘토,[비건레더]필드자켓블랙,"111,700원","89,900원",0,20,-
39위,슈펜,[핏더사이즈X슈펜]Seku-shi(세쿠시)첼시부읏츠BYTM20W12,"139,000원","125,000원",0,33,-
40위,마뗑킴,SPELLPOINTKNITZIPUPINBLACK,"178,000원",-,0,24,-
41위,제멋,리치오버MA-1자켓블랙YHJK2269,"59,800원","56,800원",1,36,4/5배송 예정
42위,무신사 스탠다드,우먼즈오버사이즈블레이저[블랙],"71,900원",-,0,13,-
43위,무신사 스탠다드,레이어드크루넥반팔티셔츠_일반기장[화이트],"13,900원",-,0,3,-
44위,코드그라피,[위클리특가][SET]YKK2-WAY테크숏자켓셋업_차콜,"127,900원","59,900원",1,105,-
45위,인스펙터,606LAYERFIELDJACKET[BLACK],"268,000원","254,600원",1,999,-
46위,스파오,오버핏옥스포드셔츠_SPYWC12C02,"29,900원",-,0,5,-
47위,반스,올드스쿨36DX-(애너하임팩토리)-블랙:화이트/VN0A38G2PXC1,"99,000원",-,1,356,-
48위,안데르센 안데르센,스키퍼HuntingGreen,"499,000원",-,0,36,-
49위,드로우핏,오버사이즈울트렌치코트[BLACK],"209,000원","156,700원",1,32,-
50위,무신사 스탠다드,[유아인착용상품]오버사이즈MA-1보머재킷[블랙],"79,900원",-,1,290,-
51위,그라미치,루즈테이퍼드팬츠Olive,"119,000원","113,000원",1,10,-
52위,리,트위치로고스탠다드후드집업그레이,"79,000원","63,000원",0,26,-
53위,앤드로스,[ESSENTIAL]TorinoSingleLeatherJacket(MEN),"310,000원",-,0,33,-
54위,모드나인,SoulIndigo-MOD1,"139,000원","111,200원",1,489,4/1배송 예정
55위,도프제이슨,램스킨싱글자켓,"285,000원","225,000원",1,999,-
56위,에스피오나지,MillerHeavyweightCardiganNavy,"132,000원","121,000원",1,108,4/15배송 예정
57위,화이트볼,여성기능성라운드넥바람막이(블랙),"238,000원",-,-,-,-
58위,라퍼지스토어,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","69,900원",1,90,-
59위,클락스,WALLABEE26155515,"258,000원","232,200원",-,-,4/18배송 예정
60위,앤더슨벨,스퀘어마틴더비슈즈aaa300m(BROWN),"298,000원",-,0,39,4/8배송 예정
61위,와릿이즌,사인로고집업후드그레이,"79,000원","47,400원",1,45,-
62위,커버낫,빅로고트랙자켓블랙,"119,000원","95,200원",1,31,-
63위,쿠어,오버핏울가디건(그레이),"125,000원","112,500원",1,999,-
64위,로스트가든,Alan,"245,000원","220,500원",1,999,제작20일 예정
65위,스노우피크 어패럴,루트3포켓윈드브레이커_LK,"219,000원",-,1,999,-
66위,컨버스,척테일러올스타블랙옥스M9166C,"55,000원",-,0,30,-
67위,브랜디드,1967JETBLACKJEANS[WIDESTRAIGHT],"78,000원","63,960원",1,270,-
68위,라퍼지스토어,M-1965피쉬테일숏파카_Black,"94,000원","69,000원",0,35,-
69위,무신사 스탠다드,우먼즈오버사이즈블레이저[더스티베이지],"71,900원",-,1,6,-
70위,링서울,voluminousbalmacaantrenchCT-L.beige,"237,400원","213,660원",1,999,-
71위,꼼파뇨,헤비오버핏램스울가디건챠콜,"139,000원","69,500원",0,39,-
72위,무신사 스탠다드,오버사이즈블레이저[블랙],"71,900원",-,0,30,-
73위,트릴리온,워싱스티치데님자켓(BLACK),"86,000원","59,000원",1,64,4/5배송 예정
74위,라퍼지스토어,[리뉴얼ver.][3M신슐레이트]M-1965피쉬테일숏파카_VintageBlack,"129,000원","79,800원",1,75,-
75위,프리즘웍스,OSCARFISHTAILJACKET002_OLIVE,"179,000원","143,200원",1,105,-
76위,아르반,2WAY스냅블루종_아이보리,"136,000원","108,800원",1,109,4/8배송 예정
77위,제로,ClassicSweatPants[Grey],"39,000원",-,1,26,-
78위,무신사 스탠다드,베이식긴팔티셔츠[화이트],"13,900원",-,0,8,-
79위,무신사 스탠다드,[유아인착용상품]빅대디오버사이즈블레이저[블랙],"83,900원",-,0,13,-
80위,엘무드,웨이비바시티재킷네이비,"198,000원","178,200원",1,999,4/8배송 예정
81위,앤더슨벨,시그니처22자카드울트라우저apa495m(BLACK),"272,000원",-,0,58,-
