rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,삼성전자,갤럭시탭S7+플러스SM-T975256GBLTE12.4인치태블릿PC,"1,070,000원","912,208원",1,999,-
2위,푸마 셀렉트,푸마X아미후드티셔츠-라이트그레이/534069-04,"189,000원",-,1,999,-
3위,도프제이슨,오버핏램스킨싱글자켓,"339,000원","225,000원",1,461,-
4위,로렌조반피,로렌조반피xCLASSSY포질리포페니로퍼스웨이드라이트브라운,"259,000원",-,0,2,4/4배송 예정
5위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",1,7,-
6위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,900원",1,1,-
7위,라퍼지스토어,시티보이빅오버옥스포드셔츠_RoyalBlue,"47,000원","42,000원",1,6,-
8위,폴로 랄프 로렌,커스텀핏데님셔츠-네이비,"179,000원",-,1,70,-
9위,마르니,여성미디움사피아노트렁크숄더백-블랙/SBMPN09NO1LV520ZN99N,"2,830,000원","1,225,000원",0,8,새벽배송 예정
10위,로렌조반피,로렌조반피xCLASSSY포질리포스트링로퍼스웨이드다크네이비,"259,000원",-,-,-,4/4배송 예정
11위,파르티멘토,코드후드집업자켓스모크그레이,"62,000원","49,900원",0,3,-
12위,무신사 스탠다드,[유아인착용상품]세미와이드히든밴딩슬랙스[블랙],"32,900원",-,1,6,-
13위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","31,900원",0,2,-
14위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,1,3,-
15위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,-,-,-
16위,라퍼지스토어,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","69,900원",0,11,-
17위,플랙,깡스타일리스트X플랙베를린K48화이트,"139,000원","65,000원",0,8,-
18위,나이키,데이브레이크운동화CK2351-101,"199,000원","136,900원",1,101,-
19위,폴로 랄프 로렌,코튼트윌바라쿠타재킷-네이비,"359,000원",-,0,17,-
20위,엘무드,화란세미오버가디건블랙,"94,900원","75,920원",0,2,-
21위,라퍼지스토어,M-1965피쉬테일숏파카_Black,"94,000원","69,000원",1,24,-
22위,무신사 스탠다드,오버사이즈블레이저[블랙],"71,900원",-,1,10,-
23위,앤더슨벨,스퀘어마틴더비슈즈aaa300m(BROWN),"298,000원",-,0,20,4/8배송 예정
24위,쿠론,릴리토트20_RCBTX22215BKX,"468,000원","421,200원",1,999,-
25위,앤더슨벨,체커보드코위찬집가디건atb672m(BLACK),"335,000원",-,0,20,-
26위,클락스,WALLABEE26155515,"258,000원","232,200원",1,15,4/18배송 예정
27위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","39,200원",0,2,-
28위,유니폼브릿지,selvedgedenimpantsdeepindigo,"89,000원",-,1,999,4/8배송 예정
29위,와릿이즌,엔젤와펜집업후드그레이,"79,000원","47,400원",1,101,-
30위,디스퀘어드2,21SSS71LB0872470쿨가이핏워싱데님팬츠,"409,000원",-,-,-,-
31위,커버낫,빅로고트랙자켓블랙,"119,000원","83,300원",1,250,-
32위,무신사 스탠다드,레이어드크루넥반팔티셔츠_일반기장[화이트],"13,900원",-,0,8,-
33위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,0,13,-
34위,인템포무드,하찌엘보볼륨풀오버_그린어스,"84,000원","75,600원",1,20,4/12배송 예정
35위,살로몬 스포츠스타일,XT-윙스2-블랙:블랙:마그넷/L41085700,"195,000원",-,1,30,-
36위,아디다스,BW아미-초크화이트/GX4558,"139,000원",-,0,6,-
37위,쿠론,버베나크로스21_RCBRX22218IVX,"368,000원","331,200원",1,999,-
38위,드로우핏,오버사이즈울트렌치코트[BEIGE],"209,000원","156,700원",1,999,-
39위,토피,와이드데님팬츠(DEEPGREY),"49,000원","39,200원",0,12,-
40위,플랙,깡스타일리스트X플랙스티즈K49라이트블루,"139,000원","79,000원",0,17,5/30배송 예정
41위,반스,올드스쿨(캔버스)-블랙:트루화이트/VN000ZDF1WX1,"79,000원",-,0,6,-
42위,어널러코드,사계절스트링트레이닝팬츠(그레이),"60,000원","48,000원",1,111,4/6배송 예정
43위,보테가베네타,공용인트레치아토카드케이스-블랙/635057VCPQ38803,"485,000원","292,000원",1,999,새벽배송 예정
44위,아디다스,모던유로파트랙팬츠-블랙:화이트/GJ6745,"89,000원","49,900원",1,53,-
45위,트릴리온,워싱스티치데님자켓(BLACK),"86,000원","59,000원",1,259,4/5배송 예정
46위,아르반,2WAY스냅블루종_아이보리,"136,000원","108,800원",1,4,4/8배송 예정
47위,세터,파로오버사이즈부클가디건세이지그린,"149,000원","126,650원",1,999,4/27배송 예정
48위,모드나인,BlackStardust-MOD1w,"106,000원","74,200원",1,122,-
49위,와릿이즌,엔젤와펜집업후드블랙,"79,000원","47,400원",1,35,-
50위,그라미치,루즈테이퍼드팬츠Olive,"119,000원","113,000원",0,19,-
51위,푸마 셀렉트,푸마Ⅹ아미후드티셔츠-블루/534069-93,"189,000원",-,1,86,-
52위,브렌슨,[패키지]와이드핏트레이닝스웨트팬츠,"66,800원","39,900원",1,49,-
53위,드로우핏,오버사이즈모즈울블레이저[GREIGE],"159,000원","127,200원",1,5,-
54위,리프로덕션 오브 파운드,GermanMilitaryPanna(Exclusiveedition),"278,000원",-,1,999,-
55위,쿠어,오버핏울가디건(그레이),"125,000원","112,500원",0,13,-
56위,로파이,오버핏스모킹블루종램레더(베지터블브라운),"365,000원","273,750원",-,-,-
57위,로스트가든,Forik_bl,"285,000원","256,500원",1,999,제작20일 예정
58위,몽블랑,114686(38036신형)4810웨스트사이드4810Westside6cc반지갑,"390,000원","270,900원",1,999,-
59위,라퍼지스토어,버핑레더오버핏블루종_Black,"94,000원","69,900원",1,126,-
60위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,0,31,-
61위,세터,레체투톤집업자켓글리터그린브라운,"249,000원","224,100원",0,23,3/31배송 예정
62위,블랭크룸,바시티자켓_네이비베이지,"267,000원",-,1,999,-
63위,라퍼지스토어,헤비코튼오버럭비맨투맨_MidnightBlue,"45,000원","39,000원",1,36,-
64위,무신사 스탠다드,베이식블레이저[블랙],"70,900원",-,1,10,-
65위,폴로 랄프 로렌,[우먼즈]클래식핏스트레치셔츠-화이트,"199,000원",-,0,52,-
66위,팀버랜드,남자팀버랜드6인치프리미엄부츠/10061-713,"258,000원",-,1,999,-
67위,질 샌더,여성포인트가죽샌들-블랙/JS33110A15073999,"833,000원","448,000원",0,46,새벽배송 예정
68위,일오공칠,[10PACK]1507모노트라우져하프삭스_화이트/블랙,"24,000원","15,900원",0,8,-
69위,브렌슨,[패키지상품]Longsleeve무지긴팔티,"47,800원","26,900원",1,25,-
70위,알파 인더스트리,MA-1레귤러Black,"239,000원",-,1,999,-
71위,드로우핏,오버사이즈모던체크블레이저,"159,000원","127,200원",1,999,-
72위,드로우핏,오버사이즈모즈울블레이저[DARKBROWN],"159,000원","127,200원",1,48,4/14배송 예정
73위,알파 인더스트리,MA-1레귤러블러드칫Black,"249,000원",-,1,999,-
74위,슈펜,[핏더사이즈X슈펜]Seku-shi(세쿠시)첼시부읏츠BYTM20W12,"139,000원","125,000원",0,48,-
75위,스톤아일랜드,크루넥스웨트셔츠761563051V0029BLACK,"483,000원","330,000원",0,53,-
76위,[패밀리세일],(22SS)2TONEARCHHOODIEGRAY,"79,000원","55,300원",1,247,-
77위,예일,깡스타일리스트X플랙스티즈K39인디고,"129,000원","79,000원",1,58,4/6배송 예정
78위,플랙,우먼즈오버사이즈블레이저[블랙],"71,900원",-,1,14,-
79위,무신사 스탠다드,YBB552768001(552768J84000811)스퀘어GSquareG큐브스털링실버목걸이,"680,000원","483,900원",0,60,-
80위,구찌,남성카나비에보시즈널스니커즈RZ0006M51N21G,"159,000원",-,1,98,-
81위,라코스테,컨템포러리바시티자켓블랙,"188,000원","150,400원",1,138,-
82위,엘무드,코듀라로우데님1st모델트러커자켓,"109,000원","87,000원",1,153,-
83위,리,MillerHeavyweightCardiganNavy,"132,000원","121,000원",1,48,4/15배송 예정
84위,에스피오나지,[위클리특가][SET]YKK2-WAY테크숏자켓셋업_차콜,"127,900원","59,900원",1,45,-
85위,코드그라피,NM2DN00A_빅샷,"140,000원","126,000원",0,70,-
86위,노스페이스,오버사이즈집업카라터틀넥니트[M.GREY],"76,000원","68,400원",1,2,4/18배송 예정
87위,드로우핏,[비건레더]필드자켓블랙,"111,700원","89,900원",0,47,-
88위,파르티멘토,[유아인착용상품]와이드히든밴딩슬랙스[블랙],"32,900원",-,1,30,-
89위,무신사 스탠다드,빅트위치루즈핏후디네이비,"79,000원","55,300원",1,110,-
90위,리,척테일러올스타블랙하이M9160C,"59,000원",-,1,696,-
91위,토피,에센셜후드스웻셔츠(MELANGEGREY),"43,000원","29,900원",1,21,-
92위,로스트가든,Poly_D,"245,000원","220,500원",1,999,제작20일 예정
93위,무신사 스탠다드,와이드히든밴딩슬랙스[미디엄그레이],"32,900원",-,0,3,-
94위,로파이,오버핏2버튼이지블레이져(블랙),"139,000원","89,000원",1,246,4/1배송 예정
95위,무신사 스탠다드,[유아인착용상품]램스킨오버사이즈싱글재킷[블랙],"239,900원","215,890원",1,999,-
96위,하 아카이브,아크블랙메신저백,"79,000원","71,100원",1,52,4/5배송 예정
97위,스쿠읏 어페럴,크리피코지집업,"290,000원",-,0,69,-
98위,드로우핏,미니멀소프트울자켓[BLACK],"174,000원","139,200원",1,86,3/31배송 예정
99위,파르티멘토,코드후드집업자켓블랙,"62,000원","49,900원",1,56,-
100위,삼성전자,갤럭시탭A7liteSM-T22064GBWIFI태블릿PC,"179,300원","170,335원",1,210,-
101위,제멋,리치오버MA-1자켓블랙YHJK2269,"59,800원","56,800원",1,999,4/7배송 예정
102위,우알롱,Signaturejoggerpants-BLACK,"62,000원","58,900원",0,21,-
103위,커버낫,에센셜쿨코튼2-PACK티셔츠,"49,000원","44,100원",1,200,-
104위,리,트위치로고스탠다드후드집업블랙,"79,000원","63,000원",1,259,-
105위,오소이,TONIMINI[TENNISBALLGREEN],"288,000원",-,-,-,5/31배송 예정
106위,이벳필드,베츠어센틱맨투맨그레이,"59,000원","29,500원",0,11,-
107위,엘무드,화란세미오버가디건클라우드그레이,"94,900원","75,920원",0,73,-
108위,로드 존 그레이,cottonvarsityjacketblack,"199,000원",-,1,999,-
109위,제이에스티나,JOELLEQUILTINGSM체인숄더BK(JHNCHA0BS700BK010),"338,000원","270,400원",0,76,-
110위,우알롱,Signaturejoggerpants-GREY,"62,000원","58,900원",1,7,-
111위,폴로 랄프 로렌,[우먼즈]케이블니트숏슬리브스웨터-블루,"199,000원",-,1,999,-
112위,푸마 셀렉트,푸마X아미그래픽반팔티셔츠-블랙/534070-01,"109,000원",-,1,999,-
113위,르마드,비건레더오버핏싱글자켓-아이보리,"242,000원","193,600원",1,999,4/5배송 예정
114위,무신사 스탠다드,베이식긴팔티셔츠[화이트],"13,900원",-,1,63,-
115위,무신사 스탠다드,스웨트팬츠[멜란지그레이],"25,900원",-,0,13,-
116위,미우미우,여성마테라쎄나파레더카드케이스-핑크/5MB006N88F0D91,"620,000원","328,000원",0,80,새벽배송 예정
117위,브랜디드,2001SLOWWORKERDENIMWASH.JACKET[BLACKINDIGO],"83,000원","74,700원",1,330,-
118위,벌스데이수트,80sBLOUSON(NAVY),"163,000원",-,1,999,4/12배송 예정
119위,무신사 스탠다드,오버사이즈칼라드스웨트셔츠[블랙],"36,900원",-,1,456,-
120위,무신사 스탠다드,세미와이드히든밴딩슬랙스[미디엄그레이],"32,900원",-,1,321,-
121위,리,웨스터너오가닉코튼자켓베이지,"189,000원",-,1,999,-
122위,무신사 스탠다드,릴렉스드베이식울블레이저[블랙],"129,900원",-,0,86,-
123위,토피,와이드데님팬츠(BLEACH),"49,000원","39,200원",1,34,-
124위,볼컴,DYEING포켓오버핏긴팔셔츠(베이지),"129,000원","103,200원",1,999,-
125위,내셔널지오그래픽,N222MJP901시티캐주얼립소재세미오버핏MA-1항공점퍼CARBONBLACK,"159,000원",-,1,999,-
126위,레이브,WrinkleLeatherLukeBaginBlackVX1MG105-10,"188,000원",-,-,-,-
127위,메종미네드,BUCKLESTRAPHOBOBAG,"99,000원","83,900원",0,30,-
128위,삼성전자,갤럭시워치444mm/SM-R870N,"299,000원","245,000원",0,90,-
129위,폴로 랄프 로렌,커스텀핏버튼다운옥스포드셔츠-블루,"179,000원",-,1,999,-
130위,유니폼브릿지,sweatcottonstadiumjacketblack,"149,000원","126,600원",0,88,-
131위,레씨토,DESTROYEDWIDEDENIMPANTS_[GRAY],"182,000원",-,-,-,-
132위,가까이 유니언즈,원턱와이드스웨트팬츠그레이,"52,000원","35,400원",0,46,-
133위,말본 골프,탐슨버킷폴로티셔츠GREEN,"239,000원",-,0,90,-
134위,리,트위치로고스탠다드후드집업그레이,"79,000원","63,000원",1,45,-
135위,스파오,(최고심)내일부터갓생가보자고티셔츠(WHITE)_SPRLC25C11,"25,900원","23,310원",0,4,-
136위,브랜디드,1967JETBLACKJEANS[WIDESTRAIGHT],"78,000원","63,960원",1,255,-
137위,아디다스,[정호연착용]시티마라톤PT-베이지:네이비/D67397,"119,000원","114,900원",1,176,-
138위,토마스모어,TC1-JP02탱커블루종-블랙,"107,000원",-,1,89,-
139위,제이에스티나,조엘무아사첼백아이보리,"218,000원","174,400원",1,999,-
140위,코드그라피,[송필드PICK][SET]CGP서클로고하프집업맨투맨셋업_멜란지그레이,"97,900원","69,900원",0,85,4/21배송 예정
