rank,name,increase,increase_cnt
1,후드티,-,0
2,후드집업,-,0
3,맨투맨,1,1
4,바람막이,0,1
5,가디건,-,0
6,후리스,1,20
7,나이키,-,0
8,양말,1,13
9,백팩,1,2
10,슬리퍼,1,6
11,자켓,0,1
12,조거팬츠,0,4
13,니트,0,4
14,lee,0,8
15,쿠어,0,3
16,가방,1,3
17,메신저백,1,16
18,경량패딩,1,25
19,반스,0,1
20,라퍼지스토어럭비맨투맨,-,0
21,볼캡,-,0
22,슬랙스,1,7
23,아우터,1,23
24,코트,1,18
25,트레이닝세트,1,75
26,커버낫,1,5
27,바시티자켓,0,3
28,셔츠,0,13
29,반팔,0,9
30,숏패딩,1,6
31,레이어드티,0,18
32,컨버스,1,15
33,마크곤잘레스,1,36
34,아노락,0,9
35,청바지,0,12
36,블레이저,0,22
37,바지,1,4
38,모자,-,0
39,벨트,1,5
40,운동화,0,1
41,반팔티,1,66
42,항공점퍼,0,7
43,레더자켓,1,18
44,엘무드,0,7
45,와이드팬츠,1,26
46,트레이닝바지,1,41
47,블루종,0,30
48,폴로,1,48
49,트렌치코트,1,21
50,나이키에어포스,0,1
51,아디다스,1,35
52,크로스백,1,10
53,나이키바람막이,0,19
54,플리스,1,5
55,칼하트,1,12
56,에코백,1,65
57,셋업,0,27
58,와이드슬랙스,1,64
59,스니커즈,0,5
60,윈드브레이커,0,2
61,치노팬츠,1,18
62,무탠다드,0,30
63,후드,0,18
64,청자켓,0,37
65,신발,0,15
66,아식스,1,39
67,MA-1,0,19
68,지갑,1,43
69,나이키신발,0,6
70,나이키운동화,1,31
71,뉴발란스,1,31
72,드로우핏,0,21
73,나이키후드티,1,158
74,예일,1,69
75,카드지갑,1,109
76,옥스포드셔츠,1,2
77,남자가디건,0,49
78,패딩,0,6
79,에어포스,1,5
80,크림진,1,106
81,잠옷,1,23
82,독일군,1,58
83,니트집업,0,43
84,집업,1,22
85,티셔츠,1,13
86,뉴발란스327,-,0
87,클리어런스,0,34
88,하프집업,1,43
89,반스올드스쿨,1,74
90,나이키후드집업,1,229
91,뉴발란스530,0,6
92,스웻팬츠,1,17
93,패딩조끼,1,99
94,뉴발란스운동화,1,127
95,롱슬리브,0,4
96,가죽자켓,0,28
97,토피,1,83
98,긴팔티,1,64
99,니트조끼,1,109
100,트러커자켓,0,35
101,데님자켓,0,25
102,로퍼,1,33
103,디스커버리,1,283
104,스투시,0,12
105,트레이닝셋업,1,95
106,봄아우터,0,26
107,오버핏후드티,0,50
108,야상,0,35
109,브랜디드,1,29
110,캉골,1,170
111,스파오,-,0
112,목걸이,0,48
113,남자가방,1,192
114,맥코트,1,186
115,반바지,1,136
116,아디다스슬리퍼,1,374
117,엄브로,1,24
118,제멋,-,0
119,나이키슬리퍼,1,52
120,피쉬테일,-,0
121,야구점퍼,1,56
122,아이폰케이스,0,29
123,바시티,0,49
124,양털후리스,1,59
125,하프집업니트,-,0
126,노스페이스,1,8
127,발마칸코트,0,7
128,더비슈즈,0,39
129,반스어센틱,-,0
130,앤더슨벨,0,11
131,캡모자,0,71
132,크록스,1,53
133,lmc,1,19
134,뽀글이,-,0
135,안경,0,32
136,우알롱,1,266
137,데님,1,128
138,남자크로스백,0,23
139,세미와이드슬랙스,1,216
140,모드나인,0,16
141,생지데님,1,16
142,와이드청바지,1,8
