rank,name,increase,increase_cnt
1,후드티,1,1
2,맨투맨,1,1
3,엘무드,0,2
4,니트,-,0
5,나이키,-,0
6,후드집업,1,1
7,가디건,1,1
8,백팩,0,2
9,비니,1,1
10,반스,1,1
11,조거팬츠,0,2
12,컨버스,-,0
13,가방,1,1
14,바람막이,1,2
15,마크곤잘레스,1,4
16,메신저백,1,2
17,바시티자켓,0,4
18,슬리퍼,0,3
19,모자,0,2
20,반팔,1,2
21,자켓,-,0
22,나이키에어포스,1,3
23,숏패딩,1,8
24,코트,0,4
25,셔츠,0,1
26,바지,1,4
27,후리스,1,5
28,블레이저,-,0
29,아디다스,1,6
30,양말,0,1
31,커버낫,0,4
32,운동화,0,9
33,슬랙스,0,7
34,레이어드티,-,0
35,청바지,0,2
36,크로스백,1,21
37,신발,-,0
38,무탠다드,1,1
39,셋업,0,1
40,예일,1,16
41,지갑,-,0
42,스니커즈,-,0
43,트레이닝세트,0,7
44,트레이닝바지,1,2
45,폴로,1,3
46,블루종,1,5
47,쿠어,1,7
48,아우터,1,1
49,나이키신발,0,9
50,아노락,1,5
51,경량패딩,0,1
52,카드지갑,1,14
53,항공점퍼,0,9
54,후드,1,7
55,에어포스,1,9
56,반팔티,0,11
57,와이드팬츠,0,10
58,뉴발란스,1,12
59,비바스튜디오,-,0
60,가죽자켓,0,8
61,레더자켓,1,6
62,캡모자,1,9
63,목걸이,1,11
64,청자켓,0,4
65,와이드슬랙스,0,2
66,나이키운동화,0,8
67,lmc,0,2
68,바시티,0,25
69,에코백,0,7
70,야상,1,13
71,하프집업니트,1,33
72,니트집업,-,0
73,독일군,1,23
74,반스올드스쿨,1,26
75,아이폰케이스,1,4
76,엘무드바시티,0,23
77,컨버스척70,1,7
78,벨트,0,9
79,칼하트,0,1
80,스파오,1,1
81,디스이즈네버댓,-,0
82,패딩,0,7
83,남자가디건,0,1
84,나이키맨투맨,0,8
85,도프제이슨,1,83
86,엘무드니트,0,18
87,오버핏후드티,1,19
88,롱슬리브,0,15
89,크록스,1,13
90,나이키데이브레이크,1,1
91,뉴발란스327,1,14
92,반스어센틱,1,1
93,원피스,1,20
94,스투시,0,17
95,트레이닝셋업,0,1
96,나이키후드티,1,2
97,나이키에어포스1,1,27
98,모드나인,0,12
99,디스커버리,1,10
100,아식스,0,15
101,널디,1,47
102,mlb,1,19
103,스컬프터,1,125
104,첼시부츠,0,1
105,잠옷,1,3
106,책가방,0,26
107,안경,-,0
108,나이키모자,1,23
109,세미와이드슬랙스,1,8
110,캉골,0,9
111,나이키바람막이,0,21
112,MA-1,1,17
113,니트조끼,1,59
114,무스탕,0,15
115,발마칸코트,1,13
116,조던,1,26
117,트러커자켓,0,3
118,와이드데님,1,113
119,목폴라,1,160
120,수베니어,0,31
121,뉴발란스530,1,14
122,반바지,1,10
123,반집업,0,36
124,엄브로,1,59
125,패딩조끼,1,13
126,토피,0,11
127,인사일런스,0,1
128,플리스,1,2
129,트렌치코트,0,34
130,나이키후드집업,0,10
131,라이더자켓,1,16
132,와이드청바지,0,13
133,하프집업,1,22
134,레이어드,1,6
135,나이키조던,1,15
136,오버핏셔츠,1,40
137,화란세미오버니트,0,40
138,여자가디건,1,14
139,뉴발란스운동화,0,6
140,스웻팬츠,0,30
141,칼하트백팩,0,5
142,노스페이스,0,30
143,로퍼,1,44
144,쇼퍼백,1,41
145,나이키슬리퍼,1,78
146,컨버스척테일러,1,3
147,커버낫맨투맨,0,55
148,우알롱,1,33
149,엘무드화란,0,61
150,더플코트,-,0
151,회색후드티,1,46
152,트러커,0,7
153,드로우핏,1,7
154,제로,0,29
155,야구점퍼,0,32
156,집업,1,46
157,더비슈즈,1,9
158,토트백,1,92
159,tngt,1,32
160,제멋,1,1
161,카고조거팬츠,0,39
162,클리어런스,1,15
163,lee,0,36
164,스타디움자켓,0,48
165,MLB모자,0,47
166,코닥,0,2
167,카고팬츠,0,10
168,브랜디드,0,31
169,바시티재킷,1,26
170,뉴발란스574,1,14
171,아더에러,1,112
172,옥스포드셔츠,1,57
173,mmgl,-,0
174,후아유,1,8
175,반지,0,31
176,여자카드지갑,1,78
177,캉골백팩,0,34
178,폴로가디건,1,41
179,크림진,0,45
180,목도리,1,10
181,조끼,0,22
182,반집업니트,1,62
183,컨버스하이,1,81
184,트위드자켓,1,2
185,데님,0,46
186,나이키조거팬츠,1,21
187,시계,0,41
188,챔피온,1,39
189,팔찌,1,113
190,데님자켓,0,20
191,남자가방,1,35
192,무탠다드슬랙스,1,19
193,봄아우터,1,200
194,아디다스운동화,1,2
195,마뗑킴,1,157
196,나이키바지,1,100
197,아미,0,8
198,치노팬츠,0,33
199,플랙,1,2
200,어글리슈즈,1,45
201,윈드브레이커,0,50
202,스웨이드자켓,0,23
203,미니멀자켓,1,90
204,아디다스바지,1,18
205,트레이닝,1,3
206,점퍼,1,19
207,티셔츠,1,165
208,닥터마틴,0,8
209,커버낫후드티,1,61
210,숏코트,0,32
211,생지데님,0,58
212,오버핏맨투맨,0,50
213,워커,0,72
214,라코스테,1,6
215,캉골가방,1,20
216,폴로니트,1,23
217,애플워치,1,214
218,여성가방,0,60
219,노스페이스백팩,0,3
220,미니백,1,4
221,크롭,0,29
222,오버핏블레이저,1,100
223,mmlg,0,49
224,예일맨투맨,1,118
225,나이키양말,0,8
226,니트베스트,1,110
227,나일론팬츠,1,99
228,캔버스,1,8
229,피쉬테일,0,25
230,뽀글이,1,86
231,나이키반팔,0,17
232,프레피,0,63
233,캉골메신저백,1,73
234,아디다스슬리퍼,1,137
235,비슬로우,0,14
236,컨버스런스타하이크,1,64
237,셋업수트,1,29
238,남자메신저백,1,15
239,나이키백팩,1,117
240,리복,0,22
241,흰티,1,10
242,키르시,0,67
243,크롭후드집업,1,194
244,화란,0,90
245,오즈위고,1,183
246,팬티,1,120
247,에어팟,1,85
248,리,1,25
249,자라,0,55
250,여자조거팬츠,1,91
251,파자마,0,52
252,마르디,1,281
253,롱코트,0,6
254,레깅스,0,66
255,에어팟케이스,1,88
256,독일군스니커즈,0,76
257,떡볶이코트,-,0
258,롱패딩,1,190
259,벌룬팬츠,1,76
260,퀼팅자켓,0,5
261,코드그라피,0,98
262,지프,1,97
263,레이어드반팔,1,29
264,미나브,1,94
265,로스코,1,267
266,런닝화,1,25
267,그립톡,1,36
268,반스슬립온,0,6
269,블랙진,1,132
270,조거,1,92
271,츄리닝,1,154
272,면바지,1,6
273,잔스포츠백팩,1,72
274,아디다스슈퍼스타,1,37
275,칼하트후드집업,0,35
276,반지갑,0,33
277,리바이스,1,223
278,쉘파카,0,85
279,커버낫백팩,1,207
280,나이키가방,1,248
281,나이키킬샷,1,172
282,구두,0,7
283,무신사,1,50
284,키링,1,115
285,롱부츠,1,199
286,단화,1,105
287,숄더백,0,84
288,향수,1,2
289,트위드,1,115
290,메종키츠네,1,14
291,노트북파우치,0,120
292,레더,1,29
293,맥코트,1,203
294,머플러,0,62
295,나이키에어맥스97,1,55
296,스웨트팬츠,0,50
297,디스커버리백팩,1,99
298,이벳필드,1,51
299,발마칸,0,14
300,남자지갑,1,215
