rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,낫포너드,WideStringCargoSlacksPantsBlack,"89,000원","39,000원",1,1,-
2위,구찌,(451268K551N1058)남성스네이크반지갑22SS,"678,000원",-,-,-,-
3위,라퍼지스토어,[이동휘착용][리뉴얼ver.][3M신슐레이트]오리지널M-1965피쉬테일파카_OriginalKhaki,"138,000원","99,900원",1,18,-
4위,안데르센 안데르센,스키퍼Black,"499,000원",-,0,3,-
5위,드로우핏,미니멀소프트울자켓[DARKBROWN],"174,000원","139,200원",1,4,3/11배송 예정
6위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,000원",1,4,-
7위,나이키,데이브레이크운동화CK2351-101,"199,000원","132,700원",1,403,-
8위,제로,DeepOneTuckSweatPants[Grey],"39,000원","37,050원",0,5,-
9위,노스페이스,NJ1DM71A고프리다운자켓,"299,000원","255,645원",1,999,-
10위,도프제이슨,오버핏램스킨싱글자켓,"339,000원","225,000원",1,16,-
11위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","29,900원",1,3,-
12위,아디다스,BW아미-화이트/BZ0579,"139,000원","119,900원",1,51,-
13위,드로우핏,오버사이즈모즈울블레이저[BLACK],"159,000원","127,200원",0,9,3/11배송 예정
14위,아위,PiperLongCoat_Gray,"429,000원",-,-,-,-
15위,메종미네드,BLACKOVERMA-1,"259,000원","195,000원",1,373,-
16위,노스페이스,NM2DM51A_빅샷,"140,000원","126,000원",0,9,2/26배송 예정
17위,플랙,칸디아니자켓051Z로우,"179,000원","161,100원",-,-,3/21배송 예정
18위,드로우핏,미니멀소프트울자켓[BLACK],"174,000원","139,200원",0,5,3/7배송 예정
19위,노스페이스,NJ1DM52J화이트라벨프리무브다운자켓,"298,000원","254,790원",0,14,-
20위,에스피오나지,RayYachtParkaBlack,"129,000원",-,1,10,3/15배송 예정
21위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,1,2,-
22위,도프제이슨,오버핏비건레더싱글자켓,"119,000원","89,000원",1,35,3/11배송 예정
23위,컨버스,척70클래식블랙162058C,"95,000원",-,1,14,-
24위,예일,(22SS)2TONEARCHHOODIEGRAY,"79,000원","67,150원",1,21,-
25위,플레어업,오버사이즈발마칸맥코트-블랙(FL-010),"268,000원","209,700원",1,29,-
26위,벌스데이수트,STADIUMJACKET(NAVY),"198,000원",-,0,18,3/14배송 예정
27위,로파이,오버핏싱글라이더스자켓램레더(블랙),"295,000원","206,500원",1,60,-
28위,무신사 스탠다드,[유아인착용상품]와이드히든밴딩슬랙스[블랙],"32,900원",-,0,8,-
29위,커버낫,어센틱로고럭색33L블랙,"99,000원","89,100원",1,4,-
30위,내셔널지오그래픽,N214UDW901듀공후드숏기장푸퍼덕다운점퍼CARBONBLACK,"299,000원","259,000원",1,999,-
31위,인사일런스,오버사이즈울블레이저BLACK,"172,000원","146,000원",1,15,-
32위,이에이,ROYDOUBLEBREASTEDCOATDarkBrown,"398,000원",-,0,21,-
33위,에스와이2씨,퍼피카라퍼자켓[3color],"298,000원",-,-,-,-
34위,오니츠카타이거,멕시코661183A942_101,"140,000원",-,1,999,-
35위,닥터마틴,MIE빈티지14613홀퀼론블랙/12877001,"280,000원",-,-,-,-
36위,무신사 스탠다드,[베스트아이템]테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",1,88,-
37위,스탠드오일,Oblongbag·오블롱백,"119,000원","113,050원",1,253,3/3배송 예정
38위,마르니,여성미디움사피아노트렁크숄더백-블랙/SBMPN09NO1LV520ZN99N,"2,830,000원","1,250,000원",0,32,새벽배송 예정
39위,요위,UX_Black,"268,000원",-,-,-,-
40위,예일,(22ALL)2TONEARCHHOODIEGRAY,"79,000원","55,300원",0,11,-
41위,살로몬 스포츠스타일,XT-6-화이트:화이트:루나락/L41252900,"260,000원",-,1,999,-
42위,픽디자인,에브리데이백팩ZIP(20L)네이비,"349,000원",-,0,24,-
43위,로스트가든,Forik_bl,"285,000원","256,500원",1,999,-
44위,드로우핏,모즈울오버사이즈더블블레이저[GREIGE],"169,000원","135,200원",1,999,-
45위,미나브,울100개버딘트렌치코트[케비어블랙],"276,000원","262,200원",1,999,2/25배송 예정
46위,리이,FAUXFURROLLUPSLEEVESHOODEDJACKET,"328,000원","262,400원",-,-,-
47위,예일,WARMUPQUILTINGJACKETBLACK,"99,000원","64,350원",0,31,-
48위,네이키드니스,앱솔루트백팩블랙,"94,000원","68,500원",0,17,-
49위,오소이,CIRCLEBROT-WASHEDMINTGREY,"329,000원",-,0,24,-
50위,디스커버리 익스페디션,반슬리다운여성롱패딩(BLACK),"329,000원",-,0,26,-
51위,노스페이스,NJ1DM76A노벨티로프티다운자켓,"289,000원","247,095원",1,999,-
52위,쿠어,오버핏울가디건(그레이),"125,000원","112,500원",1,360,2/28배송 예정
53위,토피,와이드조거스웻팬츠(MELANGEGREY),"39,000원","36,000원",1,36,-
54위,디스커버리 익스페디션,조거플렉스FLEX(LIGHTBEIGE),"109,000원",-,1,10,-
55위,버빌리안,럭셔리백팩_Black,"135,000원","67,800원",1,179,-
56위,더블알엘,코튼헤링본팬츠-그린,"449,000원",-,0,37,-
57위,셔터,3MTHIMSULATEBALCOLLARJACKET(DARKBROWN),"328,000원","229,600원",1,999,-
58위,드로우핏,오버사이즈모즈울블레이저[MELANGEBROWN],"159,000원","127,200원",1,35,-
59위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","44,100원",1,49,-
60위,닥터마틴,14613홀벡스블랙스무스/21084001,"210,000원",-,0,33,-
61위,플랙,칸디아니스티즈051Z로우,"139,000원","125,100원",1,9,-
62위,디스이즈네버댓,T-LogoHoodieDarkNavy,"82,000원","65,600원",1,416,-
63위,일꼬르소,블랙레더오버솔더비슈즈IESO2E101BK,"199,000원",-,1,999,-
64위,드로우핏,울블렌딩발마칸오버코트[DARKBROWN],"209,000원","167,200원",0,36,-
65위,아식스,조그1002-블랙:블랙/TJG138-9090,"69,000원",-,0,24,-
66위,플랙,런업X플랙스티즈K33라이트블루,"149,000원","119,200원",1,30,-
67위,앤더슨벨,유니섹스레더패치워크자켓awa416u(BLACK),"698,000원",-,0,55,-
68위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",1,34,-
69위,반스,어센틱-레드/VN000EE3RED1,"69,000원",-,1,25,-
70위,제로,DeepOneTuckSweatPants[Black],"39,000원","37,050원",0,23,-
71위,예일,THINKPACK,"119,000원","79,000원",1,226,3/23배송 예정
72위,아웃스탠딩,WOOLBALMACANCOAT_BLACK,"289,000원","260,100원",0,37,-
73위,컨버스,척70클래식블랙162050C,"99,000원",-,0,51,-
74위,무신사 스탠다드,세미와이드히든밴딩슬랙스[미디엄그레이],"32,900원",-,0,21,-
75위,미나브,핸드메이드캐시미어아뜰리에자켓[블랙],"254,000원","198,120원",1,999,-
76위,무신사 스탠다드,와이드데님팬츠[라이트인디고],"39,900원",-,1,125,-
77위,아수라,가브리엘린넨트위드자켓[블랙],"279,000원","195,300원",1,999,-
78위,드로우핏,라인스모크레더자켓[SMOKEBLACK],"174,000원","139,200원",1,890,-
79위,애드오프,FRAGMENTJUMPERD.NAVY,"239,000원","191,200원",1,999,-
80위,무신사 스탠다드,캐시미어블렌드오버사이즈핸드메이드로브코트[블랙],"189,900원",-,1,999,-
81위,브랜디드,2001SLOWWORKERDENIMWASH.JACKET[BLACKINDIGO],"83,000원","70,550원",1,451,-
82위,로맨틱무브,뉴탐페레첼시부츠R17M077(블랙),"198,000원","139,000원",1,947,-
83위,맨인정글,[MIJ]글렌체크울스포츠코트-멜란지브라운,"338,000원","236,600원",0,40,-
84위,케리제이드,AnnieFlat_Ivory,"188,000원",-,-,-,-
85위,폴로 랄프 로렌,코튼트윌바라쿠다재킷-네이비,"359,000원",-,0,47,-
86위,엄브로,온앤오프리버시블패딩플리스자켓블랙(UM421CPJN1),"239,000원",-,0,42,-
87위,칼하트,D89메신저백블랙/11052301,"129,000원","79,000원",0,55,-
88위,에스에스알엘,dualpocketmessengerbag/black,"119,000원","92,800원",1,49,-
89위,제로,ClassicSweatPants[Grey],"39,000원","37,050원",1,27,-
90위,루이까또즈,남성반지갑SI1AH08BL,"148,000원","88,800원",1,22,-
91위,드로우핏,벌키울카라니트가디건[M.GREY],"85,000원","76,500원",0,3,3/15배송 예정
92위,엠엔지유,오버사이즈드포켓MA-1IN네이비,"199,000원","179,100원",1,999,-
93위,메종 키츠네,공용칠렉스폭스패치클래식조거팬츠-블랙/IU01308KM0001P199,"299,000원","175,000원",1,999,새벽배송 예정
94위,예일,(22ALL)(BYP.E.DEPT)UNIVERSITYHANDSOMEDANCREWNECKNAVY,"72,000원","50,400원",0,28,-
95위,비긴202,OverSizeStringJacket,"268,000원","227,800원",0,46,2/28배송 예정
96위,넌블랭크,세미오버사이즈핏블레이저_DARKBROWN,"139,000원","125,100원",1,141,-
