rank,name,increase,increase_cnt
1,후드티,-,0
2,후드집업,-,0
3,맨투맨,1,2
4,바람막이,0,1
5,가디건,0,1
6,양말,1,4
7,나이키,-,0
8,니트,-,0
9,후리스,1,2
10,조거팬츠,0,4
11,백팩,1,10
12,마크곤잘레스,1,51
13,반팔,1,6
14,슬랙스,1,1
15,셔츠,0,3
16,모자,1,14
17,비니,0,4
18,바버,1,33
19,아노락,1,29
20,블레이저,0,11
21,반스,0,7
22,아디다스,1,3
23,레이어드티,1,20
24,커버낫,1,2
25,슬리퍼,1,21
26,가방,0,2
27,쿠어,0,10
28,숏패딩,1,1
29,청바지,1,3
30,메신저백,1,8
31,경량패딩,1,10
32,에코백,1,33
33,트레이닝바지,1,27
34,윈드브레이커,1,43
35,크로스백,0,8
36,트렌치코트,1,6
37,컨버스,0,21
38,운동화,0,20
39,코트,0,19
40,신발,0,6
41,와이드슬랙스,1,8
42,반집업,1,33
43,롱슬리브,1,4
44,나이키바람막이,1,8
45,이지슬라이드,1,50
46,나이키신발,1,4
47,블루종,0,24
48,바시티자켓,1,10
49,아식스,0,9
50,나이키에어포스,1,21
51,벨트,1,11
52,트레이닝세트,0,17
53,셋업,1,4
54,와이드팬츠,0,23
55,바지,0,22
56,청자켓,0,20
57,아우터,0,13
58,자켓,0,30
59,항공점퍼,0,14
60,스웻팬츠,1,1
61,남자가디건,1,51
62,니트집업,0,8
63,스니커즈,0,41
64,폴로,-,0
65,봄아우터,1,5
66,이지,1,81
67,카드지갑,1,11
68,패딩,1,118
69,야구점퍼,1,63
70,반팔티,0,31
71,더비슈즈,0,3
72,세미와이드슬랙스,1,37
73,뉴발란스,1,9
74,무탠다드,0,37
75,스파오,1,53
76,야상,-,0
77,가죽자켓,0,22
78,예일,1,118
79,집업,1,29
80,오버핏후드티,1,300
81,레더자켓,0,1
82,패딩조끼,1,4
83,크록스,-,0
84,클리어런스,1,26
85,양털후리스,1,161
86,플랙,0,1
87,아디다스윈드브레이커,1,31
88,플리스,1,36
89,칼하트후드집업,1,468
90,트레이닝셋업,1,78
91,데님자켓,1,13
92,니트조끼,1,43
93,바시티,1,79
94,점퍼,1,169
95,하프집업,1,83
96,남순PICK,0,40
97,하프집업니트,1,41
98,발마칸코트,1,46
99,조끼,0,30
100,칼하트,0,21
101,나이키운동화,1,165
102,나이키후드집업,0,21
103,옥스포드셔츠,0,12
104,널디,0,20
105,뮬,1,94
106,블랙진,1,101
107,반지,1,23
108,반스어센틱,1,74
109,런닝화,1,649
110,치노팬츠,1,50
111,에어포스,1,93
112,yeezy,1,275
113,나이키에어포스1,1,79
114,라이더자켓,0,47
115,깔깔이,1,11
116,원피스,1,133
117,스웨트팬츠,-,0
118,일꼬르소,0,20
119,브랜디드,0,6
120,폴로가디건,-,0
121,인사일런스,1,232
122,잠옷,1,31
123,세터,1,103
124,엔젤와펜집업후드,-,0
125,드로우핏,1,64
126,디네댓,1,625
127,피쉬테일,1,7
128,스웻셋업,-,0
129,첼시부츠,1,38
130,나이키데이브레이크,0,27
131,후아유,1,48
132,긴팔티셔츠,1,62
133,노스페이스바람막이,1,148
134,독일군,1,54
135,lee,1,144
136,노스페이스,1,103
137,반집업니트,-,0
138,나이키양말,1,18
139,커버낫맨투맨,-,0
140,나이키맨투맨,1,26
141,미나브,-,0
