rank,name,increase,increase_cnt
1,후드티,-,0
2,맨투맨,-,0
3,니트,1,2
4,백팩,0,1
5,나이키,1,1
6,후드집업,0,2
7,반스,-,0
8,가디건,-,0
9,비니,1,1
10,조거팬츠,0,1
11,컨버스,-,0
12,나이키에어포스,1,5
13,슬리퍼,0,1
14,바람막이,-,0
15,가방,0,2
16,운동화,1,5
17,모자,1,2
18,마크곤잘레스,1,5
19,메신저백,0,4
20,코트,0,2
21,청바지,1,15
22,신발,1,10
23,레이어드티,1,5
24,바지,1,1
25,양말,1,1
26,숏패딩,0,4
27,커버낫,1,8
28,블레이저,0,1
29,자켓,0,9
30,슬랙스,0,1
31,반팔,0,15
32,후드,1,22
33,후리스,0,9
34,셔츠,-,0
35,나이키신발,1,4
36,아디다스,1,1
37,트레이닝세트,1,11
38,경량패딩,1,7
39,스니커즈,1,4
40,무탠다드,1,7
41,예일,1,1
42,바시티자켓,0,4
43,지갑,0,13
44,트레이닝바지,1,2
45,반팔티,0,1
46,카드지갑,1,3
47,셋업,0,14
48,에어포스,1,3
49,반스어센틱,0,9
50,뉴발란스,1,5
51,청자켓,1,31
52,쿠어,1,9
53,칼하트,1,13
54,아우터,1,4
55,항공점퍼,0,3
56,폴로,1,11
57,엘무드,0,26
58,뉴발란스530,0,1
59,에코백,0,6
60,나이키운동화,1,9
61,와이드팬츠,0,5
62,가죽자켓,0,2
63,와이드슬랙스,1,9
64,목걸이,1,30
65,크로스백,0,24
66,블루종,0,7
67,비바스튜디오,0,5
68,벨트,0,4
69,독일군,1,6
70,잠옷,1,38
71,롱슬리브,1,3
72,무스탕,1,11
73,레더자켓,0,23
74,캡모자,1,4
75,나이키바람막이,1,5
76,바시티,1,23
77,나이키에어포스1,0,7
78,스투시,0,13
79,패딩,0,6
80,조던,1,15
81,아이폰케이스,1,7
82,나이키맨투맨,1,9
83,lmc,1,18
84,스파오,-,0
85,남자가디건,1,2
86,반바지,1,72
87,오버핏후드티,0,6
88,아노락,0,25
89,뉴발란스운동화,1,35
90,반스올드스쿨,1,24
91,니트집업,0,14
92,모드나인,1,6
93,뉴발란스574,0,22
94,야상,0,8
95,나이키데이브레이크,0,19
96,아식스,1,8
