rank,name,increase,increase_cnt
1,반팔,-,0
2,반팔티,1,1
3,미나브,0,1
4,바람막이,-,0
5,반바지,1,1
6,반팔니트,0,1
7,셔츠,-,0
8,나이키,1,3
9,양말,-,0
10,가디건,1,2
11,후드집업,0,1
12,반스,1,1
13,깡스타일리스트,0,5
14,슬랙스,1,1
15,바지,1,5
16,래플,1,200
17,조거팬츠,1,2
18,반팔셔츠,-,0
19,컨버스,1,8
20,청바지,1,13
21,슬리퍼,-,0
22,맨투맨,0,8
23,버킷햇,1,11
24,윈드브레이커,-,0
25,나이키바람막이,1,12
26,메신저백,0,10
27,카라티,1,28
28,와이드슬랙스,1,14
29,폴로,1,21
30,무탠다드,0,2
31,모자,0,7
32,커버낫,0,9
33,후드티,0,1
34,쿨탠다드,1,14
35,가방,1,5
36,오버핏반팔,0,14
37,오버핏셔츠,1,7
38,스니커즈,0,3
39,아디다스,1,23
40,아노락,0,9
41,크록스,1,19
42,운동화,1,10
43,크로스백,0,13
44,벨트,0,18
45,백팩,1,1
46,니트조끼,0,1
47,치노팬츠,0,8
48,롱슬리브,0,19
49,쿠어,1,7
50,신발,1,11
51,와이드팬츠,-,0
52,마크곤잘레스,0,35
53,스투시,1,1
54,셋업,0,18
55,반팔카라티,1,13
56,깡,1,15
57,나이키반팔,0,10
58,마르디,0,5
59,에코백,-,0
60,린넨셔츠,0,17
61,블레이저,0,23
62,칼하트,1,3
63,엘무드,0,5
64,샌들,0,7
65,트레이닝바지,0,24
66,니트,1,6
67,반팔티셔츠,-,0
68,옥스포드셔츠,1,10
69,더비슈즈,0,6
70,아식스,1,25
71,나이키에어포스,1,4
72,뉴발란스,0,3
73,카드지갑,0,24
74,트레이닝세트,0,1
75,티셔츠,1,41
76,lmc,1,15
77,쪼리,1,4
78,지갑,1,2
79,조끼,1,36
80,폴로반팔,1,37
81,나이키운동화,1,46
82,우포스,1,31
83,커버낫반팔,1,82
84,원피스,0,8
85,예일,1,11
86,세미와이드슬랙스,0,20
87,니트베스트,1,7
88,캡모자,0,11
89,뮬,1,22
90,나이키반바지,0,20
91,린넨바지,0,4
92,남자가디건,1,98
93,남자반바지,0,9
94,아디다스바람막이,1,15
95,토피,0,16
96,크롭티,0,32
97,니트반팔,1,52
98,레이어드티,1,62
99,에어포스,1,103
100,스파오,0,15
101,무지반팔,0,19
102,캉골,1,16
103,후아유,1,101
104,로퍼,0,30
105,미니백,1,51
106,lee,1,27
107,아이폰케이스,1,91
108,아미,1,30
109,목걸이,0,20
110,스웻팬츠,1,146
111,긴팔티,0,7
112,페이크삭스,1,667
113,나이키신발,0,3
114,여름바지,0,31
115,디네댓,1,10
116,무탠다드슬랙스,0,18
117,카고팬츠,1,29
118,나일론팬츠,0,19
119,브랜디드,1,64
120,조던,1,93
121,뉴발란스327,1,98
122,볼레로,0,32
123,반지,1,36
124,린넨,1,31
125,독일군,0,23
126,나시,1,134
127,드로우핏,1,2
128,컨버스척70,0,5
129,스투시반팔,1,44
130,남자반팔니트,1,65
131,버뮤다팬츠,1,16
132,나이키에어포스1,1,78
133,트레이닝반바지,1,49
134,마뗑킴,1,32
135,크롭,0,34
136,메종키츠네,1,137
137,청자켓,0,51
138,디스커버리,0,26
139,라코스테,1,13
140,칼하트반팔,1,329
141,남자벨트,0,36
142,캘빈클라인,-,0
143,피케티셔츠,1,182
144,생지데님,0,14
145,여자가디건,0,42
146,여성가방,0,15
147,남자반팔티,0,41
148,예일반팔,1,130
149,트레이닝셋업,0,10
150,노메뉴얼,1,158
151,무신사쿨탠다드,1,89
152,폴로셔츠,1,19
153,머슬핏,1,8
154,플리츠팬츠,1,39
155,잠옷,0,34
156,미니크로스백,1,29
157,크림진,1,46
158,흰티,1,47
