rank,name,increase,increase_cnt
1,후드티,-,0
2,맨투맨,-,0
3,니트,1,1
4,가디건,1,1
5,후드집업,0,2
6,쿠어,1,2
7,나이키,0,1
8,백팩,1,1
9,비니,1,1
10,조거팬츠,0,3
11,슬리퍼,1,4
12,코트,1,11
13,양말,1,4
14,모자,1,2
15,반스,1,7
16,바람막이,0,5
17,숏패딩,1,1
18,자켓,0,6
19,아디다스,1,1
20,가방,1,4
21,롱패딩,1,63
22,레이어드티,0,8
23,반팔,1,35
24,폴로,1,15
25,커버낫,1,47
26,바시티자켓,1,4
27,운동화,0,6
28,셋업,1,1
29,청바지,0,16
30,컨버스,0,4
31,셔츠,0,12
32,스니커즈,1,1
33,신발,1,22
34,트레이닝바지,1,18
35,트레이닝세트,1,22
36,패딩,1,9
37,엘무드,1,33
38,나이키에어포스,0,6
39,블레이저,0,5
40,크로스백,1,54
41,반팔티,1,49
42,카드지갑,1,11
43,세터,1,64
44,후드,0,1
45,후리스,0,17
46,경량패딩,1,28
47,마크곤잘레스,0,1
48,브랜디드,1,32
49,예일,1,32
50,인사일런스,1,11
51,MA-1,1,22
52,롱슬리브,0,8
53,아우터,0,2
54,와이드팬츠,0,19
55,클리어런스,0,7
56,로퍼,1,259
57,남자가디건,1,38
58,나이키에어포스1,1,138
59,청자켓,0,22
60,블루종,0,18
61,아노락,0,1
62,플랙,1,525
63,칼하트,1,8
64,비바스튜디오,1,361
65,와이드슬랙스,0,18
66,오버핏후드티,0,17
67,메신저백,0,26
68,바지,0,37
69,지갑,0,6
70,아식스,1,33
71,슬랙스,0,46
72,트렌치코트,0,8
73,항공점퍼,0,19
74,발마칸코트,0,5
75,니트집업,0,25
76,벨트,0,14
77,니트조끼,1,12
78,이지부스트,-,0
79,이지,-,0
80,무탠다드,0,53
81,나이키신발,1,23
82,나이키운동화,0,15
83,가죽자켓,0,47
84,독일군,0,7
85,반집업,1,51
86,레더자켓,1,16
87,캉골,-,0
88,팔찌,1,36
89,워커,1,80
90,바시티,0,15
91,티셔츠,1,98
92,목걸이,0,54
93,스파오,1,22
94,에코백,0,54
95,트러커자켓,1,32
96,나이키데이브레이크,1,120
97,세미와이드슬랙스,1,33
