rank,name,increase,increase_cnt
1,후드티,-,0
2,맨투맨,-,0
3,아식스,1,3
4,후드집업,0,1
5,나이키,-,0
6,니트,0,2
7,가디건,-,0
8,백팩,-,0
9,조거팬츠,1,4
10,슬리퍼,1,2
11,반스,-,0
12,바람막이,0,3
13,컨버스,1,5
14,메신저백,1,38
15,비니,0,5
16,숏패딩,1,1
17,코트,0,3
18,양말,1,1
19,널디,1,29
20,나이키에어포스,1,19
21,쿠어,1,3
22,바지,1,4
23,가방,0,1
24,커버낫,1,14
25,레이어드티,1,2
26,마크곤잘레스,1,25
27,블레이저,1,6
28,셔츠,0,8
29,자켓,-,0
30,청바지,0,15
31,셋업,0,15
32,무탠다드,1,29
33,운동화,0,12
34,신발,1,16
35,아노락,-,0
36,트레이닝세트,0,5
37,예일,0,1
38,반팔,1,2
39,후리스,1,29
40,아디다스,0,3
41,슬랙스,-,0
42,패딩,0,14
43,스니커즈,0,20
44,모자,1,10
45,폴로,1,42
46,반팔티,1,23
47,와이드팬츠,1,33
48,트레이닝바지,0,16
49,가죽자켓,1,161
50,트렌치코트,1,70
51,롱슬리브,1,6
52,경량패딩,0,27
53,드로우핏,1,35
54,바시티자켓,0,24
55,에코백,1,3
56,클리어런스,1,7
57,항공점퍼,0,13
58,블루종,0,16
59,크로스백,0,12
60,스웻팬츠,1,13
61,니트집업,1,38
62,후드,0,7
63,엘무드,0,7
64,에센셜,1,42
65,반집업,1,14
66,나이키운동화,1,26
67,원피스,1,37
68,나이키신발,1,3
69,벨트,0,5
70,지갑,0,36
71,치노팬츠,1,61
72,와이드슬랙스,0,13
73,뉴발란스,1,22
74,아우터,0,29
75,안경,1,49
76,카드지갑,0,23
77,뉴발란스운동화,1,93
78,남자가디건,0,1
79,크록스,0,5
80,캉골,1,111
81,에어포스,1,34
82,아위,1,35
83,롱패딩,1,2
84,목걸이,1,27
85,모드나인,0,42
86,야상,0,26
87,트레이닝셋업,0,22
88,하프집업,0,39
89,브랜디드,1,5
90,이지부스트,1,68
91,레더자켓,1,11
92,무스탕,1,6
93,제로,1,33
94,컨버스척70,1,44
95,조던,1,50
96,바시티재킷,1,7
97,나이키에어포스1,-,0
