rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,론트,007BlackWax,"257,000원","171,000원",-,-,-
2위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,000원",1,1,-
3위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","29,900원",1,3,-
4위,론트,041SafariBlack,"217,000원","152,900원",1,1,-
5위,버버리,켄싱턴남성롱트렌치코트8045860BLACK,"3,277,000원","2,089,000원",0,3,-
6위,제로,DeepOneTuckSweatPants[Grey],"39,000원","37,050원",1,8,-
7위,아디다스,BW아미-화이트/BZ0579,"139,000원","119,900원",1,5,-
8위,노스페이스,NM2DM51A_빅샷,"140,000원","126,000원",1,5,3/4배송 예정
9위,코드그라피,[SET][PERTEX]깡스타일리스트콜라보3color퍼텍스테크숏자켓셋업,"197,900원","119,000원",0,5,4/22배송 예정
10위,컨버스,척70클래식블랙162058C,"95,000원",-,0,3,-
11위,예일,WARMUPQUILTINGJACKETBLACK,"99,000원","64,350원",-,-,-
12위,나이키,데이브레이크운동화CK2351-101,"199,000원","132,700원",0,3,-
13위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","44,100원",1,2,-
14위,라퍼지스토어,[이동휘착용][리뉴얼ver.][3M신슐레이트]오리지널M-1965피쉬테일파카_OriginalKhaki,"138,000원","99,900원",1,5,-
15위,컨버스,척70클래식파치먼트162062C,"95,000원",-,1,18,-
16위,알파 인더스트리,MA-1레귤러Black,"225,000원",-,1,18,-
17위,드로우핏,오버사이즈집업카라터틀넥니트[M.GREY],"76,000원","68,400원",0,3,3/25배송 예정
18위,라퍼지스토어,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","79,800원",0,1,3/4배송 예정
19위,버버리,여성로고그래픽코튼개버딘트렌치코트-카멜/8041099,"3,590,000원","1,980,000원",0,12,새벽배송 예정
20위,커버낫,어센틱로고럭색33L블랙,"99,000원","89,100원",1,7,-
21위,제멋,리치오버MA-1자켓블랙YHJK2269,"59,800원",-,0,5,3/4배송 예정
22위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원","64,690원",1,2,-
23위,하 아카이브,아크블랙메신저백,"79,000원","71,100원",0,5,3/18배송 예정
24위,스탠드오일,OblongbagMini·오블롱백미니,"96,000원","91,200원",0,2,-
25위,[스웨트오늘만이가격],[3-PACK]피싱아트워크피그먼트스웨트셔츠,"150,000원","28,500원",0,5,-
26위,트래블,[베스트아이템]테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",1,20,-
27위,무신사 스탠다드,오버사이즈모즈울블레이저[DARKBROWN],"159,000원","127,200원",1,16,3/18배송 예정
28위,드로우핏,척테일러올스타블랙옥스M9166C,"55,000원",-,1,3,-
