rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,프라다,여성스몰코튼캔버스토트백-블랙/1BG439ZKIF0N12,"1,900,000원","1,250,000원",1,999,새벽배송 예정
2위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","31,900원",0,1,-
3위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,900원",1,1,-
4위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,1,1,-
5위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",1,2,-
6위,와릿이즌,엔젤와펜집업후드그레이,"79,000원","47,400원",1,22,-
7위,폴로 랄프 로렌,코튼트윌바라쿠타재킷-베이지,"359,000원",-,1,11,-
8위,보테가베네타,남성인트레치아토반지갑-블랙:파파야/605721VCPQ61001,"750,000원","617,000원",1,999,새벽배송 예정
9위,라퍼지스토어,시티보이빅오버옥스포드셔츠_RoyalBlue,"47,000원","42,000원",1,56,-
10위,무신사 스탠다드,[유아인착용상품]세미와이드히든밴딩슬랙스[블랙],"32,900원",-,1,6,-
11위,무신사 스탠다드,우먼즈오버사이즈블레이저[블랙],"71,900원",-,1,65,-
12위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,0,9,-
13위,무신사 스탠다드,레이어드크루넥반팔티셔츠_일반기장[화이트],"13,900원",-,1,22,-
14위,메종 마르지엘라,여성레플리카스니커즈-화이트/S58WS0109P1895T1016,"691,000원","473,000원",1,999,새벽배송 예정
15위,라퍼지스토어,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","69,900원",0,5,-
16위,컨버스,척70클래식블랙162050C,"99,000원",-,1,13,-
17위,하 아카이브,아크블랙메신저백,"79,000원","69,900원",0,11,-
18위,오트리,여성달라스로우카프레더스니커즈-화이트/ADLWNW01,"275,000원",-,1,21,새벽배송 예정
19위,도프제이슨,오버핏램스킨싱글자켓,"339,000원","225,000원",0,17,-
20위,로스트가든,Forik_bl,"285,000원","256,500원",0,12,제작20일 예정
21위,무신사 스탠다드,오버사이즈블레이저[블랙],"71,900원",-,1,92,-
22위,파르티멘토,코드후드집업자켓스모크그레이,"62,000원","49,900원",0,9,-
23위,커버낫,에센셜쿨코튼2-PACK티셔츠,"49,000원","44,100원",1,4,-
24위,스탠드오일,OblongbagMini·오블롱백미니,"96,000원",-,1,47,-
25위,슈펜,[핏더사이즈X슈펜]Seku-shi(세쿠시)첼시부읏츠BYTM20W12,"139,000원","125,100원",1,605,-
26위,안데르센 안데르센,스키퍼Grey,"499,000원",-,0,17,-
27위,컨버스,척테일러올스타블랙옥스M9166C,"55,000원",-,0,7,-
28위,안데르센 안데르센,스키퍼NavyBlue,"499,000원",-,0,17,-
29위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","39,200원",1,12,-
30위,말본 골프,말본아노락자켓NAVY(MAN),"359,000원",-,-,-,-
31위,컨버스,척70클래식블랙162058C,"95,000원",-,0,8,-
32위,아디다스,레트로피E5-오프화이트:멀티/GW1635,"129,000원","99,900원",0,7,-
33위,메종미네드,BLACKRAWDENIMTRUCKER,"218,000원","178,000원",1,75,-
34위,라퍼지스토어,버핑레더오버핏블루종_Black,"94,000원","69,900원",1,141,-
35위,브랜디드,2001SLOWWORKERDENIMWASH.JACKET[BLACKINDIGO],"83,000원","74,700원",1,26,-
36위,로맨틱무브,베이스먼트더비R21M042(BX블랙),"168,000원","124,000원",1,155,제작15일 예정
37위,데호,WOOLBLENDDOUBLECOAT[Camel],"438,000원",-,0,25,-
38위,가까이 유니언즈,원턱와이드스웨트팬츠그레이,"52,000원","35,400원",1,31,-
39위,파르티멘토,코듀로이바시티자켓네이비,"86,900원","69,900원",1,47,-
40위,무신사 스탠다드,와이드히든밴딩슬랙스[미디엄그레이],"32,900원",-,1,82,-
41위,브랜디드,1931OBJECTJEANS[CROPSTRAIGHT],"78,000원","55,380원",1,173,-
42위,브랜디드,1967JETBLACKJEANS[WIDESTRAIGHT],"78,000원","63,960원",0,27,-
43위,피렌체 아뜨리에,플랫디자인슬림유팁라인램스킨스웨이드페니로퍼7100-QS[MIDBROWN],"168,000원","151,200원",1,999,제작12일 예정
44위,닥터마틴,1B60버지니아블랙/23889001,"300,000원",-,1,999,-
45위,리,트위치로고스탠다드후드집업그레이,"79,000원","55,300원",1,21,-
46위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",0,15,-
47위,브렌슨,[패키지]와이드핏트레이닝스웨트팬츠,"66,800원","39,900원",0,1,-
48위,도프제이슨,오버핏비건레더싱글자켓,"119,000원","89,000원",1,258,-
49위,노스페이스,NM2DN00A_빅샷,"140,000원","126,000원",0,4,-
50위,프리즘웍스,OSCARFISHTAILJACKET002_OLIVE,"179,000원","143,200원",1,28,-
51위,무신사 스탠다드,쓰리턱세미벌룬슬랙스[블랙],"35,900원",-,1,50,-
52위,어나더 오피스,22SSVolumeBlouson(ElephantGray),"278,000원",-,1,999,-
53위,노드 아카이브,와이드테이퍼드치노팬츠(라이트카키),"148,000원",-,1,52,4/29배송 예정
54위,아카이브 볼드,939LOGOSWEATPANTS(BLACK),"79,000원","67,150원",1,5,-
55위,나인티 플러스,우븐조거팬츠(블랙),"39,000원",-,0,23,-
56위,브렌슨,[패키지상품]Longsleeve무지긴팔티,"47,800원","26,900원",1,28,-
57위,애플,애플워치745mmGPS미드나이트알루미늄케이스미드나이트스포츠밴드(MKN53KH/A),"539,000원","533,610원",0,43,-
58위,86로드,2724Washingdenimjacket(M.blue),"91,000원","67,000원",1,143,-
59위,아디다스,레트로피E5-화이트/H03075,"129,000원","99,900원",1,186,-
60위,브렌슨,[패키지]루즈핏트레이닝스웨트팬츠,"64,800원","37,900원",1,421,-
61위,무신사 스탠다드,릴렉스드베이식블레이저[더스티베이지],"71,900원",-,0,25,-
62위,더블알엘,인디고버팔로웨스턴셔츠-블루,"339,000원",-,0,41,-
63위,라퍼지스토어,M-1965피쉬테일숏파카_Black,"94,000원","69,000원",0,37,-
64위,아디다스,오즈위고셀록스-그레이:블루/G57954,"139,000원","89,900원",1,999,-
65위,블랭크룸,컴포트발마칸_올리브브라운,"335,000원",-,0,43,-
66위,와릿이즌,엔젤와펜집업후드블랙,"79,000원","47,400원",1,7,-
67위,무신사 스탠다드,베이식긴팔티셔츠[화이트],"13,900원",-,0,15,-
68위,일오공칠,[10PACK]1507모노트라우져하프삭스_화이트/블랙,"24,000원","13,900원",1,3,-
69위,플랙,051트러커데님자켓,"169,000원","152,100원",1,103,-
70위,이벳필드,쿨코튼2-PACK베츠기본반팔티셔츠블랙/화이트,"43,000원","29,900원",1,38,-
71위,오소이,CIRCLEBROT-WASHEDBEIGE,"329,000원",-,0,34,-
72위,파르티멘토,피치스킨트윌자켓블랙,"55,000원","38,700원",1,7,-
73위,유니온블루,LAUNDRYSHIRT(LEMON),"62,000원","59,000원",0,32,4/15배송 예정
74위,휠라,컬러블럭킹아노락(FE2JKE5103XNAY),"99,000원",-,0,21,-
75위,오더플리즈,ODPL와이드데님핏내츄럴크림진,"62,000원","36,900원",0,3,-
76위,스파오,오버핏옥스포드셔츠_SPYWC12C02,"29,900원",-,0,28,4/15배송 예정
77위,쿠어,오버핏울가디건(블랙),"125,000원","112,500원",1,29,-
78위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,1,61,-
79위,오스트카카,카델바게트올리브크림,"239,000원",-,1,999,-
80위,에스에스알엘,dualpocketmessengerbag/black,"119,000원","92,800원",1,123,-
81위,클락스,DESERTBOOT26157317,"238,000원",-,-,-,-
82위,뉴발란스,NBP7CS130G/CM878MC1(GRAY),"129,000원",-,0,50,4/7배송 예정
83위,우알롱,Signaturejoggerpants-BLACK,"62,000원","58,900원",1,121,-
84위,무신사 스탠다드,릴렉스드베이식블레이저[미디엄그레이],"71,900원",-,1,32,4/7배송 예정
85위,페이탈리즘,#Isko-8ArtvinSlimStraightFit,"113,000원","90,400원",1,216,-
86위,마인드브릿지,[정해인착용]고밀도순면기본반팔티셔츠_3팩MATS0101,"19,900원",-,1,43,-
87위,컨버스,척테일러올스타무브블랙570256C,"79,000원",-,1,69,-
88위,인사일런스,CORDURA발마칸트렌치코트BLACK,"249,000원","224,000원",1,999,-
89위,리,트위치로고스탠다드후드집업블랙,"79,000원","55,300원",0,8,-
90위,나이키,조던23엔지니어드우븐바람막이자켓DH3288-010,"329,000원","221,900원",1,999,-
91위,라퍼지스토어,M-1965피쉬테일숏파카_Khaki,"94,000원","69,000원",1,92,-
92위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,0,43,-
93위,오트리,남성메달리스트로우카프레더스니커즈-화이트:블루/AULMLL12,"265,000원",-,0,60,새벽배송 예정
94위,토피,에센셜후드스웻셔츠(MELANGEGREY),"43,000원","29,900원",1,114,-
95위,어반디타입,[송필드PICK]아노락쓰리피스풀셋업_민트그레이,"69,000원","60,000원",0,52,-
96위,반스,올드스쿨(캔버스)-블랙:트루화이트/VN000ZDF1WX1,"79,000원",-,1,999,-
97위,아조바이아조,Oversized(19)SloganWoolKnitHoodie[Mint],"138,000원","110,400원",0,68,-
98위,이벳필드,베츠어센틱맨투맨그레이,"59,000원","29,500원",1,30,-
99위,코드그라피,2-WAY유틸리티MA-1자켓_그레이,"89,000원","60,900원",1,999,-
100위,이티씨이,LEATHERHILLBAG(BLACK),"215,000원",-,1,999,-
101위,페이탈리즘,[-8cm숏버전추가]#0214Moderationindigostraightfit,"83,000원","69,000원",1,46,-
102위,앤드로스,MalenaBag(BLACK),"215,000원",-,-,-,-
103위,소버먼트,980gpigmentmtm-charcoal-,"74,000원","42,900원",-,-,4/7배송 예정
104위,컨버스,런스타하이크블랙166800C,"109,000원",-,1,999,-
105위,어널러코드,사계절스트링트레이닝팬츠(그레이),"60,000원","48,000원",0,51,4/13배송 예정
106위,클락스,WALLABEE26155519,"258,000원","206,400원",1,999,4/11배송 예정
107위,코드그라피,[송필드PICK][SET]헤비웨이트CGP아치로고트레이닝셋업_멜란지그레이,"97,900원","69,900원",1,109,-
108위,메종 키츠네,남성더블폭스헤드패치클래식맨투맨-앤트러사이트/FM00358KM0002P195,"318,000원","199,000원",1,999,새벽배송 예정
109위,에스피오나지,OxfordOverShirtsBlue,"96,000원","88,000원",0,8,-
110위,무신사 스탠다드,우먼즈와이드히든밴딩슬랙스[블랙],"32,900원",-,1,169,-
111위,토피,와이드데님팬츠(DEEPGREY),"49,000원","39,200원",1,22,-
112위,컨버스,척테일러올스타화이트옥스M7652C,"55,000원",-,1,2,-
113위,클락스,WALLABEEW26155522,"248,000원","198,400원",1,999,4/11배송 예정
114위,폴로 랄프 로렌,커스텀핏옥스포드셔츠-화이트,"179,000원",-,1,999,-
115위,무신사 스탠다드,세미와이드히든밴딩슬랙스[미디엄그레이],"32,900원",-,1,55,-
116위,무신사 스탠다드,레이어드크루넥반팔티셔츠_일반기장2팩,"25,800원",-,1,96,-
117위,[패밀리세일],PHYPS®MONDAYROUTINELEATHERVARSITYJACKETBLUE,"248,000원","198,400원",1,999,-
118위,피지컬 에듀케이션 디파트먼트,NaturalBandFlat_Black,"198,000원",-,-,-,-
119위,케리제이드,M1770글렌체크싱글블레이져(브라운),"135,000원","114,750원",1,92,-
120위,모디파이드,아크로마운트1183B257_101,"190,000원",-,1,999,-
121위,오니츠카타이거,여성퍼포레이트레더스니커즈-화이트:블랙/1E792M3LJ6F0964,"1,330,000원","766,000원",0,105,새벽배송 예정
122위,프라다,브리프케이스LO-0916-BK,"194,000원",-,1,999,-
123위,로터프,올드스쿨뮬-클래식화이트/트루화이트/VN0A3MUSFRL1,"79,000원","36,900원",1,153,-
124위,반스,워싱스티치데님자켓(BLACK),"86,000원","59,000원",1,22,4/19배송 예정
125위,트릴리온,[오리지널스]WIDEFITTWOTUCKSELVAGEDENIMPANTSINDIGO,"89,000원","71,200원",1,92,-
126위,비슬로우,아크로마운트212117091_020,"190,000원",-,1,999,-
127위,오니츠카타이거,아노락쓰리피스풀셋업_차콜,"69,000원","60,000원",1,46,-
128위,어반디타입,selvedgedenimpantsdeepindigo,"89,000원",-,1,523,4/8배송 예정
129위,유니폼브릿지,[남녀공용]슈펜X비슬로우독일군스니커즈BYSS20S65,"49,900원","34,930원",1,57,-
130위,[스니커하루특가],와이드데님팬츠(BLEACH),"49,000원","39,200원",1,999,-
131위,슈펜,어센틱로고럭색27L블랙,"89,000원","80,100원",1,156,-
132위,토피,[위클리특가]이지와이드데님팬츠그레이,"49,000원","33,800원",1,159,-
133위,커버낫,[NK][패키지]킥로고티2팩,"65,000원","39,000원",1,248,-
134위,굿라이프웍스,NSW스우스윈드러너자켓AT5270-102,"179,000원",-,1,999,-
135위,네스티킥,깡스타일리스트X플랙스티즈K49라이트블루,"139,000원","79,000원",1,597,5/30배송 예정
136위,나이키,ODPL와이드데님팬츠화이트,"62,000원","49,600원",1,203,-
137위,플랙,에센셜미니멀블루종_Beige,"99,000원","79,000원",0,6,4/8배송 예정
138위,오더플리즈,LAUNDRYSHIRT(SKYBLUE),"62,000원","59,000원",1,133,4/15배송 예정
139위,라퍼지스토어,미니멀가디건[블랙],"69,900원","62,890원",0,55,-
140위,유니온블루,남성스피드리사이클드스니커즈-블랙/645056W2DBQ1015,"1,040,000원","710,000원",0,122,새벽배송 예정
141위,무신사 스탠다드,푸마X아미크루넥-그린/534111-96,"179,000원",-,1,649,-
142위,발렌시아가,케이자켓BLACK,"189,000원","179,550원",1,999,-
143위,푸마 셀렉트,호크프리미엄레더러너(T52C0ARS280MT1YBI),"179,000원",-,-,-,-
