rank,name,increase,increase_cnt
1,후드티,-,0
2,맨투맨,-,0
3,후드집업,-,0
4,가디건,-,0
5,백팩,-,0
6,나이키,-,0
7,바람막이,-,0
8,니트,1,1
9,슬리퍼,1,1
10,가방,1,5
11,조거팬츠,1,1
12,쿠어,1,24
13,비니,1,1
14,무탠다드,0,3
15,반스,0,2
16,메신저백,-,0
17,아식스,-,0
18,운동화,1,2
19,반팔,1,4
20,컨버스,0,1
21,마크곤잘레스,1,13
22,셔츠,-,0
23,모자,0,5
24,블루종,1,28
25,양말,0,1
26,자켓,0,5
27,드로우핏,1,69
28,이지부스트,0,20
29,슬랙스,-,0
30,나이키에어포스,0,4
31,청바지,0,3
32,코트,1,7
33,레이어드티,0,6
34,아디다스,1,10
35,후드,1,2
36,블레이저,1,2
37,숏패딩,0,2
38,후리스,0,5
39,크로스백,1,2
40,바지,0,9
41,바시티자켓,1,5
42,신발,0,10
43,커버낫,0,18
44,셋업,1,7
45,스니커즈,0,3
46,반팔티,0,1
47,에코백,-,0
48,아노락,1,6
49,카드지갑,1,7
50,트레이닝바지,1,5
51,경량패딩,0,3
52,항공점퍼,1,8
53,예일,0,4
54,폴로,1,3
55,청자켓,1,7
56,트레이닝세트,0,16
57,뉴발란스,0,27
58,나이키운동화,1,3
59,트러커자켓,1,61
60,지갑,0,7
61,블러,0,3
62,롱슬리브,1,19
63,프리즘웍스피쉬테일,-,0
64,나이키신발,0,14
65,제멋,1,72
66,트렌치코트,1,28
67,윈드브레이커,1,17
68,니트집업,1,1
69,벨트,0,6
70,남자가디건,1,7
71,아우터,0,28
72,세터,1,212
73,레더자켓,0,5
74,에어포스,0,10
75,와이드팬츠,0,16
76,나이키에어포스1,1,11
77,가죽자켓,0,11
78,야상,0,13
79,목걸이,0,1
80,코드그라피,1,19
81,프리즘웍스,-,0
82,잠옷,1,30
83,크록스,0,3
84,캡모자,1,6
85,칼하트,0,13
86,엘무드,0,19
87,아이폰케이스,1,65
88,파르티멘토,1,171
89,나이키바람막이,0,18
90,널디,1,25
91,나이키맨투맨,0,6
92,스파오,1,5
93,쿠어블루종,1,811
94,뉴발란스327,1,23
95,하프집업니트,-,0
96,스투시,0,5
