rank,name,increase,increase_cnt
1,반팔,-,0
2,반팔티,-,0
3,반바지,-,0
4,바람막이,-,0
5,셔츠,-,0
6,반팔니트,1,1
7,나이키,0,1
8,반스,-,0
9,가디건,1,1
10,숏tv,-,0
11,맨투맨,0,2
12,모자,1,1
13,오버핏반팔,0,1
14,양말,0,3
15,슬리퍼,0,1
16,반팔셔츠,1,1
17,컨버스,0,2
18,버킷햇,1,3
19,슬랙스,0,1
20,바지,0,1
21,아노락,1,3
22,청바지,1,3
23,무탠다드,0,1
24,조거팬츠,0,8
25,나이키반팔,0,2
26,마크곤잘레스,-,0
27,후드집업,0,7
28,카라티,0,1
29,커버낫,0,1
30,예일,1,5
31,롱슬리브,1,2
32,마르디,1,11
33,폴로,0,4
34,셋업,1,2
35,아디다스,1,5
36,크록스,0,2
37,스투시,0,6
38,나이키바람막이,1,4
39,후드티,0,7
40,백팩,0,2
41,니트조끼,1,11
42,오버핏셔츠,1,6
43,칼하트,1,4
44,가방,0,7
45,티셔츠,-,0
46,lmc,0,16
47,뉴발란스,1,4
48,트레이닝바지,0,2
49,숏티비,-,0
50,반팔티셔츠,0,9
51,랜덤,-,0
52,샌들,1,5
53,쿠어,1,9
54,블레이저,0,1
55,와이드팬츠,0,11
56,에코백,0,17
57,쪼리,1,16
58,와이드슬랙스,0,4
59,뮬,1,18
60,우포스,1,6
61,크로스백,0,2
62,여름바지,1,7
63,나이키에어포스,1,2
64,래플,1,16
65,메신저백,0,9
66,반팔카라티,0,6
67,스니커즈,0,18
68,운동화,1,2
69,니트,0,6
70,벨트,0,20
71,신발,0,16
72,트레이닝세트,1,2
73,폴로반팔,0,9
74,크롭티,0,7
75,린넨셔츠,0,7
76,린넨바지,1,3
77,자켓,1,26
78,캡모자,-,0
79,아식스,1,3
80,나이키반바지,0,19
81,카드지갑,0,10
82,원피스,0,10
83,머슬핏,1,26
84,커버낫반팔,1,65
85,크롭,-,0
86,윈드브레이커,1,13
87,옥스포드셔츠,0,29
88,남자반팔티,1,6
89,모드나인,0,14
90,나시,1,86
91,치노팬츠,1,25
92,니트베스트,1,9
93,세미와이드슬랙스,1,17
94,나이키양말,1,25
95,에스피오나지,1,38
96,청자켓,1,19
97,디스이즈네버댓,0,5
98,쿨탠다드,1,44
99,스투시반팔,0,8
100,나이키신발,1,13
101,에어포스,1,7
102,레이어드티,0,16
103,기능성반팔,1,2
104,숄더백,1,34
105,목걸이,0,22
106,아미,0,22
107,스파오,0,19
108,더비슈즈,0,21
109,에센셜,1,12
110,브랜디드,0,20
111,mlb,1,9
112,나일론팬츠,0,31
113,오버핏반팔티,0,18
114,폴로셔츠,1,23
115,lee,0,17
116,긴팔티,0,40
117,독일군,0,24
118,트레이닝셋업,1,49
119,남자가디건,1,24
120,무지반팔,1,24
121,베스트,1,29
122,여름,1,6
123,남자반바지,-,0
124,조끼,0,28
125,지갑,0,36
126,슬립온,1,15
127,칼하트반팔,1,42
128,안경,1,2
129,린넨,0,7
130,캘빈클라인반팔,0,24
131,제로,1,3
132,마뗑킴,1,19
133,클리어런스,0,33
134,반스어센틱,0,23
135,트레이닝반바지,0,33
136,스컬프터,1,17
137,키르시,1,69
138,인사일런스,1,180
139,캉골,0,15
140,남자오버핏반팔티셔츠,0,43
141,크림진,0,6
142,엄브로,1,31
143,우알롱,1,35
144,드로우핏,0,12
145,나이키에어포스1,1,20
