rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,아디다스,레트로피E5-크림브라운/GV6760,"129,000원","99,900원",-,-,-
2위,세터,파로오버사이즈부클가디건세이지그린,"149,000원","126,650원",1,1,4/20배송 예정
3위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","31,900원",1,6,-
4위,뉴발란스,NBP7CS120I/M2002RAA(IVORY),"169,000원",-,0,2,-
5위,프라다,남성브러시드레더로퍼-블랙/2DE127055F0002,"1,430,000원","817,000원",1,999,새벽배송 예정
6위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,1,9,-
7위,아크네 스튜디오,여성마이크로무수비숄더백-블랙/A10095900,"910,000원","550,000원",1,999,새벽배송 예정
8위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",1,134,-
9위,메이네티,비치우드슈트리BeechWoodShoetree(2Size),"49,000원","25,000원",0,1,-
10위,와릿이즌,엔젤와펜집업후드그레이,"79,000원","47,400원",1,13,-
11위,보테가베네타,여성인트레치아토지퍼반지갑-블리시워시드/608059VCPP35903,"750,000원","474,000원",1,999,새벽배송 예정
12위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","42,500원",1,7,-
13위,질 샌더,여성스몰탱글숄더백-블랙/JSPU853173WUB69158N001,"1,174,000원","470,000원",1,24,새벽배송 예정
14위,에스피오나지,RayYachtParkaBlack,"129,000원","119,000원",0,9,4/8배송 예정
15위,소니,WH-1000XM4노이즈캔슬링블루투스헤드폰,"459,000원","410,000원",1,999,-
16위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,1,44,-
17위,라퍼지스토어,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","69,900원",0,11,-
18위,엠엔지유,오버사이즈드램스킨블루종IN블랙,"440,000원","396,000원",1,999,-
19위,세터,이비자_네츄럴메시드니트_네츄럴그린,"119,000원","95,200원",0,9,4/13배송 예정
20위,엘무드,화란세미오버가디건클라우드그레이,"94,900원","75,920원",1,93,-
21위,파르티멘토,코드후드집업자켓스모크그레이,"62,000원","49,900원",1,1,-
22위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,1,8,-
23위,아페쎄,여성VPC반팔티셔츠-화이트/COBQXF26588IAK,"159,000원","85,000원",1,15,새벽배송 예정
24위,프라다,여성메쉬패브릭슬링백펌프스-블랙/1I828M099F0002,"1,300,000원","597,000원",0,20,새벽배송 예정
25위,인템포무드,하찌엘보볼륨풀오버_그린어스,"84,000원","75,600원",1,25,4/4배송 예정
26위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",1,54,-
27위,포디어웍스,LW파라호테,"375,000원","337,500원",-,-,-
28위,세터,이비자_네츄럴메시드니트_블루,"119,000원","95,200원",0,21,4/13배송 예정
29위,꼼데가르송 플레이,남성멀티하트와펜브이넥니트-그레이/P1N0701,"600,000원","419,000원",0,19,새벽배송 예정
30위,아디다스,[정호연착용]시티마라톤PT-베이지:네이비/D67397,"119,000원","114,900원",0,2,-
31위,뉴발란스,NBPFCS179L/MT410KF5(WHITE),"89,000원",-,1,177,-
32위,디스이즈네버댓,GORE-TEXINFINIUM™ZipJacketNavy,"269,000원",-,1,999,-
33위,쿠론,멜리아진저크로스18_RCBRX22211BKX,"328,000원","295,200원",1,999,-
34위,페이탈리즘,[-8cm숏버전추가]#0214Moderationindigostraightfit,"83,000원","69,000원",1,355,-
35위,가까이 유니언즈,원턱와이드스웨트팬츠그레이,"52,000원","35,400원",1,18,-
36위,에스에스알엘,dualpocketmessengerbag/black,"119,000원","92,800원",1,621,-
37위,뉴발란스,NBPDBF756G/ML2002R0(GREY),"149,000원",-,1,15,-
38위,유니온블루,BALMACANTRENCHCOAT(NAVY),"279,000원","258,000원",0,26,-
39위,메종 마르지엘라,공용4스티치키링카드케이스-베이지/S56UI0128P4455T7002,"437,000원","262,000원",0,28,새벽배송 예정
40위,삼성전자,갤럭시워치4클래식46mm/SM-R890N,"399,000원","322,000원",0,21,-
41위,메종 마르지엘라,여성타비발레리나플랫슈즈-아이보리/S58WZ0042P3753T1003,"947,000원","444,000원",0,21,새벽배송 예정
42위,마르디 메크르디,SWEATSHIRTUNIV_OATMEALBLACK,"75,000원","60,000원",1,111,3일지연 예정
43위,[패밀리세일],(22SS)2TONEARCHHOODIEGRAY,"79,000원","55,300원",0,11,-
44위,예일,남성풀오버후드-토프/211HDTA,"235,000원",-,1,999,새벽배송 예정
45위,에센셜,뉴탐페레첼시부츠R17M077(블랙),"198,000원","139,000원",1,15,-
46위,로맨틱무브,남성레플리카스니커즈-화이트/S57WS0236P1895101,"691,000원","463,000원",0,29,새벽배송 예정
47위,메종 마르지엘라,미니멀가디건[블랙],"69,900원","62,890원",1,37,-
48위,무신사 스탠다드,웨이비바시티재킷네이비,"198,000원","178,200원",1,296,4/8배송 예정
49위,엘무드,2WAY스냅블루종_아이보리,"136,000원","108,800원",1,29,4/1배송 예정
50위,아르반,니스_네츄럴메시드베스트_그린,"109,000원","92,650원",1,219,4/1배송 예정
51위,세터,엔젤와펜집업후드블랙,"79,000원","47,400원",1,13,-
52위,와릿이즌,[위클리특가]이지와이드데님팬츠블랙,"49,000원","33,800원",1,104,-
53위,굿라이프웍스,[패키지]와이드핏트레이닝스웨트팬츠,"66,800원","39,900원",1,97,3/29배송 예정
54위,브렌슨,[위클리특가][SET]YKK2-WAY테크숏자켓셋업_차콜,"127,900원","59,900원",1,131,-
55위,코드그라피,N214UDW980슬로스페이크퍼리버시블숏다운점퍼LBEIGE,"299,000원",-,0,31,-
56위,내셔널지오그래픽,오버사이즈울트렌치코트[BLACK],"209,000원","156,700원",0,33,-
57위,드로우핏,[Woman]포플린코튼벌룬트렌치코트_Begie,"148,000원","118,000원",1,999,-
58위,라퍼지 포 우먼,TONIMINI[OFFWHITE],"288,000원",-,0,28,4/22배송 예정
59위,오소이,나폴리소프트코튼폴로니트리조트블랙,"129,000원","109,650원",1,34,4/13배송 예정
60위,세터,프리미어퓨어캐시미어히든싱글코트[DARKBROWN],"268,000원","214,400원",1,999,-
61위,드로우핏,와이드데님팬츠(LIGHTBLUE),"49,000원","44,100원",0,21,-
62위,토피,나폴리소프트코튼폴로니트오션크림,"129,000원","109,650원",1,40,4/13배송 예정
63위,세터,[드로우핏X깡스타일리스트]밴딩와이드슬랙스,"60,000원","49,800원",1,242,4/22배송 예정
64위,드로우핏,척70클래식블랙162050C,"99,000원",-,0,21,-
