rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,-,-,-
2위,컨버스,척70클래식블랙162050C,"99,000원",-,0,11,-
3위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","29,900원",0,6,-
4위,에스피오나지,RayYachtParkaCharcoal,"129,000원","116,000원",0,2,3/15배송 예정
5위,라퍼지스토어,[이동휘착용][리뉴얼ver.][3M신슐레이트]오리지널M-1965피쉬테일파카_OriginalKhaki,"138,000원","99,900원",0,6,-
6위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,000원",0,1,-
7위,알파 인더스트리,MA-1레귤러Black,"225,000원",-,1,3,-
8위,몽클레어,여성메이어쇼트다운재킷-블랙/G20931A0011368950999,"1,850,000원","1,219,000원",1,9,새벽배송 예정
9위,아디다스,BW독일군스니커즈-화이트/BZ0579,"139,000원","119,900원",1,6,-
10위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,-,-,-
11위,도프제이슨,오버핏램스킨싱글자켓,"339,000원","225,000원",0,2,-
12위,라퍼지스토어,[리뉴얼ver.][3M신슐레이트]M-1965피쉬테일숏파카_VintageBlack,"129,000원","79,800원",0,2,3/2배송 예정
13위,인사일런스,포인티드칼라램스킨자켓MAPLEBROWN,"439,000원","395,000원",0,13,3/3배송 예정
14위,무신사 스탠다드,레이어드크루넥반팔티셔츠_긴기장[화이트],"13,900원",-,1,10,-
15위,컨버스,척70클래식블랙162058C,"95,000원",-,0,8,-
16위,하 아카이브,아크블랙메신저백,"79,000원","75,050원",0,3,2/17배송 예정
17위,예일,WARMUPQUILTINGJACKETBLACK,"99,000원","64,350원",1,1,-
18위,도프제이슨,오버핏비건레더싱글자켓,"119,000원","89,000원",1,19,2/25배송 예정
19위,라퍼지스토어,[이동휘착용][리뉴얼ver.][3M신슐레이트]오리지널M-1965피쉬테일파카_VintageBlack,"138,000원","99,900원",0,97,-
20위,파르티멘토,[비건레더]필드자켓블랙,"111,700원","89,900원",1,22,-
21위,무신사 스탠다드,[베스트아이템]테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",0,4,-
22위,엘무드,화란세미오버니트블랙,"89,900원","63,900원",1,4,-
23위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","44,100원",0,10,-
24위,골든구스,여성슈퍼스타실버탭실버스타스니커즈-화이트:실버스파클/GWF00101F00031480185,"698,000원","369,000원",0,5,새벽배송 예정
25위,오소이,MINIBROT-BLACK,"318,000원",-,0,999,-
26위,앤더슨벨,스퀘어마틴더비슈즈aaa300m(BROWN),"298,000원",-,0,999,3/17배송 예정
27위,바버,바버인터네셔널오리지널-블랙,"570,000원",-,1,23,-
28위,에스피오나지,RayWindParkaBlack,"159,000원","143,000원",1,9,-
29위,나이키,데이브레이크운동화CK2351-101,"199,000원","118,700원",1,22,-
30위,메인부스,TravellerOversizedSweater(TEALGREEN),"85,000원","59,500원",0,17,3/3배송 예정
31위,로맨틱무브,베이스먼트더비R21M042(BX블랙),"168,000원","124,000원",0,10,-
32위,엘무드,화란세미오버가디건블랙,"94,900원","76,400원",1,1,-
33위,질 샌더,여성스몰탱글크로스백-블랙/JSMT853173MTB00035N001,"890,000원","529,000원",0,999,새벽배송 예정
34위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원","64,690원",0,46,-
35위,제로,DeepOneTuckSweatPants[Black],"39,000원",-,1,16,-
36위,브랜디드,1967JETBLACKJEANS[WIDESTRAIGHT],"78,000원","63,960원",1,12,-
37위,엘무드,컨템포러리바시티자켓블랙,"188,000원","150,400원",1,27,2/25배송 예정
38위,마뗑킴,PINTUCKLOGOCROPTOPINBLACK,"58,000원",-,0,46,-
39위,제로,ClassicSweatPants[Grey],"39,000원",-,0,16,-
40위,아르반,2WAY스냅블루종_아이보리,"136,000원","95,200원",1,1,-
41위,소니,WH-1000XM4노이즈캔슬링블루투스헤드폰,"459,000원","410,000원",1,29,-
42위,엠엘비,청키라이너(CHUNKYLINER)NY(OffWhite),"139,000원",-,0,40,-
43위,무신사 스탠다드,[유아인착용상품]세미와이드히든밴딩슬랙스[블랙],"32,900원",-,0,66,-
44위,앤더슨벨,유니섹스레더패치워크자켓awa419u(SPRINGGREEN),"715,000원","643,500원",1,29,-
