rank,name,increase,increase_cnt
1,반팔,-,0
2,바람막이,-,0
3,반바지,-,0
4,반팔티,-,0
5,셔츠,-,0
6,맨투맨,1,1
7,나이키,0,1
8,모자,1,7
9,반팔니트,0,1
10,가디건,1,3
11,반스,1,5
12,양말,0,2
13,컨버스,1,1
14,조거팬츠,1,3
15,후드집업,0,3
16,볼캡,-,0
17,슬리퍼,1,1
18,엘무드,0,9
19,자켓,1,4
20,후드티,0,1
21,크록스,0,1
22,슬랙스,1,2
23,백팩,1,17
24,폴로,1,10
25,무탠다드,0,4
26,치노팬츠,0,4
27,커버낫,1,9
28,청바지,1,2
29,바지,0,2
30,오버핏반팔,1,25
31,아노락,1,4
32,블레이저,0,6
33,아디다스,1,9
34,쿨탠다드,0,3
35,롱슬리브,0,3
36,반팔셔츠,0,7
37,니트조끼,1,17
38,메신저백,1,11
39,신발,1,6
40,셋업,1,4
41,마크곤잘레스,0,8
42,마르디,1,4
43,캡모자,1,8
44,카라티,1,8
45,원피스,1,15
46,니트,1,16
47,나이키바람막이,-,0
48,크로스백,0,7
49,벨트,0,11
50,스니커즈,1,9
51,아식스,1,5
52,에코백,0,2
53,바이엘,1,140
54,나이키반팔,1,9
55,가방,0,30
56,오버핏셔츠,0,17
57,트레이닝바지,0,14
58,와이드슬랙스,0,1
59,스투시,1,6
60,lmc,1,12
61,예일,1,3
62,뉴발란스,0,25
63,운동화,0,5
64,샌들,1,10
65,와이드팬츠,0,17
66,폴로반팔,1,29
67,트레이닝세트,1,15
68,더비슈즈,1,30
69,카드지갑,0,8
70,크롭티,1,11
71,래플,0,43
72,아미,1,3
73,티셔츠,1,11
74,나이키에어포스,0,5
75,브랜디드,1,12
76,칼하트,1,3
77,우포스,0,4
78,반팔카라티,0,10
79,크롭,0,1
80,에어포스,0,3
81,지갑,0,15
82,로퍼,1,3
83,깡스타일리스트,0,30
84,옥스포드셔츠,0,8
85,생지데님,1,1
86,쿠어,0,3
87,캘빈클라인,1,49
88,모드나인,1,15
89,린넨셔츠,1,2
90,나이키신발,1,2
91,마뗑킴,0,1
92,안경,1,1
93,널디,1,26
94,나일론팬츠,1,3
95,카고팬츠,1,78
96,캘빈클라인반팔,1,21
97,토트백,1,18
98,아이폰케이스,1,7
99,mlb,1,55
100,목걸이,1,10
101,나이키운동화,1,70
102,나시,1,30
103,남자가디건,1,8
104,토피,1,27
105,반스어센틱,0,3
106,남자반바지,0,10
107,컨버스척70,1,28
108,apc,-,0
109,뮬,0,38
110,커버낫반팔,1,40
111,에스피오나지,1,57
112,청자켓,0,32
113,나이키반바지,0,13
114,반팔티셔츠,0,26
115,레이어드티,1,124
116,메종키츠네,0,9
117,디스이즈네버댓,-,0
118,크림진,1,77
119,아디다스바람막이,1,5
120,미니백,1,10
121,스파오,0,12
122,반지,1,91
123,잠옷,0,1
124,조끼,0,35
125,스컬프터,1,18
126,버뮤다팬츠,1,71
127,쪼리,0,60
128,베스트,1,73
129,와이드치노팬츠,0,15
130,나이키양말,1,46
131,독일군,0,19
132,머슬핏,1,19
133,코드그라피,1,34
134,폴로모자,1,112
135,와이드청바지,0,6
136,제로,1,10
137,에센셜,0,21
138,여름바지,0,4
139,슬링백,1,17
140,나이키모자,1,226
141,슬립온,0,28
142,MLB모자,0,1
143,디스커버리,1,9
144,배드블러드,1,237
145,세미와이드슬랙스,1,3
146,무탠다드슬랙스,1,116
147,인사일런스,0,20
148,나이키에어포스1,0,1
149,린넨바지,1,12
150,lee,0,12
151,가죽자켓,1,29
152,미나브,1,55
153,긴팔티,0,47
154,수아레,1,37
155,팔찌,0,6
156,엄브로,1,54
157,mmgl,1,72
158,라코스테,0,19
159,스투시반팔,1,10
160,아디다스바지,1,90
161,블루종,0,33
162,애플워치스트랩,1,176
163,노매뉴얼,1,36
164,트레이닝반바지,0,41
165,칼하트반팔,1,22
166,키즈,0,40
167,트러커자켓,1,339
168,939,1,38
169,와이드데님,1,54
170,mmlg,1,14
171,비슬로우,1,21
172,뉴발란스327,0,12
173,클리어런스,1,163
174,여성가방,1,77
175,스웻팬츠,0,57
176,벌룬팬츠,1,1
177,캐치볼,1,140
178,챔피온,1,87
179,닥터마틴,0,1
180,컨버스척테일러,1,28
181,네이더스,1,356
182,니트베스트,0,40
183,아디다스반팔,1,97
184,스트라이프티,0,29
185,엘무드깡,0,115
186,반스올드스쿨,0,46
187,트레이닝셋업,1,11
188,우알롱,1,49
189,최고심,1,27
190,흰티,1,142
191,무신사,1,133
192,트래블,1,363
193,데님셔츠,0,60
194,데님팬츠,0,90
195,오버핏블레이저,1,249
196,남자반팔티,1,6
197,청반바지,1,18
198,캉골,0,32
199,바시티자켓,1,269
200,시계,1,139
201,여름,1,124
202,나이키슬리퍼,1,79
203,데님,0,14
204,블라우스,1,75
205,니트반팔,0,1
206,후드,1,69
207,지프,0,24
208,아미반팔,1,88
209,아우터,1,10
210,그라미치,0,31
211,볼레로,1,50
212,첼시부츠,1,47
213,린넨,1,47
214,미니크로스백,1,19
215,체크셔츠,1,86
216,셋업수트,0,2
217,향수,0,58
218,파르티멘토,0,28
219,유니온블루,1,49
220,폴로셔츠,0,17
221,슬리브,1,261
222,아울렛,1,8
223,여자카드지갑,0,53
224,폴로가디건,1,66
225,무탠다드반팔,1,146
226,스트라이프,1,8
227,남자크로스백,1,134
228,카고조거팬츠,1,12
229,마르디메크르디,1,54
230,구두,1,79
231,남자가방,1,16
232,남자벨트,0,36
233,워커,1,9
234,남자반팔니트,1,133
235,항공점퍼,1,165
236,나이키데이브레이크,0,10
237,플랙,0,100
238,토마스모어,1,26
239,에드리엘로스,1,5
240,우영미,1,1
241,남자팔찌,1,11
242,남자메신저백,1,72
243,반집업,0,19
244,클로그,1,4
245,나이키후드티,1,191
246,오버핏반팔티,1,105
247,키링,1,133
248,카라니트,1,226
249,컨버스하이,1,104
250,넥타이,1,65
251,노스페이스바람막이,0,63
252,뎃,0,14
253,나이키조던,1,75
254,라퍼지린넨조거팬츠,-,0
255,주앙,0,46
256,나이키후드집업,1,225
257,레더자켓,1,145
258,아디다스슬리퍼,1,46
259,아웃스탠딩,1,12
260,치마,-,0
261,노스페이스,1,31
262,키르시,0,118
263,조던,0,138
264,지오다노,1,82
265,긴팔티셔츠,0,34
266,남자카드지갑,1,145
267,여자조거팬츠,1,59
268,타미힐피거반팔,1,246
269,남자로퍼,1,221
270,시티보이,1,93
271,크롭맨투맨,1,380
272,헤드셋,1,152
273,아노락바람막이,1,11
274,여름가디건,1,96
275,팬티,1,214
276,카라반팔티,1,47
277,남방,0,24
278,숄더백,1,9
279,뉴발,1,95
280,칼하트백팩,-,0
281,팔토시,-,0
282,프라다,1,163
283,데님자켓,0,119
284,인템포무드,-,0
285,무신사쿨탠다드,0,49
286,라퍼지트위스트팬츠,0,43
287,어커버,1,431
288,오버핏,1,14
289,세터,0,132
290,피스워커,0,4
291,나이키덩크로우,1,162
292,라퍼지린넨버뮤다팬츠,0,10
293,코닥,0,68
294,무지반팔,0,109
