rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,플랙,깡스타일리스트X플랙베를린K48화이트,"139,000원","65,000원",1,1,4/6배송 예정
2위,플랙,깡스타일리스트X플랙스티즈K49라이트블루,"139,000원","79,000원",1,3,4/6배송 예정
3위,삼성전자,갤럭시탭S8플러스SM-X800WiFi256GB,"1,228,700원","1,105,830원",0,2,-
4위,라퍼지스토어,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","69,900원",-,-,-
5위,폴로 랄프 로렌,코듀로이바라쿠타재킷-네이비,"399,000원",-,1,999,-
6위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","31,900원",0,3,-
7위,도프제이슨,오버핏램스킨싱글자켓,"339,000원","225,000원",1,15,-
8위,컨버스,척70클래식블랙162058C,"95,000원",-,1,11,-
9위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","42,500원",1,1,-
10위,무신사 스탠다드,우먼즈오버사이즈블레이저[블랙],"71,900원",-,1,8,-
11위,푸마 셀렉트,푸마X아미후드티셔츠-라이트그레이/534069-04,"189,000원",-,1,17,-
12위,프라다,여성사피아노레더밸트-블랙/1CC522053F0632,"900,000원","517,000원",-,-,새벽배송 예정
13위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,0,4,-
14위,알렉산더 맥퀸,남성오버사이즈스니커즈-화이트:블랙/604232WHX989061,"790,000원","489,000원",1,999,새벽배송 예정
15위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",-,-,-
16위,리,트위치로고스탠다드후드집업그레이,"79,000원","63,000원",0,3,-
17위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,0,1,-
18위,와릿이즌,엔젤와펜집업후드그레이,"79,000원","47,400원",1,64,-
19위,라퍼지스토어,M-1965피쉬테일숏파카_Black,"94,000원","69,000원",1,19,-
20위,폴로 랄프 로렌,코듀로이바라쿠타재킷-베이지,"399,000원",-,1,999,-
21위,폴로 랄프 로렌,코듀로이바라쿠타재킷-브라운,"399,000원",-,1,999,-
22위,폴로 랄프 로렌,커스텀핏데님셔츠-네이비,"179,000원",-,1,9,-
23위,세터,파로오버사이즈부클가디건세이지그린,"149,000원","126,650원",1,69,4/27배송 예정
24위,뉴발란스,NBP7CS120I/M2002RAA(IVORY),"169,000원",-,0,17,-
25위,안데르센 안데르센,스키퍼Grey,"499,000원",-,0,20,-
26위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,1,18,-
27위,쿠어,라이더스컷오프가죽자켓(블랙),"395,000원","355,500원",1,999,-
28위,스파오,오버핏옥스포드셔츠_SPYWC12C02,"29,900원",-,1,4,-
29위,노매뉴얼,WLVARSITYJACKET-BLACK,"349,000원",-,1,999,-
30위,파르티멘토,코드후드집업자켓스모크그레이,"62,000원","49,900원",0,17,-
31위,메종 마르지엘라,여성타비발레리나플랫슈즈-아이보리/S58WZ0042P3753T1003,"947,000원","444,000원",1,999,새벽배송 예정
32위,제멋,리치오버MA-1자켓블랙YHJK2269,"59,800원","56,800원",1,175,4/5배송 예정
33위,오소이,MINIBROT-CHOCOBROWN,"318,000원",-,1,999,-
