rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,비얼디드키드,밴딩실루엣팬츠블랙,"117,000원","99,450원",-,-,-
2위,커버낫,에센셜쿨코튼2-PACK티셔츠,"49,000원","44,100원",-,-,-
3위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","33,900원",-,-,-
4위,이벳필드,쿨코튼2-PACK베츠기본반팔티셔츠블랙/화이트,"49,000원","29,600원",-,-,-
5위,라퍼지스토어,시티보이빅오버옥스포드셔츠_RoyalBlue,"47,000원","42,000원",1,4,-
6위,인템포무드,문라이즈데님팬츠_인디고,"121,000원","96,800원",0,1,4/12배송 예정
7위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",0,1,-
8위,인템포무드,브이넥하찌베스트_그린어스,"72,000원","64,800원",1,9,4/13배송 예정
9위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,1,1,-
10위,비얼디드키드,밴딩실루엣팬츠베이지,"117,000원","99,450원",1,11,4/27배송 예정
11위,우포스,OORIGINALBLACK-조리블랙,"62,000원",-,1,9,-
12위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,900원",1,2,-
13위,컨버스,척70클래식블랙162058C,"95,000원",-,0,1,-
14위,인템포무드,커브드와이드데님팬츠_인디고,"107,000원","85,600원",1,8,-
15위,에스피오나지,MillerHeavyweightCardiganBurntOrange,"132,000원","121,000원",1,3,4/19배송 예정
16위,인템포무드,커브드와이드데님팬츠_크림,"107,000원","85,600원",0,8,4/19배송 예정
17위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","39,200원",0,1,-
18위,엘지,그램16ZD90Q-EX56KRTX2050그래픽인텔12세대CPU고성능노트북,"2,099,000원",-,0,11,4/18배송 예정
19위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,1,5,-
20위,예일,[ONEMILEWEAR]2PACKSMALLARCHTEEWHITE/BLACK,"78,000원","31,200원",0,7,-
21위,마르디 메크르디,TSHIRTFLOWERMARDI_WHITEGREEN,"42,000원","37,800원",0,2,3일지연 예정
22위,트래블,미시간울버린피그먼트반팔티블랙차콜,"39,000원","27,900원",1,6,-
23위,하 아카이브,아크블랙메신저백,"79,000원","69,900원",0,12,-
24위,라퍼지스토어,시티보이빅오버옥스포드셔츠_NeutralGray,"47,000원","42,000원",1,3,-
25위,비얼디드키드,밴딩실루엣팬츠모카베이지,"117,000원","99,450원",1,158,4/27배송 예정
26위,비얼디드키드,코튼실루엣팬츠베이지,"124,000원","105,400원",0,11,4/25배송 예정
27위,컨버스,척70클래식블랙162050C,"99,000원",-,1,22,-
28위,폴로 랄프 로렌,커스텀핏옥스포드셔츠-블루,"179,000원",-,1,4,-
29위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원",-,0,3,-
30위,마르디 메크르디,TSHIRTFLOWERMARDI_IVORYNAVY,"42,000원","37,800원",0,5,4/15배송 예정
31위,반스,올드스쿨(캔버스)-블랙:트루화이트/VN000ZDF1WX1,"79,000원",-,1,51,-
32위,아페쎄,공용다니엘라로고데님토트백-인디고/COCSXM61446IAI,"149,000원","72,000원",0,3,새벽배송 예정
33위,무신사 스탠다드,[유아인착용상품]와이드히든밴딩슬랙스[블랙],"32,900원",-,1,2,4/13배송 예정
34위,나이키,데이브레이크운동화CK2351-101,"199,000원","136,900원",1,50,-
35위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,1,48,-
36위,에스피오나지,WideOfficerPantsBeige,"109,000원","100,000원",0,3,-
37위,무신사 스탠다드,레이어드크루넥반팔티셔츠_일반기장[화이트],"13,900원",-,0,7,-
38위,디스커버리 익스페디션,조거플렉스FLEX(LIGHTBEIGE),"109,000원",-,1,4,-
39위,인템포무드,브이넥하찌베스트_터키블루,"72,000원","64,800원",0,8,4/13배송 예정
40위,스파오,오버핏옥스포드셔츠_SPYWC12C02,"29,900원",-,1,12,4/15배송 예정
41위,그루브라임,[패키지]NYCLOCATIONT-SHIRT(16Colors)[LRPMCTA401M],"58,000원","35,000원",1,6,-
42위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_차콜,"127,900원","79,900원",0,6,-
43위,지샥,GMW-B5000D-1DR,"690,000원","621,000원",1,999,-
44위,가까이 유니언즈,원턱와이드스웨트팬츠그레이,"52,000원","36,400원",0,5,-
45위,반스,어센틱44DX-(애너하임팩토리)OG에메랄드그린/VN0A38ENVKZ1,"95,000원",-,1,62,-
46위,애플,애플워치745mmGPSPRODUCT(RED)알루미늄케이스PRODUCT(RED)스포츠밴드(MKN93KH/A),"539,000원","533,610원",-,-,-
47위,무신사 스탠다드,[유아인착용상품]세미와이드히든밴딩슬랙스[블랙],"32,900원",-,0,2,-
48위,무신사 스탠다드,오버사이즈블레이저[블랙],"71,900원",-,0,25,-
49위,칼하트,포켓반팔티K87남여공용기본티반팔모음,"49,900원","29,900원",1,29,-
50위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,1,39,-
51위,아웃도어 프로덕츠,[최겨울PICK]백로고3팩반팔티셔츠BACKLOGO3PACKTS,"49,900원","39,900원",1,35,-
52위,컨버스,[오진택PICK]척테일러올스타블랙옥스M9166C,"55,000원",-,1,66,-
53위,클락스,WALLABEEMAN26158153,"258,000원","232,200원",1,15,-
54위,[패밀리세일],(22SS)2TONEARCHHOODIEGRAY,"79,000원","55,300원",1,17,4/13배송 예정
