rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,삼성전자,갤럭시탭S8플러스SM-X800WiFi256GB,"1,228,700원","1,105,830원",-,-,-
2위,톰포드,22SS은장T로고버클양면벨트TB247PLCL052U9000,"849,450원",-,1,999,-
3위,도프제이슨,오버핏램스킨싱글자켓,"339,000원","225,000원",0,1,-
4위,뉴발란스,NBP7CS120I/M2002RAA(IVORY),"169,000원",-,1,5,-
5위,마르니,여성미디움사피아노트렁크숄더백-블랙/SBMPN09NO1LV520ZN99N,"2,830,000원","1,225,000원",0,2,새벽배송 예정
6위,폴로 랄프 로렌,커스텀핏옥스포드셔츠-화이트,"179,000원",-,-,-,-
7위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,1,6,-
8위,살로몬 스포츠스타일,XT-윙스2-화이트:바닐라/L41625700,"195,000원",-,0,3,-
9위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,900원",0,2,-
10위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",1,6,-
11위,파르티멘토,코드후드집업자켓스모크그레이,"62,000원","49,900원",1,24,-
12위,엄브로,DANKERLIGHT(댄커라이트)블랙(UN123CBP17),"149,000원",-,1,92,-
13위,푸마 셀렉트,푸마X아미후드티셔츠-라이트그레이/534069-04,"189,000원",-,1,18,-
14위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","31,900원",1,3,-
15위,무신사 스탠다드,[유아인착용상품]세미와이드히든밴딩슬랙스[블랙],"32,900원",-,1,64,-
16위,인사일런스,CORDURA발마칸트렌치코트BLACK,"249,000원","211,000원",1,17,-
17위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,1,9,-
18위,리,트위치로고스탠다드후드집업그레이,"79,000원","63,000원",1,95,-
19위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",-,-,-
20위,라퍼지스토어,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","69,900원",0,2,-
21위,엘무드,화란세미오버가디건클라우드그레이,"94,900원","71,175원",1,18,-
