rank,name,increase,increase_cnt
1,맨투맨,-,0
2,후드티,1,1
3,후드집업,1,1
4,바람막이,0,2
5,반팔,-,0
6,가디건,-,0
7,니트,1,3
8,나이키,0,1
9,양말,1,13
10,조거팬츠,0,1
11,마크곤잘레스,1,18
12,볼캡,-,0
13,슬랙스,1,19
14,반스,0,2
15,셔츠,0,7
16,백팩,1,23
17,모자,-,0
18,블레이저,0,4
19,후리스,0,4
20,나이키바람막이,1,28
21,자켓,0,10
22,무탠다드,1,5
23,바지,1,15
24,아노락,0,4
25,반팔티,1,3
26,바시티자켓,0,10
27,블루종,0,3
28,컨버스,0,5
29,운동화,1,5
30,생지데님,1,5
31,아디다스,1,25
32,이벳필드,-,0
33,나이키에어포스,1,17
34,청바지,0,13
35,아우터,1,62
36,메신저백,1,27
37,가방,0,18
38,스니커즈,1,9
39,항공점퍼,1,39
40,쿠어,1,3
41,청자켓,0,16
42,아미,1,13
43,커버낫,0,6
44,에코백,1,87
45,예일,1,50
46,슬리퍼,0,13
47,벨트,0,3
48,토피,1,56
49,크로스백,0,23
50,오버핏셔츠,1,16
51,신발,1,29
52,경량패딩,0,21
53,셋업,0,12
54,롱슬리브,1,10
55,와이드슬랙스,1,17
56,스웻팬츠,1,85
57,폴로,1,5
58,뉴발란스,1,9
59,트레이닝바지,0,14
60,윈드브레이커,0,20
61,레이어드티,0,43
62,와이드팬츠,1,15
63,나이키신발,1,7
64,후드,1,24
65,니트집업,0,13
66,트레이닝세트,1,9
67,칼하트,1,15
68,야상,0,14
69,로퍼,0,23
70,마르디,1,114
71,브랜디드,1,10
72,엘무드,1,11
73,옥스포드셔츠,1,85
74,아식스,0,5
75,남자가디건,0,15
76,반바지,0,11
77,바시티,0,26
78,반집업,1,25
79,안경,1,37
80,카드지갑,0,38
81,세미와이드슬랙스,1,26
82,노스페이스바람막이,1,24
83,지갑,1,26
84,스투시,0,13
85,가죽자켓,0,55
86,뮬,1,96
87,잠옷,1,55
88,트렌치코트,0,52
89,폴로가디건,1,204
90,뉴발란스327,0,17
91,반지,1,193
92,캡모자,0,35
93,치노팬츠,1,54
94,레이어드,1,14
95,크록스,0,5
96,야구점퍼,0,9
97,플리스,1,55
98,데님,0,13
99,크림진,1,28
100,에어포스,0,41
101,나이키맨투맨,1,125
102,나이키양말,1,162
103,드로우핏,1,17
104,lmc,1,50
105,집업,1,9
106,널디,1,20
107,반스올드스쿨,1,285
108,원피스,1,3
109,하프집업맨투맨,1,44
110,더비슈즈,0,42
111,코트,0,12
112,나이키운동화,0,16
113,라이더자켓,0,1
114,클리어런스,0,30
115,반팔티셔츠,-,0
116,데님자켓,0,42
117,노메뉴얼,-,0
118,뎃,1,41
119,나이키후드티,1,61
120,목폴라,1,271
121,오버핏맨투맨,1,11
122,캉골,0,20
123,나이키에어포스1,1,184
124,나이키후드집업,1,31
125,독일군,1,56
126,비바스튜디오,1,175
127,lee,1,16
128,쇼퍼백,0,5
129,맥코트,1,154
130,데님셔츠,1,39
131,아이폰케이스,0,45
132,골프,1,77
133,하프집업니트,1,109
134,나이키데이브레이크,1,67
135,봄아우터,0,41
136,아디다스바람막이,1,259
137,조던,1,110
138,시계,1,283
139,레더자켓,0,90
140,노스페이스,1,293
141,토트백,0,1
142,나일론팬츠,1,34
143,MLB모자,1,203
144,흰티,1,20
145,데님팬츠,1,205
146,면바지,1,313
147,목걸이,0,34
148,숄더백,1,384
149,스파오,0,48
150,오버핏후드집업,1,83
151,오버핏후드티,1,78
152,하프집업,1,14
153,컨버스척70,0,61
154,모드나인,1,2
155,무탠다드슬랙스,0,6
156,여자가디건,1,50
157,티셔츠,1,32
158,나이키조던,1,38
159,아더에러,-,0
160,와이드데님,1,129
161,트러커,0,100
162,첼시부츠,1,8
163,반스어센틱,0,29
164,오버핏반팔,1,23
165,트러커자켓,0,107
166,브이넥니트,1,31
167,트위드,0,37
168,트위드자켓,1,64
169,우알롱,1,10
170,회색후드티,1,143
171,아디다스슈퍼스타,1,22
172,나이키반팔,1,62
173,블라우스,1,96
174,점퍼,0,53
175,나이키바지,1,103
176,비슬로우,1,27
177,바버,1,176
178,칼하트후드집업,1,70
179,mlb,1,83
180,셋업수트,0,70
181,미니멀자켓,1,4
