rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,메종 마르지엘라,여성미니5AC토트백-블랙/S56WG0082P4348T8013,"2,648,000원","1,691,000원",1,999,새벽배송 예정
2위,씨피 컴퍼니,남성렌즈와펜프로텍재킷-블랙/12CMOW003A004117A999,"605,000원","303,000원",0,1,새벽배송 예정
3위,커버낫,에센셜쿨코튼2-PACK티셔츠,"49,000원","44,100원",1,1,-
4위,구찌,여성스몰GG마몬트마틀라세숄더백-화이트/447632DTD1T9022,"2,330,000원","1,705,000원",1,999,새벽배송 예정
5위,우포스,OORIGINALBLACK-조리블랙,"62,000원",-,1,1,-
6위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","33,900원",1,7,-
7위,프라다,남성트라이앵글로고윈드브레이커재킷-블랙/SC510M1WQ8F0002,"2,670,000원","1,616,000원",1,999,새벽배송 예정
8위,생로랑,여성모노그램페니로퍼-블랙/6702321VUVV1000,"990,000원","483,000원",1,3,새벽배송 예정
9위,꼼데가르송 플레이,공용컨버스척70로우스니커즈-아이보리/P1K1112(AZK1110012),"215,000원","175,000원",0,8,새벽배송 예정
10위,꼼데가르송 플레이,공용컨버스척70로우스니커즈-블랙/P1K1111(AZK1110011),"215,000원",-,1,9,새벽배송 예정
11위,꼼데가르송 플레이,남성레드하트와펜반팔티셔츠-블랙/P1T1081(AZT1080511),"125,000원","105,000원",1,4,새벽배송 예정
12위,프라다,남성리나일론봄버재킷-블랙/SGB7761WQ8F0002,"2,690,000원","1,571,000원",0,8,새벽배송 예정
13위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,1,3,-
14위,인템포무드,리넨슈퍼와이드데님팬츠_인디고,"99,000원","79,200원",1,82,4/29배송 예정
15위,버버리,남성리버시블빈티지체크후드재킷-아카이브베이지/8027097,"1,750,000원","1,108,000원",1,999,새벽배송 예정
16위,구찌,남성마몬트더블G버클레더벨트-블랙/414516AP00T1000,"630,000원","415,000원",1,1,새벽배송 예정
17위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,1,1,-
18위,꼼데가르송 플레이,공용컨버스척70하이탑스니커즈-블랙/P1K1121(AZK1120011),"215,000원","188,000원",1,2,새벽배송 예정
19위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원",-,0,8,-
20위,프라다,남성리나일론로고패딩베스트-블랙/SGX0331WQ9F0806,"2,400,000원","1,260,000원",1,999,새벽배송 예정
21위,톰브라운,여성클래식루프백코튼센터백스트라이프집업후드-라이트그레이/FJT051A03377055,"1,450,000원","694,000원",1,16,새벽배송 예정
22위,메종 마르지엘라,여성미디움글램슬램숄더백-블랙/S56WG0177P4300T8013,"2,988,000원","1,566,000원",0,17,새벽배송 예정
23위,수아레,[리뉴얼ver.]린넨세미와이드밴딩팬츠세트,"66,000원","49,500원",0,10,-
24위,골든구스,여성스타단실버스타스니커즈-화이트/GWF00128F00218780185,"710,000원","339,000원",0,9,새벽배송 예정
25위,폴로 랄프 로렌,커스텀핏옥스포드셔츠-블루,"179,000원",-,1,4,-
26위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,000원",-,-,-
27위,라퍼지스토어,시티보이빅오버옥스포드셔츠_RoyalBlue,"47,000원","42,000원",0,3,4/22배송 예정
28위,이벳필드,쿨코튼2-PACK베츠기본반팔티셔츠블랙/화이트,"49,000원","34,300원",0,5,-
29위,아크네 스튜디오,공용페이스패치후드-블랙/CI0075900,"430,000원","260,000원",0,26,새벽배송 예정
30위,메종 마르지엘라,공용넘버로고반지-실버/SM1UQ0050S12967951,"560,000원","315,000원",0,2,새벽배송 예정
31위,스파오,오버핏옥스포드셔츠_SPYWC12C02,"29,900원",-,0,14,-
32위,꼼데가르송 플레이,남성스몰레드하트와펜반팔티셔츠-블랙/P1T3041(AZT3040511),"250,000원","79,000원",0,13,새벽배송 예정
33위,톰브라운,남성센터백스트라이프피케반팔폴로티셔츠-네이비/MJP042A00050415,"780,000원","420,000원",0,28,새벽배송 예정
34위,아페쎄,공용루로고데님숄더백-블루/COCSXM61569IAI,"149,000원","75,000원",0,11,새벽배송 예정
35위,끌로에,여성우디플랫뮬-소프트탄/CHC19U18808275,"486,000원","287,000원",0,24,새벽배송 예정
36위,꼼데가르송 플레이,남성블랙하트와펜반팔티셔츠-화이트/P1T0642(AZT0640512),"125,000원","112,000원",1,56,새벽배송 예정
37위,디스커버리 익스페디션,조거플렉스FLEX(WHITE),"109,000원",-,1,32,-
38위,생로랑,여성모노그램페니로퍼-화이트/67023218RTT1906,"990,000원","531,000원",0,23,새벽배송 예정
39위,이자벨마랑,남성마일리후드-에크루/SW005500M003H23EC,"315,000원","300,000원",1,999,새벽배송 예정
40위,보테가베네타,여성인트레치아토카드케이스-틸워시드/635042VCPP33902,"425,000원","289,000원",1,999,새벽배송 예정
41위,무신사 스탠다드,오버사이즈블레이저[블랙],"71,900원",-,0,3,-
42위,꼼데가르송 플레이,남성레드하트와펜반팔폴로셔츠-블랙/P1T0061(AZT0060511),"185,000원","169,000원",0,12,새벽배송 예정
43위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","39,000원",0,4,-
44위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,1,29,-
45위,컨버스,[오진택PICK]척테일러올스타블랙옥스M9166C,"55,000원",-,0,17,-
46위,무신사 스탠다드,베이식블레이저[블랙],"70,900원","63,790원",1,79,-
47위,[블록버스터세일],세리프아치로고티셔츠화이트,"39,000원","27,300원",0,16,-
48위,커버낫,남성CD아이콘A4파우치백-블랙/2ESCA339CDIH00N,"1,150,000원","749,000원",0,31,새벽배송 예정
49위,디올,척70클래식블랙162058C,"95,000원",-,0,21,-
50위,컨버스,[유아인착용상품]세미와이드히든밴딩슬랙스[블랙],"32,900원",-,0,5,-
51위,무신사 스탠다드,[송필드PICK]아노락쓰리피스풀셋업_민트그레이,"69,000원","60,000원",0,3,-
52위,[블록버스터세일],여성미디움나일론트렁크숄더백-블랙/SBMP0090Q0TN685Z3O20,"2,140,000원","945,000원",0,28,새벽배송 예정
53위,어반디타입,미시간울버린피그먼트반팔티블랙차콜,"39,000원","27,900원",0,20,-
54위,마르니,솔리드옥스포드오버셔츠(스카이블루),"67,000원","40,200원",1,174,-
55위,트래블,여성벤킨스니커즈-블랙/BK019000M018S01BK,"307,000원","178,000원",1,191,새벽배송 예정
56위,테이크이지,MATINKIMLOGOCOATINGJUMPER,"143,000원","128,700원",0,17,4/29배송 예정
57위,이자벨마랑,TSHIRTFLOWERMARDI_IVORYNAVY,"42,000원",-,0,15,3일지연 예정
58위,마뗑킴,커스텀핏옥스포드셔츠-화이트,"179,000원",-,0,3,-
59위,마르디 메크르디,백로고3팩반팔티셔츠BACKLOGO3PACKTS,"49,900원","39,900원",1,50,-
60위,폴로 랄프 로렌,공용그레이니레더카드케이스-블랙/8014662,"310,000원","188,000원",0,1,새벽배송 예정
61위,아웃도어 프로덕츠,남성코트클래식SL06엠브로이더드스니커즈-화이트/61068508G109061,"810,000원","450,000원",1,999,새벽배송 예정
62위,버버리,밴딩실루엣팬츠블랙,"117,000원","99,450원",1,11,-
63위,생로랑,올드스쿨(캔버스)-블랙:트루화이트/VN000ZDF1WX1,"79,000원",-,0,20,-
64위,비얼디드키드,코트_오프화이트,"129,000원",-,0,29,-
65위,반스,시티마라톤PT-베이지:네이비/D67397,"119,000원","114,900원",1,999,-
66위,이피티,[패키지][CHUBBY]EMBROIDERYTEE(5COLOR),"59,800원","39,900원",1,31,-
67위,[블록버스터세일],TSHIRTFLOWERMARDI_WHITEGREEN,"42,000원",-,0,22,3일지연 예정
68위,아디다스,시티보이빅오버옥스포드셔츠_NeutralGray,"47,000원","42,000원",1,7,4/22배송 예정
69위,파르티멘토,남성스몰레드하트와펜반팔티셔츠-화이트/P1T3042(AZT3040512),"250,000원","79,000원",0,17,새벽배송 예정
70위,마르디 메크르디,시티보이빅오버옥스포드셔츠_OffWhite,"47,000원","42,000원",1,52,-
71위,라퍼지스토어,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",0,3,-
72위,꼼데가르송 플레이,공용드로우스트링숄더백-베이지/JPUU852018MUB75041N105,"721,000원","282,000원",1,999,새벽배송 예정
73위,라퍼지스토어,[ONEMILEWEAR]2PACKSMALLARCHTEEWHITE/BLACK,"78,000원","39,000원",0,13,-
74위,코드그라피,[리뉴얼ver.]린넨카라하프니트-8COLOR,"55,000원","39,600원",1,99,-
75위,질 샌더,남성타비토로우탑스니커즈-블랙/S37WS0578P4291T8013,"765,000원","298,000원",1,105,새벽배송 예정
