rank,name,increase,increase_cnt
1,후드집업,1,1
2,맨투맨,0,1
3,후드티,-,0
4,바람막이,-,0
5,가디건,-,0
6,나이키,1,1
7,반팔,0,1
8,니트,-,0
9,조거팬츠,1,1
10,반스,0,1
11,셔츠,1,1
12,자켓,1,1
13,가방,1,15
14,양말,1,3
15,후리스,1,35
16,슬랙스,1,8
17,마크곤잘레스,1,17
18,경량패딩,1,9
19,트레이닝세트,1,2
20,쿠어,1,12
21,메신저백,1,27
22,백팩,1,8
23,아노락,0,9
24,블레이저,0,9
25,청바지,0,14
26,나이키바람막이,0,8
27,컨버스,0,2
28,아디다스,0,12
29,트레이닝바지,0,6
30,무탠다드,0,10
31,반팔티,1,9
32,커버낫,0,6
33,운동화,1,3
34,봄아우터,1,19
35,나이키신발,1,24
36,셋업,0,14
37,나이키후드집업,1,163
38,모자,1,23
39,슬리퍼,1,10
40,윈드브레이커,1,28
41,블루종,0,10
42,폴로,0,4
43,남자가디건,1,34
44,크로스백,0,2
45,항공점퍼,1,35
46,스니커즈,1,39
47,레이어드티,0,14
48,아우터,1,10
49,비니,-,0
50,청자켓,0,31
51,바지,1,6
52,지갑,1,42
53,나이키에어포스,0,7
54,반바지,1,18
55,나이키운동화,0,16
56,반집업,1,10
57,생지데님,1,3
58,에코백,0,4
59,니트조끼,1,3
60,코트,1,51
61,벨트,0,26
62,롱슬리브,1,1
63,와이드슬랙스,1,24
64,와이드팬츠,-,0
65,레더자켓,1,16
66,바시티자켓,0,19
67,신발,1,3
68,후드,1,165
69,오버핏후드티,1,7
70,야상,0,27
71,집업,1,15
72,아식스,0,20
73,널디,-,0
74,세터,1,95
75,스파오,1,31
76,미니멀자켓,1,27
77,마르디,1,67
78,본챔스,-,0
79,노스페이스바람막이,1,39
80,트레이닝셋업,1,8
81,뉴발란스,0,44
82,흰티,1,116
83,트렌치코트,0,42
84,니트집업,0,33
85,캡모자,-,0
86,가죽자켓,1,56
87,에어포스,1,170
88,더비슈즈,0,33
89,라이더자켓,1,54
90,치노팬츠,-,0
91,독일군,1,11
92,스투시,1,13
93,칼하트후드집업,1,87
94,예일,0,23
95,옥스포드셔츠,0,39
96,칼하트,0,51
97,바시티,1,4
98,플리스,1,200
99,디스이즈네버댓,-,0
100,카고조거팬츠,1,501
101,패딩조끼,-,0
102,하프집업,1,186
103,나이키맨투맨,1,14
104,크록스,1,3
105,하프집업니트,1,171
106,챔피온,1,2
107,조끼,1,137
108,나이키후드티,1,181
109,디스커버리,1,10
110,뉴발란스327,0,1
111,데님자켓,1,15
112,트랙탑,1,225
113,여자가디건,1,7
114,숄더백,0,49
115,쇼퍼백,1,8
116,코닥,1,57
117,모드나인,1,135
118,아더에러,1,69
119,로퍼,0,20
120,야구점퍼,0,10
121,목걸이,1,28
122,오버핏후드집업,1,209
123,세미와이드청바지,1,40
124,애플워치스트랩,1,91
125,점퍼,1,178
126,뉴발란스운동화,0,47
127,데님,0,11
128,크림진,0,84
129,드로우핏,1,150
130,스파오배색윈드브레이커,1,56
131,양털후리스,1,23
132,잠옷,1,159
133,나일론팬츠,0,37
134,남방,1,231
135,아디다스바지,1,72
136,트러커,1,29
137,깡스타일리스트,1,111
138,아디다스슈퍼스타,1,32
139,긴팔티셔츠,0,11
140,넥타이,0,6
141,카드지갑,0,74
142,캉골,1,4
143,키즈,-,0
144,하프집업맨투맨,1,11
145,반집업니트,1,168
146,크롭,0,48
147,셋업수트,0,22
148,긴팔티,0,1
149,오버핏맨투맨,0,36
150,토피,1,27
151,바람막이자켓,0,37
152,반팔티셔츠,-,0
153,첼시부츠,1,40
154,트러커자켓,0,42
