rank,name,increase,increase_cnt
1,후드티,-,0
2,후드집업,-,0
3,맨투맨,-,0
4,바람막이,1,2
5,가디건,0,1
6,나이키,0,1
7,조거팬츠,1,2
8,후리스,0,1
9,슬리퍼,1,12
10,백팩,-,0
11,블레이저,0,3
12,양말,1,10
13,반스,1,21
14,니트,0,3
15,자켓,0,3
16,메신저백,1,4
17,경량패딩,1,1
18,가방,1,5
19,항공점퍼,1,11
20,모자,1,4
21,아우터,1,58
22,셔츠,1,3
23,컨버스,1,17
24,반팔,0,10
25,아노락,1,44
26,슬랙스,0,9
27,마크곤잘레스,0,8
28,바시티자켓,0,1
29,운동화,1,7
30,코트,1,36
31,비니,-,0
32,청바지,1,6
33,청자켓,1,15
34,쿠어,0,19
35,윈드브레이커,1,9
36,무탠다드,1,9
37,트레이닝세트,1,9
38,숏패딩,1,13
39,야상,1,44
40,커버낫,0,3
41,반팔티,1,18
42,셋업,1,11
43,스니커즈,1,22
44,에코백,0,16
45,레이어드티,0,10
46,와이드팬츠,1,10
47,나이키신발,1,43
48,예일,1,27
49,크로스백,0,16
50,클리어런스,1,7
51,바지,0,25
52,트렌치코트,0,5
53,치노팬츠,1,9
54,래플,1,20
55,패딩조끼,1,135
56,롱슬리브,0,6
57,신발,1,6
58,이지부스트,0,9
59,후드,1,8
60,폴로,1,20
61,블루종,0,45
62,플리스,1,16
63,트레이닝바지,0,3
64,나이키에어포스,0,32
65,lmc,1,27
66,드로우핏,1,4
67,나이키바람막이,0,25
68,와이드슬랙스,1,4
69,깡스타일리스트,1,48
70,뉴발란스327,1,24
71,아디다스,0,28
72,인사일런스,0,41
73,남자가디건,0,44
74,뉴발란스,1,29
75,나이키운동화,0,23
76,벨트,1,1
77,바시티,1,81
78,레더자켓,0,37
79,아식스,0,18
80,옥스포드셔츠,1,105
81,가죽자켓,0,42
82,니트조끼,1,162
83,잠옷,1,73
84,오버핏후드티,1,16
85,칼하트,1,3
86,스투시,1,54
87,엘무드,0,23
88,니트집업,0,30
89,에어포스,1,157
90,lee,1,49
91,칼하트후드집업,1,53
92,토트백,1,304
93,뉴발란스530,-,0
94,널디,1,40
95,지갑,0,27
96,야구점퍼,1,5
97,카드지갑,1,25
98,레이어드,1,127
99,캡모자,1,74
100,스파오,1,27
101,봄아우터,1,28
102,여자가디건,1,217
103,첼시부츠,1,132
104,크록스,1,132
105,트레이닝셋업,-,0
106,반바지,1,5
107,와이드데님,-,0
108,발마칸코트,1,123
109,오버핏맨투맨,1,6
110,트러커자켓,1,56
111,데님자켓,1,7
112,나이키후드집업,1,56
113,뽀글이,1,363
114,양털후리스,1,51
115,나이키데이브레이크,1,345
116,반스어센틱,0,4
117,쇼퍼백,1,52
118,피쉬테일,-,0
119,집업,0,21
120,나이키맨투맨,0,44
121,모드나인,1,105
122,트위드자켓,1,45
123,크림진,0,41
124,던스트,1,174
125,로퍼,0,41
126,테이퍼드청바지,1,86
127,무스탕,1,28
128,엄브로,1,19
129,티셔츠,0,36
130,제멋,0,2
131,스태틱,1,273
132,오늘만이가격,-,0
133,반스슬립온,1,95
134,아이폰케이스,0,38
135,긴팔티셔츠,1,40
136,슬링백,-,0
137,스웻팬츠,0,24
138,MA1,0,30
139,책가방,-,0
140,스타디움자켓,1,43
141,흑청자켓,1,677
142,반집업,0,87
