rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,커버낫,에센셜쿨코튼2-PACK티셔츠,"49,000원","44,100원",1,1,-
2위,라퍼지스토어,시티보이빅오버옥스포드셔츠_RoyalBlue,"47,000원","42,000원",1,2,-
3위,우포스,OORIGINALBLACK-조리블랙,"62,000원",-,-,-,-
4위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","33,900원",1,2,-
5위,보테가베네타,여성인트레치아토루프크로스백-블랙/680254V1G118425,"1,565,000원","1,234,000원",1,999,새벽배송 예정
6위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,1,4,-
7위,에드리엘로스,컴포트와이드치노팬츠베이지,"59,000원","53,100원",0,2,5/4배송 예정
8위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,1,57,-
9위,아식스,UB3-S젤-님버스9-피드몬트그레이:아루바블루/1201A442-020,"189,000원",-,1,26,-
10위,컨버스,척70빈티지캔버스울프그레이170552C,"99,000원",-,1,14,-
11위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,-,-,-
12위,라퍼지스토어,시티보이빅오버옥스포드셔츠_NeutralGray,"47,000원","42,000원",1,3,-
13위,수아레,[리뉴얼ver.]린넨세미와이드밴딩팬츠세트,"66,000원","49,500원",0,4,-
14위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,1,32,-
15위,생로랑,여성마틀라세모노그램파우치-블랙/379039CWU011000,"970,000원","755,000원",0,7,새벽배송 예정
16위,라퍼지스토어,[Package]테이퍼드와이드원턱린넨팬츠_9Color,"72,000원","49,800원",1,25,-
17위,무신사 스탠다드,[쿨탠다드]쿨맥스테이퍼드히든밴딩크롭슬랙스[블랙],"34,900원",-,0,3,-
18위,에스피오나지,RayYachtParkaBlack,"129,000원","109,000원",1,5,-
19위,스탠드오일,Oblongbag·오블롱백,"119,000원",-,0,3,-
20위,컨버스,척70빈티지캔버스울프그레이170555C,"95,000원",-,1,37,-
21위,캠퍼 골프,[Women]CaddieGolfG200703-001,"328,000원",-,0,8,-
22위,엘무드,[LMOODX깡스타일리스트]테리워시드데님셔츠미들블루,"108,000원","75,600원",0,21,4/29배송 예정
23위,트래블,미시간울버린피그먼트반팔티블랙차콜,"39,000원","27,900원",0,5,-
24위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,000원",1,16,-
25위,무신사 스탠다드,오버사이즈블레이저[블랙],"71,900원",-,1,51,-
26위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원",-,-,-,-
27위,마르디 메크르디,TSHIRTFLOWERMARDI_WHITEGREEN,"42,000원",-,1,22,3일지연 예정
28위,무신사 스탠다드,와이드스웨트팬츠[블랙],"28,900원",-,0,3,-
29위,생로랑,남성클래식로고이스트웨스트반지갑-블랙/396307BTY0N1000,"505,000원","272,000원",0,12,새벽배송 예정
30위,보테가베네타,(639940VBP301000)여성리도슬리퍼22SS,"885,000원",-,0,18,-
31위,[블록버스터세일],KittenBoxyTee[WHITE],"42,000원","29,400원",0,2,5/13배송 예정
32위,스컬프터,쿨코튼2-PACK베츠기본반팔티셔츠블랙/화이트,"49,000원","31,850원",1,6,-
33위,이벳필드,[송필드PICK]아노락쓰리피스풀셋업_민트그레이,"69,000원","60,000원",1,63,-
34위,어반디타입,백로고3팩반팔티셔츠BACKLOGO3PACKTS,"49,900원","39,900원",1,1,-
35위,아웃도어 프로덕츠,남성사피아노레더반지갑-블랙/2MO513QMEF0002,"770,000원","539,000원",0,17,새벽배송 예정
36위,프라다,[리뉴얼ver.]린넨카라하프니트-8COLOR,"55,000원","39,600원",0,17,-
37위,수아레,Forik_bl,"285,000원","256,500원",1,113,제작20일 예정
38위,로스트가든,커스텀핏데님셔츠-네이비,"179,000원",-,1,34,-
39위,폴로 랄프 로렌,갤럭시탭S8울트라SM-X900WiFi512GB,"1,708,300원","1,537,470원",0,33,-
40위,[블록버스터세일],오버핏옥스포드셔츠_SPYWC12C02,"29,900원",-,0,13,-
41위,삼성전자,TWOMANTENTMUSTARDCAMO,"380,000원",-,1,999,-
42위,스파오,척테일러올스타블랙옥스M9166C,"55,000원",-,1,31,-
43위,폴러스터프,1B60버지니아블랙/23889001,"300,000원",-,0,23,-
44위,컨버스,TSHIRTFLOWERMARDI_IVORYNAVY,"42,000원",-,1,53,3일지연 예정
45위,닥터마틴,아크블랙메신저백,"79,000원","61,620원",1,2,4/29배송 예정
46위,마르디 메크르디,척70클래식블랙162050C,"99,000원",-,0,17,-
47위,[블록버스터세일],척70클래식파치먼트162062C,"95,000원",-,1,77,-
48위,하 아카이브,UNISEXArgyleHoleKnitVest[Forest],"109,000원","87,200원",1,206,-
49위,컨버스,011502폴로피케반팔티,"16,800원",-,0,7,-
50위,컨버스,컴포트테이퍼드밴딩치노팬츠라이트베이지,"59,000원","53,100원",1,96,-
51위,문선,M-1965피쉬테일숏파카_Black,"94,000원","64,000원",1,184,-
52위,지오다노,밴딩실루엣팬츠블랙,"117,000원","105,300원",1,8,-
53위,에드리엘로스,OblongbagMini·오블롱백미니,"96,000원",-,0,32,-
54위,라퍼지스토어,슈무아치로고반팔티셔츠화이트,"39,000원","23,400원",1,9,-
55위,비얼디드키드,솔리드옥스포드오버셔츠(스카이블루),"67,000원","40,200원",1,14,-
