rank,name,increase,increase_cnt
1,후드티,-,0
2,맨투맨,-,0
3,니트,-,0
4,가디건,-,0
5,나이키,1,2
6,조거팬츠,1,2
7,후드집업,0,1
8,백팩,1,3
9,컨버스,0,4
10,반스,-,0
11,양말,1,3
12,비니,0,3
13,슬랙스,1,27
14,코트,0,1
15,숏패딩,1,5
16,셋업,0,4
17,블레이저,1,16
18,바람막이,1,17
19,가방,1,3
20,셔츠,1,8
21,마크곤잘레스,1,2
22,엘무드,0,6
23,경량패딩,1,13
24,커버낫,0,9
25,슬리퍼,0,8
26,나이키에어포스,1,22
27,레이어드티,1,4
28,트레이닝세트,1,4
29,쿠어,1,26
30,반팔,-,0
31,운동화,1,6
32,메신저백,1,14
33,후리스,0,15
34,자켓,0,13
35,바지,0,10
36,아디다스,0,2
37,지갑,1,6
38,바시티자켓,0,14
39,예일,1,31
40,아노락,0,13
41,모자,0,15
42,후드,1,32
43,청바지,0,24
44,트레이닝바지,1,6
45,와이드팬츠,0,4
46,폴로,1,8
47,오트리,1,16
48,신발,1,41
49,뉴발란스,1,9
50,크로스백,0,3
51,무탠다드,0,6
52,반팔티,0,14
53,에코백,1,8
54,패딩,1,22
55,와이드슬랙스,0,13
56,목걸이,1,23
57,블루종,0,5
58,반집업,1,74
59,항공점퍼,0,15
60,하프집업니트,0,3
61,발마칸코트,1,12
62,스파오,1,35
63,lmc,1,43
64,벨트,0,4
65,야상,1,1
66,모드나인,1,36
67,아식스,1,28
68,브랜디드,1,60
69,에어포스,1,9
70,스니커즈,0,31
71,롱슬리브,-,0
72,나이키운동화,1,72
73,나이키맨투맨,1,64
74,아우터,0,23
75,롱패딩,0,19
76,플리스,0,27
77,나이키신발,1,10
78,가죽자켓,1,64
79,카드지갑,0,50
80,니트조끼,1,99
81,스투시,0,22
82,스웻팬츠,1,9
83,나이키데이브레이크,1,190
84,남자가디건,0,1
85,니트집업,0,1
86,키즈,1,60
87,아이폰케이스,1,69
88,오버핏후드티,0,16
89,뉴발란스운동화,1,15
90,데님,1,208
91,비바스튜디오,-,0
92,트레이닝셋업,0,24
93,크록스,1,16
94,나이키에어포스1,1,22
95,치노팬츠,1,26
96,청자켓,0,29
