rank,name,increase,increase_cnt
1,반팔,-,0
2,바람막이,-,0
3,후드집업,1,5
4,반바지,0,1
5,반팔티,1,2
6,셔츠,0,1
7,반팔니트,0,3
8,나이키,0,2
9,양말,1,1
10,맨투맨,1,6
11,가디건,-,0
12,후드티,1,6
13,반스,1,6
14,슬랙스,1,1
15,볼캡,0,6
16,조거팬츠,1,6
17,컨버스,1,20
18,백팩,1,9
19,슬리퍼,0,6
20,메신저백,1,20
21,바지,1,2
22,자켓,-,0
23,나이키바람막이,1,7
24,청바지,0,3
25,반팔셔츠,0,5
26,무탠다드,0,12
27,와이드슬랙스,1,37
28,블레이저,1,11
29,모자,0,17
30,마크곤잘레스,1,12
31,아노락,0,6
32,쿨탠다드,0,6
33,나이키에어포스,0,1
34,신발,0,3
35,커버낫,0,2
36,크로스백,1,18
37,아디다스,1,50
38,스투시,1,13
39,운동화,1,5
40,폴로,1,19
41,카드지갑,-,0
42,셋업,0,6
43,롱슬리브,0,14
44,가방,0,16
45,트레이닝바지,1,1
46,니트조끼,0,11
47,에코백,0,13
48,벨트,0,5
49,쿠어,-,0
50,니트,1,3
51,와이드팬츠,1,4
52,트레이닝세트,1,26
53,나이키반팔,1,4
54,크록스,0,4
55,오버핏반팔,0,31
56,원피스,0,9
57,카라티,0,5
58,버뮤다팬츠,0,20
59,스니커즈,0,14
60,청자켓,1,1
61,드로우핏,1,34
62,오버핏셔츠,1,1
63,반팔카라티,1,16
64,지갑,0,8
65,나이키운동화,1,84
66,뮬,1,24
67,남자가디건,1,4
68,캡모자,0,6
69,마뗑킴,1,42
70,예일,1,19
71,나이키신발,1,3
72,마르디,0,24
73,엘무드,1,105
74,니트베스트,1,47
75,조끼,1,217
76,치노팬츠,0,18
77,아디다스바람막이,1,9
78,우포스,0,9
79,나이키에어포스1,0,3
80,린넨셔츠,1,22
81,아식스,1,160
82,베스트,1,166
83,lmc,0,16
84,남자벨트,1,61
85,샌들,0,4
86,나이키반바지,1,17
87,모드나인,1,93
88,반스어센틱,1,21
89,깡스타일리스트,1,11
90,후아유,1,220
91,토트백,-,0
92,크롭티,1,60
93,벌룬팬츠,1,58
94,목걸이,0,12
95,무지반팔,1,21
96,여름바지,1,173
97,남자반바지,0,5
98,옥스포드셔츠,1,6
99,에어팟,1,123
100,크롭,1,44
101,트레이닝셋업,-,0
102,팔찌,1,60
103,칼하트,0,19
104,아우터,1,325
105,폴로반팔,0,8
106,스파오,1,22
107,와이드청바지,0,11
108,널디,1,52
109,흰티,1,88
110,레이어드티,1,16
111,남자반팔티,1,48
112,더비슈즈,0,46
113,디스커버리,1,184
114,긴팔,1,102
115,반팔티셔츠,1,16
116,카고팬츠,1,32
117,볼레로,1,29
118,아미,1,17
119,캘빈클라인반팔,1,24
120,나이키양말,1,250
121,oioi,1,94
122,에어포스,0,45
123,아이폰케이스,1,16
124,쪼리,0,51
125,티셔츠,1,11
126,나일론팬츠,0,19
127,독일군,1,45
128,미나브,0,43
129,무탠다드슬랙스,0,54
130,엄브로,1,71
131,토피,1,93
132,무지티,1,78
133,나이키후드집업,1,549
134,안경,0,10
135,린넨바지,0,67
136,머슬핏,1,84
137,인사일런스,0,49
138,세미와이드슬랙스,0,66
139,데님,1,11
140,페플,-,0
141,뉴발란스327,0,23
142,크림진,0,34
143,아디다스바지,-,0
144,커버낫반팔,1,179
145,페이크삭스,1,34
146,긴팔티,0,40
147,비슬로우,1,275
148,뉴발란스,0,36
149,생지데님,0,66
150,면바지,-,0
151,슬립온,1,105
152,챔피온,-,0
153,뿔테안경,1,166
154,에센셜,1,13
155,반스올드스쿨,0,17
156,숄더백,1,93
157,오버핏후드티,-,0
158,카라니트,-,0
159,아노락바람막이,1,98
160,코드그라피,0,66
161,반스뮬,1,39
162,구두,1,246
163,남자니트조끼,1,208
164,레깅스,1,324
165,라코스테,0,35
166,나이키데이브레이크,1,128
167,무탠다드반팔,1,27
168,스투시반팔,1,116
169,오버핏,1,134
170,lee,1,37
171,캘빈클라인,0,101
172,핸드폰케이스,1,20
173,로퍼,0,75
174,에어팟프로케이스,1,68
175,카고바지,0,42
176,리,-,0
177,마뗑킴지갑,1,21
178,폴로셔츠,1,296
179,무신사스탠다드슬랙스,-,0
180,시계,0,33
181,잠옷,0,7
182,나이키슬리퍼,1,96
183,남자가방,0,84
184,오버핏맨투맨,1,44
185,플랙,1,108
186,여름슬랙스,-,0
187,조던,0,30
188,키즈,0,74
189,바시티자켓,0,35
190,여름,-,0
191,트레이닝반바지,0,126
192,캉골,1,12
193,여성가방,0,38
194,후리스,1,57
195,시티보이,1,440
196,뉴발란스운동화,1,13
197,팬티,-,0
198,기능성반팔,1,750
199,남자셔츠,1,66
200,조거,1,384
201,아디다스반팔,1,198
202,MLB모자,0,83
203,나시,0,88
204,문선,-,0
205,바람막이자켓,1,16
206,스트라이프티,1,95
207,예일반팔,1,194
208,무신사쿨탠다드,0,76
209,키르시,1,116
210,mlb,0,47
211,반지,0,89
212,트러커자켓,1,230
213,항공점퍼,1,95
214,나이키조던,1,236
215,노스페이스,1,98
216,미니백,0,63
217,세터,0,6
218,디키즈,0,54
219,후드,1,161
220,무신사,1,407
221,제로,0,53
222,골프,1,105
223,노메뉴얼,1,107
224,오베이,1,289
225,힙색,0,102
226,쇼퍼백,1,148
227,에어팟케이스,1,629
228,슬링백,0,47
229,집업,1,104
230,첼시부츠,0,120
231,나이키모자,1,151
232,남자반팔니트,1,274
233,여자크로스백,-,0
234,토마스모어,1,357
235,무지흰티,-,0
236,아디다스포럼로우,1,192
237,폴로모자,1,109
238,폴로카라티,-,0
239,컨버스척70,0,16
240,쿨탠다드반팔,1,112
241,남자크로스백,-,0
242,오버핏후드집업,1,1
243,와이셔츠,1,271
244,지오다노,1,29
245,커플티,1,118
246,쿨탠다드슬랙스,1,246
247,디스커버리바람막이,1,209
248,브랜디드,1,212
249,셋업수트,1,109
250,에스피오나지,-,0
251,남방,0,65
252,데님자켓,0,34
253,레이어드,1,45
254,브이넥니트,1,29
255,타미힐피거반팔,1,335
256,래플,0,26
257,무신사스탠다드라이트웨이트슬랙스,-,0
258,수아레,0,31
259,우알롱,0,57
260,깡,1,78
261,마스크,0,121
262,자라,1,70
263,컨버스척테일러,1,177
264,나이키신발에어포스,-,0
265,폴로반팔니트,-,0
266,디네댓,0,34
267,키링,1,322
268,피그먼트반팔,1,110
269,아울렛,0,87
270,호보백,1,207
271,니트반팔,-,0
272,칼하트반팔,-,0
273,어글리슈즈,-,0
274,여자가디건,0,79
275,치노반바지,1,242
276,피스워커,1,58
277,무신사양말,-,0
278,수영복,0,66
279,여성골프웨어,0,96
280,청반바지,1,156
281,체크셔츠,0,7
282,캐치볼,-,0
283,나이키바지,1,86
284,스컬프터,0,71
285,여름조끼,-,0
286,와이드데님,0,195
287,노스페이스바람막이,0,167
288,살로몬,0,98
289,나이키후드티,1,95
290,남자바지,1,163
291,마리떼,1,101
292,블루종,1,7
293,아디다스운동화,1,107
294,지프,1,28
295,990원,0,18
