rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,스탠드오일,Oblongbag·오블롱백,"119,000원",-,-,-,-
2위,커버낫,에센셜쿨코튼2-PACK티셔츠,"49,000원","44,100원",-,-,-
3위,우포스,OORIGINALBLACK-조리블랙,"62,000원",-,-,-,-
4위,아식스,아식스XI4P젤-1130-글래시어그레이:밍크/1201A664-020,"129,000원",-,1,2,-
5위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","33,900원",0,1,-
6위,아식스,HS4-S젤-소노마15-50GTX-아루바블루:블루그래피티/1201A440-301,"159,000원",-,0,1,-
7위,마르디 메크르디,TSHIRTFLOWERMARDI_WHITEGREEN,"42,000원","37,800원",-,-,3일지연 예정
8위,라퍼지스토어,테이퍼드와이드원턱린넨팬츠_Oatmeal,"36,000원","26,200원",1,1,4/22배송 예정
9위,이벳필드,쿨코튼2-PACK베츠기본반팔티셔츠블랙/화이트,"49,000원","34,300원",0,1,-
10위,스파오,오버핏옥스포드셔츠_SPYWC12C02,"29,900원",-,-,-,-
11위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,1,10,-
12위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,1,91,-
13위,컨버스,척70클래식블랙162058C,"95,000원",-,1,28,-
14위,마르디 메크르디,TSHIRTFLOWERMARDI_IVORYNAVY,"42,000원","37,800원",0,1,4/15배송 예정
15위,아웃도어 프로덕츠,백로고3팩반팔티셔츠BACKLOGO3PACKTS,"49,900원","39,900원",0,4,-
16위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","44,100원",1,1,-
17위,비얼디드키드,밴딩실루엣팬츠블랙,"117,000원","99,450원",0,1,-
18위,컨버스,[오진택PICK]척테일러올스타블랙옥스M9166C,"55,000원",-,1,5,-
19위,트래블,미시간울버린피그먼트반팔티블랙차콜,"39,000원","27,900원",0,4,-
20위,이피티,코트_오프화이트,"129,000원",-,1,25,-
21위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원",-,0,9,-
22위,무신사 스탠다드,오버사이즈블레이저[블랙],"71,900원",-,0,4,-
23위,수아레,[리뉴얼ver.]린넨세미와이드밴딩팬츠세트,"66,000원","49,500원",0,9,-
24위,에스피오나지,RayYachtParkaBlack,"129,000원","109,000원",0,4,4/20배송 예정
25위,무신사 스탠다드,베이식블레이저[블랙],"70,900원","63,790원",1,39,-
26위,노매뉴얼,PENONWINDSHELL-BLACK,"149,000원",-,1,34,4/28배송 예정
27위,무신사 스탠다드,[유아인착용상품]와이드히든밴딩슬랙스[블랙],"32,900원",-,1,12,-
28위,라퍼지스토어,시티보이빅오버옥스포드셔츠_RoyalBlue,"47,000원","42,000원",1,999,4/22배송 예정
29위,하 아카이브,아크블랙메신저백,"79,000원","69,900원",1,20,4/29배송 예정
30위,슈펜,[깡스타일리스트X슈펜]클래식레더로퍼BYSC79A01,"109,000원","98,100원",1,38,-
31위,노스페이스,NM2DN00A_빅샷,"140,000원","126,000원",0,12,-
32위,아르반,2WAY스냅블루종_아이보리,"136,000원","108,800원",1,31,4/22배송 예정
33위,에스에스알엘,dualpocketmessengerbag/black,"119,000원","92,800원",0,2,-
34위,[블록버스터세일],세리프아치로고티셔츠화이트,"39,000원","27,300원",1,1,-
35위,커버낫,데이브레이크운동화CK2351-111,"199,000원","122,700원",1,13,-
36위,나이키,빅트위치로고티셔츠화이트,"35,000원",-,1,19,-
37위,리,시티보이빅오버옥스포드셔츠_NeutralGray,"47,000원","42,000원",0,12,4/22배송 예정
38위,라퍼지스토어,슈퍼스타GWF00102F00243581482여자스니커즈,"530,000원",-,0,16,-
39위,골든구스,[유아인착용상품]세미와이드히든밴딩슬랙스[블랙],"32,900원",-,1,14,-
40위,무신사 스탠다드,1967JETBLACKJEANS[WIDESTRAIGHT],"78,000원","68,000원",1,234,-
41위,브랜디드,selvedgedenimpantsdeepindigo,"99,000원",-,0,1,4/20배송 예정
42위,유니폼브릿지,2WAY스웻후드집업(MELANGEGREY),"45,000원","42,500원",0,6,-
43위,토피,척70클래식파치먼트162062C,"95,000원",-,0,14,-
44위,컨버스,솔리드옥스포드오버셔츠(스카이블루),"67,000원","40,200원",0,18,-
45위,테이크이지,뉴탐페레첼시부츠R17M077(블랙),"198,000원","139,000원",1,11,제작15일 예정
46위,로맨틱무브,애플워치741mmGPS스타라이트알루미늄케이스스타라이트스포츠밴드(MKMY3KH/A),"499,000원","494,010원",0,19,-
47위,애플,BLACKRAWDENIMTRUCKER,"218,000원","178,000원",1,999,-
48위,메종미네드,MATINKIMLOGOCOATINGJUMPER,"143,000원","128,700원",0,24,5/6배송 예정
