rank,name,increase,increase_cnt
1,최고심,-,0
2,맨투맨,-,0
3,바람막이,-,0
4,후드집업,1,2
5,후드티,0,1
6,가디건,1,1
7,반팔,0,2
8,셔츠,1,1
9,나이키,1,2
10,니트,1,2
11,조거팬츠,0,3
12,자켓,0,2
13,블레이저,1,2
14,슬랙스,0,1
15,나이키바람막이,1,15
16,양말,1,1
17,마크곤잘레스,1,40
18,반팔티,1,14
19,아노락,0,1
20,운동화,1,15
21,메신저백,1,8
22,1507,1,569
23,슬리퍼,1,16
24,컨버스,1,1
25,신발,1,20
26,레이어드티,1,2
27,트레이닝바지,1,50
28,모자,0,9
29,무탠다드,1,5
30,바지,0,7
31,반스,0,15
32,미니멀자켓,1,16
33,청바지,0,13
34,셋업,1,45
35,후리스,1,3
36,백팩,0,12
37,이벳필드,0,6
38,블루종,0,11
39,볼캡,0,25
40,반바지,0,4
41,와이드팬츠,1,30
42,남자가디건,1,5
43,아디다스,0,10
44,트레이닝세트,0,7
45,청자켓,0,3
46,바시티자켓,1,5
47,예일,1,36
48,윈드브레이커,0,26
49,커버낫,-,0
50,에코백,1,26
51,트렌치코트,0,10
52,크로스백,1,15
53,옥스포드셔츠,1,27
54,폴로,0,4
55,와이드슬랙스,1,4
56,항공점퍼,1,97
57,벨트,1,21
58,나이키신발,0,18
59,나이키에어포스,1,11
60,나이키맨투맨,1,6
61,가방,1,41
62,롱슬리브,0,10
63,야상,1,56
64,쿠어,0,38
65,가죽자켓,1,31
66,크록스,0,3
67,스웻팬츠,0,12
68,아디다스바람막이,1,180
69,카드지갑,0,16
70,니트조끼,0,27
71,스파오,0,50
72,아우터,1,83
73,오버핏셔츠,0,29
74,아미,0,20
75,숄더백,-,0
76,디키즈,1,107
77,나이키운동화,1,5
78,후드,0,32
79,로퍼,1,9
80,스투시,1,7
81,지갑,0,21
82,나이키후드집업,1,295
83,토피,-,0
84,엘무드,0,28
85,데님자켓,0,16
86,집업,1,77
87,플랙,0,22
88,에어포스,1,83
89,뉴발란스,0,4
90,나이키후드티,1,254
91,오버핏후드티,1,19
92,드로우핏,1,44
93,카고조거팬츠,1,30
94,더비슈즈,0,26
95,세터,1,44
96,뮬,1,8
97,널디,1,50
98,반집업,0,8
99,엄브로,0,35
100,lmc,1,11
101,크림진,1,6
102,원피스,0,7
103,니트베스트,-,0
104,lee,1,1
105,트러커자켓,1,29
106,아식스,0,45
107,레이어드,1,137
108,경량패딩,1,100
109,아디다스바지,-,0
110,안경,1,60
111,조끼,1,64
112,스니커즈,0,38
113,노스페이스바람막이,0,1
114,남자트렌치코트,0,20
115,니트집업,0,23
116,칼하트,1,16
117,나이키반팔,1,491
118,봄아우터,-,0
119,와이드데님,1,21
120,하프집업니트,1,135
121,세미와이드슬랙스,0,23
122,무탠다드슬랙스,1,62
123,라이더자켓,0,9
124,목걸이,0,18
125,오버핏반팔,1,2
126,맥코트,1,61
127,바시티,0,54
128,깡스타일리스트,1,16
129,마르디,1,19
130,잠옷,0,37
131,칼하트후드집업,-,0
132,독일군,0,2
133,제로,1,19
134,후아유,1,91
135,나일론팬츠,0,63
136,반팔티셔츠,1,10
137,향수,1,49
138,레더자켓,0,52
139,모드나인,0,81
140,벌룬팬츠,1,94
141,쇼퍼백,0,19
142,와이드청바지,1,184
143,치노팬츠,0,59
144,데님팬츠,0,23
145,여자가디건,0,45
146,캉골,-,0
147,비슬로우,-,0
148,점퍼,-,0
149,티셔츠,-,0
150,남자면바지,1,584
151,나이키에어포스1,1,108
152,디네댓,-,0
153,클리어런스,0,36
154,우산,-,0
155,남자가죽자켓,1,190
156,컨버스척70,1,113
157,흰티,0,37
158,캡모자,0,67
159,조던,1,1
160,에센셜,1,117
161,긴팔티,1,288
162,폴로셔츠,1,272
163,플리스,1,210
164,아이폰케이스,1,56
165,트위드자켓,1,87
166,남자카드지갑,-,0
167,트러커,1,144
168,런닝화,-,0
169,시계,-,0
170,흑청자켓,-,0
171,폴로가디건,1,83
172,하프집업,1,233
173,나이키모자,1,85
174,오버핏맨투맨,0,65
175,포터리,1,22
176,면바지,1,57
177,스파오잠옷,0,69
178,키르시,0,21
179,나이키바지,1,290
180,mlb,0,3
181,래플,1,11
182,커버낫맨투맨,1,184
183,크롭맨투맨,1,127
184,하프집업맨투맨,1,58
185,퀄팅자켓,-,0
186,화이트진,1,220
187,코드그라피,-,0
188,흑청바지,1,150
189,반스어센틱,0,58
190,캘빈클라인,1,39
191,나이키아노락,0,33
192,야구점퍼,0,93
193,크롭후드집업,1,100
194,스파오최고심,0,113
195,언더아머,0,66
196,져지,1,304
197,회색트레이닝바지,-,0
198,남자메신저백,1,413
199,슬립온,1,83
200,생지데님,1,105
201,브랜디드,0,8
202,무신사스탠다드슬랙스,-,0
203,1507양말,-,0
204,미나브,0,67
205,남자벨트,0,102
206,스웨트셔츠,1,117
207,토마스모어,0,8
208,무탠다드스웻팬츠,1,19
209,나이키조거팬츠,-,0
210,레깅스,1,318
211,스탠바이미,0,13
212,푸마아미,1,190
213,MLB모자,1,253
214,어글리슈즈,-,0
215,브이넥니트,-,0
216,연청바지,1,347
217,베이지바지,-,0
218,인사일런스,1,21
219,파자마,0,6
220,남자청자켓,-,0
221,반스슬립온,1,52
222,데님셔츠,0,3
223,크롭,0,134
224,스웨이드자켓,1,12
225,슬리브,1,418
226,레이어드반팔,1,19
227,무지맨투맨,1,747
228,컨버스척테일러,0,115
229,트위드,0,53
230,반집업니트,1,254
231,에어팟프로케이스,-,0
232,오버핏후드집업,-,0
233,디스커버리,1,117
234,무신사스탠다드우먼즈,1,187
235,반지,1,304
236,베스트,0,56
237,폴로니트,1,96
238,뉴발란스574,1,34
239,스웨트팬츠,0,33
240,앤더슨벨,0,2
241,폰케이스,-,0
242,골프,0,70
243,바람막이자켓,1,739
244,스노우피크,-,0
245,여자조거팬츠,1,19
246,파타고니아,1,125
247,뉴발란스슬리퍼,-,0
248,반스컴피쿠시,-,0
249,아디다스슈퍼스타,1,26
250,나이키반바지,-,0
251,무신사,0,97
252,예일맨투맨,1,312
253,오버핏,1,12
254,자라,1,142
255,스파오배색윈드브레이커,-,0
256,토트백,-,0
257,뉴발란스327,0,141
258,정장,-,0
259,팬티,-,0
260,마리떼,-,0
261,숏자켓,-,0
262,mmgl,1,146
263,남자크로스백,1,33
264,팔찌,-,0
265,나이키데이브레이크,0,35
266,독일군스니커즈,1,676
267,반집업맨투맨,1,119
268,반팔카라티,1,189
269,테이퍼드청바지,1,100
270,뉴발란스운동화,0,173
271,마하그리드,0,39
272,아노락바람막이,-,0
273,테이퍼드슬랙스,-,0
274,패딩조끼,1,98
275,긴팔티셔츠,1,100
276,남자자켓,1,196
277,무지반팔,1,145
278,에스피오나지,0,135
279,조거,1,118
280,카라니트,1,49
281,퀼팅,-,0
282,라코스테,1,36
283,반스올드스쿨,0,155
284,아디다스트랙탑,-,0
285,우알롱,0,96
286,이너티셔츠,-,0
287,폴로모자,1,114
288,나이키조던,0,123
289,셀비지,0,85
290,여성가방,1,269
291,여자트렌치코트,1,270
292,연청,1,101
293,코트,0,98
294,페이크삭스,1,18
295,회색바지,-,0
296,흑청,-,0
297,예일후드티,1,409
298,챔피온,-,0
299,푸마,-,0
300,후아유후드집업,0,44
