rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,도프제이슨,오버핏램스킨싱글자켓,"339,000원","225,000원",1,1,-
2위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","42,500원",1,1,-
3위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","33,900원",1,1,-
4위,아식스,아식스XGmbH젤-퀀텀3606-퓨어실버:사워유즈/1201A099-020,"270,000원",-,1,999,-
5위,아페쎄,FatronJacket,"699,000원",-,1,999,-
6위,제로,DeepOneTuckSweatPants[Grey],"39,000원","37,050원",0,1,3/23배송 예정
7위,파르티멘토,코드후드집업자켓스모크그레이,"62,000원","49,900원",1,4,-
8위,아식스,조그100SSMU-라이트그레이:미드그레이/1201A564-020,"69,000원",-,1,131,-
9위,아디다스,BW아미-화이트/BZ0579,"139,000원","119,900원",0,3,-
10위,라퍼지스토어,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","69,900원",1,20,-
11위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,0,8,-
12위,파르티멘토,[비건레더]필드자켓블랙,"111,700원","89,900원",1,9,-
13위,와이엠씨엘케이와이,USECWCSGEN1Parka-Woodland,"208,000원","166,400원",1,14,-
14위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원",-,0,5,-
15위,브랜디드,2001SLOWWORKERDENIMWASH.JACKET[BLACKINDIGO],"83,000원","74,700원",0,3,-
16위,푸마 셀렉트,푸마X아미후드티셔츠-라이트그레이/534069-04,"189,000원",-,0,8,-
17위,푸마 셀렉트,푸마Ⅹ아미후드티셔츠-그린/534069-96,"189,000원",-,1,1,-
18위,인사일런스,크롭코튼블루종BLACK,"174,000원","156,000원",1,136,4/14배송 예정
19위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",0,9,-
20위,무신사 스탠다드,레이어드크루넥반팔티셔츠_일반기장[화이트],"13,900원",-,1,3,-
21위,컨버스,척70클래식블랙162058C,"95,000원",-,0,4,-
22위,스톤아일랜드,22SS투포켓집업셔츠형자켓블랙7615114WN,"812,000원",-,0,15,-
23위,아디다스,BW아미-초크화이트/GX4558,"139,000원",-,1,185,-
24위,와릿이즌,엔젤와펜집업후드그레이,"79,000원","63,200원",-,-,-
25위,라코스테,남성스타디움블루종BH948E-52G031,"359,000원",-,-,-,-
26위,도프제이슨,오버핏비건레더싱글자켓,"119,000원","89,000원",1,571,4/8배송 예정
27위,예일,(22SS)2TONEARCHHOODIEGRAY,"79,000원","67,150원",1,23,-
28위,헌터,WOMEN오리지날톨-블랙,"195,000원",-,1,30,-
29위,무신사 스탠다드,[유아인착용상품]와이드히든밴딩슬랙스[블랙],"32,900원",-,1,77,-
30위,우포스,OORIGINALBLACK-조리블랙,"62,000원",-,1,957,-
31위,토피,와이드데님팬츠(DEEPGREY),"49,000원","44,100원",0,6,-
32위,엘무드,오디너리크롭가디건블랙,"94,900원","75,920원",1,14,-
33위,버버리,공용라이트체크울실크스카프-아카이브베이지/8018468,"550,000원","340,000원",1,999,새벽배송 예정
34위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_블랙,"127,900원","79,900원",1,9,-
35위,브랜디드,1931OBJECTJEANS[CROPSTRAIGHT],"78,000원","59,000원",1,16,-
36위,도프제이슨,[프리미엄]오버핏램스킨베지터블오일보머자켓(카멜),"410,000원","330,000원",1,999,-
37위,레드윙,아이언레인저8083-호손뮬스키너,"448,000원",-,0,22,-
38위,무신사 스탠다드,[유아인착용상품]오버사이즈MA-1보머재킷[블랙],"79,900원",-,1,120,-
39위,엄브로,더블다이아후드아노락블랙(UN121CWT25),"159,000원",-,-,-,-
40위,폴로 랄프 로렌,하이파일플리스재킷-베이지,"319,000원",-,-,-,-
41위,인템포무드,해비코튼썸홀후디:12color,"87,000원","73,900원",1,469,3/25배송 예정
42위,커버낫,빅로고트랙자켓블랙,"119,000원","95,200원",1,54,-
43위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,0,29,-
44위,가까이 유니언즈,원턱와이드스웨트팬츠그레이,"52,000원","36,400원",1,31,-
45위,로맨틱무브,베이스먼트더비R21M042(BX블랙),"168,000원","124,000원",0,29,-
46위,아디다스,[정호연착용]시티마라톤PT-베이지:네이비/D67397,"119,000원","114,900원",1,999,-
47위,폴로 랄프 로렌,슬림워셔블메리노카디건-블루,"279,000원",-,1,999,-
48위,뉴발란스,NBPDCS147W/UXC72SD(WHITE),"139,000원",-,1,999,3/22배송 예정
49위,예일,WARMUPQUILTINGJACKETBLACK,"99,000원","64,350원",1,151,-
50위,라퍼지스토어,M-1965피쉬테일숏파카_Black,"94,000원","69,000원",0,1,-
51위,인템포무드,하찌엘보볼륨풀오버_그린어스,"84,000원","75,600원",1,17,3/28배송 예정
52위,커버낫,에센셜쿨코튼2-PACK티셔츠,"49,000원","44,100원",1,100,-
53위,폴로 랄프 로렌,더블니트스웨트셔츠-네이비,"189,000원",-,0,34,-
54위,엄브로,AIRFORCERANGER컬러블럭아노락블랙(UN121CWT14),"159,000원",-,1,96,-
55위,디스커버리 익스페디션,디하스튜브구스다운남성경량패딩(KHAKI),"279,000원",-,1,999,-
