rank,name,increase,increase_cnt
1,후드티,-,0
2,맨투맨,-,0
3,니트,1,2
4,나이키,1,3
5,후드집업,0,2
6,조거팬츠,1,4
7,가디건,0,1
8,백팩,-,0
9,비니,-,0
10,양말,0,1
11,반스,1,9
12,패딩,1,5
13,코트,1,24
14,컨버스,1,2
15,가방,1,15
16,슬리퍼,1,20
17,청바지,0,2
18,셔츠,1,7
19,레이어드티,0,8
20,숏패딩,0,8
21,모자,1,1
22,나이키에어포스,1,19
23,운동화,1,21
24,엘무드,-,0
25,커버낫,1,2
26,바람막이,0,12
27,바시티자켓,1,5
28,슬랙스,1,6
29,마크곤잘레스,0,11
30,아디다스,1,8
31,반팔,1,17
32,블레이저,0,6
33,자켓,0,20
34,롱패딩,0,11
35,셋업,1,10
36,후리스,0,7
37,바지,0,18
38,트레이닝바지,0,7
39,카드지갑,1,31
40,나이키신발,1,15
41,크로스백,1,38
42,메신저백,0,14
43,트레이닝세트,0,22
44,니트집업,1,13
45,지갑,1,5
46,비바스튜디오,-,0
47,신발,0,12
48,가죽자켓,1,174
49,청자켓,1,40
50,에코백,0,17
51,반팔티,-,0
52,스니커즈,1,1
53,하프집업,1,62
54,경량패딩,0,7
55,아노락,1,10
56,예일,0,13
57,목걸이,1,43
58,아우터,0,9
59,후드,1,32
60,ept,1,26
61,목도리,1,49
62,쿠어,0,23
63,벨트,0,17
64,오트리,1,102
65,남자가디건,1,43
66,반집업,1,6
67,에스피오나지,1,80
68,칼하트,1,53
69,세터,-,0
70,폴로,0,30
71,에어포스,0,9
72,스파오,0,16
73,독일군,1,3
74,야상,1,20
75,조던,1,23
76,나이키에어포스1,1,11
77,스투시,0,14
78,트레이닝셋업,1,44
79,치노팬츠,1,48
80,나이키운동화,-,0
81,무탠다드,0,39
82,MA-1,0,11
83,하프집업니트,0,15
84,잠옷,1,25
85,발마칸코트,1,97
86,나이키후드티,1,149
87,스웻팬츠,0,10
88,아식스,0,6
89,와이드팬츠,0,30
90,와이드슬랙스,0,29
91,뉴발란스,1,10
92,디스커버리,1,52
93,오늘만이가격,0,15
94,클리어런스,0,28
95,오버핏셔츠,1,68
96,비슬로우,0,4
97,반지,1,72
