rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,[부티크],메달리스트LOW스니커즈ingoatskinwhite,"315,000원",-,-,-,-
2위,오트리,갤럭시탭S8플러스SM-X8065G128GB,"1,299,100원",-,0,1,-
3위,삼성전자,터프플래그캡씬쓰레드디스트레스드버전(블랙),"139,000원","40,900원",-,-,-
4위,[클리어런스],터프플래그캡씬쓰레드디스트레스드버전(화이트),"139,000원","40,900원",-,-,-
5위,모티패스트,데이브레이크운동화CK2351-101,"199,000원","118,700원",-,-,-
6위,[클리어런스],남성트라이앵글로고다운재킷-블랙/SGB915S2121IE0F0002,"2,325,000원","1,644,000원",1,5,새벽배송 예정
7위,모티패스트,화란세미오버니트블랙,"89,900원","63,900원",0,49,-
8위,나이키,척70클래식블랙162058C,"95,000원","85,500원",1,3,-
9위,프라다,스틸링파카/MK4661MP-290,"1,260,000원","739,000원",-,-,-
10위,엘무드,MA-1레귤러Black,"225,000원",-,1,4,-
11위,컨버스,[이동휘착용][리뉴얼ver.][3M신슐레이트]오리지널M-1965피쉬테일파카_OriginalKhaki,"138,000원","99,900원",0,29,-
12위,무스너클,척70클래식블랙162050C,"99,000원","89,100원",1,2,-
13위,알파 인더스트리,컴피쿠시원-(체커보드)마시멜로우:블랙,"109,000원",-,0,7,-
14위,라퍼지스토어,DeepOneTuckSweatPants[Grey],"39,000원",-,1,6,2/16배송 예정
15위,컨버스,오버핏램스킨싱글자켓,"339,000원","225,000원",0,737,-
16위,반스,WARMUPQUILTINGJACKETBLACK,"99,000원","64,350원",-,-,-
17위,제로,[베스트아이템]테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",-,-,-
18위,도프제이슨,아크블랙메신저백,"79,000원","75,050원",0,12,2/17배송 예정
19위,예일,런스타하이크블랙166800C,"109,000원","98,100원",0,93,-
20위,무신사 스탠다드,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,000원",1,6,-
21위,하 아카이브,유니섹스세미와이드밴딩슬랙스,"54,000원","29,900원",0,1,-
22위,컨버스,NM2DM51A_빅샷,"140,000원","126,000원",-,-,2/17배송 예정
23위,토피,컨템포러리바시티자켓블랙,"188,000원","150,400원",1,14,2/25배송 예정
24위,후러브스아트,램스킨100라이더자켓,"289,000원","225,000원",1,12,-
25위,노스페이스,레스터G남성RDS구스다운롱패딩(BLACK),"399,000원",-,0,999,-
26위,엘무드,쉘-R렌즈11CMOW006A006097M999남자후드패딩점퍼자켓,"521,000원",-,1,15,-
27위,도프제이슨,BW독일군스니커즈-화이트/BZ0579,"139,000원","119,900원",1,14,-
28위,디스커버리 익스페디션,(22ALL)2TONEARCHHOODIEGRAY,"79,000원","55,300원",0,16,-
29위,씨피 컴퍼니,[이동휘착용][리뉴얼ver.][3M신슐레이트]오리지널M-1965피쉬테일파카_VintageBlack,"138,000원","99,900원",0,53,-
30위,아디다스,1931OBJECTJEANS[CROPSTRAIGHT],"78,000원","55,380원",0,432,-
31위,예일,오버핏비건레더싱글자켓,"119,000원","89,000원",0,29,2/25배송 예정
32위,라퍼지스토어,쓰리턱세미벌룬슬랙스[미디엄그레이],"35,900원",-,0,502,-
33위,브랜디드,레더패치프린트패디드점퍼awa441m(BROWN),"478,000원",-,1,18,-
34위,도프제이슨,어센틱-레드/VN000EE3RED1,"69,000원",-,0,250,-
35위,무신사 스탠다드,NJ2GN00B에코GTX마운틴자켓,"369,000원","350,550원",0,999,-
36위,앤더슨벨,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원","64,690원",1,7,-
37위,반스,14613홀블랙스무스/11838002,"190,000원",-,0,20,-
38위,노스페이스,체커보드코위찬집가디건atb672m(BLACK),"335,000원",-,0,999,-
39위,무신사 스탠다드,NBGCCAA103/2PIKV3Bakpack(BLACK),"159,000원",-,0,999,-
40위,닥터마틴,갤럭시탭S8SM-X700WiFi256GB,"979,000원",-,1,33,-
41위,앤더슨벨,스키퍼Orange,"499,000원",-,1,23,-
42위,뉴발란스,디테처블후드MA-1메탈그레이(2WAYZIPPER),"269,000원","189,000원",0,63,-
43위,삼성전자,화란세미오버니트마티니블루,"89,900원","63,900원",0,999,-
44위,안데르센 안데르센,와이드데님팬츠(LIGHTBLUE),"49,000원","44,100원",1,11,-
45위,버튼서울,울싱글트렌치코트MUDBROWN,"249,000원","211,000원",0,21,-
46위,엘무드,여성타비페인팅하이탑스니커즈-화이트/S58WS0111P4040H8623,"790,000원","377,000원",-,-,새벽배송 예정
47위,토피,바버헤리티지리데스데일퀼트-네이비,"280,000원",-,-,-,-
48위,인사일런스,Largepillowbag(chocospread)_OVBAX21504DKB,"279,000원",-,-,-,-
49위,메종 마르지엘라,NJ1DM67D에코폴라에어다운자켓,"399,000원","341,145원",1,29,-
50위,바버,riderboots(glowsugar)_OK3BW21503CWH,"359,000원",-,1,28,-
51위,아카이브앱크,2976맥스블랙부테로/26903001,"300,000원","269,900원",0,999,-
52위,노스페이스,인스탁스미니에보카메라,"320,000원",-,1,27,-
53위,아카이브앱크,VTX3LPROJACKETMUSTARD,"309,000원","262,600원",0,999,-
54위,닥터마틴,조그1002-블랙:블랙/TJG138-9090,"69,000원",-,0,837,-
55위,인스탁스,Forik_re,"285,000원","256,500원",0,999,-
56위,디미토,시그니쳐로고후드그레이,"79,000원","55,000원",0,173,-
57위,아식스,원턱와이드스웨트팬츠그레이,"52,000원","36,400원",1,8,-
58위,로스트가든,LOGOBASEBALLJUMPER,"248,000원",-,-,-,-
59위,그리쉬,041SafariBlack,"217,000원","152,900원",0,100,-
60위,가까이 유니언즈,[베스트아이템]SWEATSHIRTFLOWERMARDI_OATMEALBLACK,"75,000원","67,500원",0,19,-
61위,시눈,여성트위스트심데님팬츠-그레이워시/211232743300,"302,000원","236,000원",0,999,새벽배송 예정
62위,론트,램스킨오버사이즈MA-1보머재킷[블랙],"239,900원",-,-,-,-
63위,마르디 메크르디,와이드데님팬츠(DEEPGREY),"49,000원","44,100원",0,78,-
64위,토템,OORIGINALBLACK-조리블랙,"62,000원",-,0,123,-
65위,무신사 스탠다드,화란세미오버니트크림,"89,900원","63,900원",1,32,-
66위,토피,[리뉴얼ver.][3M신슐레이트]M-1965피쉬테일숏파카_VintageBlack,"129,000원","79,800원",0,208,3/2배송 예정
67위,우포스,베이식블레이저[블랙],"70,900원","63,790원",0,10,-
68위,엘무드,올드스쿨36DX-(애너하임팩토리)-블랙:화이트/VN0A38G2PXC1,"99,000원",-,0,4,-
69위,라퍼지스토어,TWOBUCKLEMESSENGERBAG,"109,000원","84,000원",1,10,-
70위,무신사 스탠다드,와이드조거스웻팬츠(MELANGEGREY),"39,000원","36,000원",1,24,-
71위,반스,오버사이즈울블레이저BLACK,"172,000원","137,000원",0,168,-
72위,메종미네드,[베스트아이템]1INWHITE-화이트스니커즈,"99,000원","59,400원",1,46,-
