rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,엘무드,웨이비바시티재킷네이비,"198,000원","178,200원",-,-,4/6배송 예정
2위,닥터마틴,14613홀모노블랙14345001,"190,000원",-,1,5,-
3위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",1,15,-
4위,파르티멘토,[비건레더]필드자켓블랙,"111,700원","89,900원",1,4,-
5위,제로,DeepOneTuckSweatPants[Grey],"39,000원","37,050원",0,1,3/11배송 예정
6위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","42,500원",0,1,-
7위,드로우핏,오버사이즈울트렌치코트[BLACK],"209,000원","156,700원",1,14,-
8위,알파 인더스트리,MA-1레귤러Black,"225,000원",-,1,999,-
9위,아르반,2WAY스냅블루종_아이보리,"136,000원","108,800원",0,7,3/16배송 예정
10위,살로몬 스포츠스타일,XT-6-화이트:화이트:루나락/L41252900,"260,000원",-,1,7,-
11위,소니,WH-1000XM4노이즈캔슬링블루투스헤드폰,"459,000원","410,000원",1,999,-
12위,뉴발란스,NBPDCS126B/MS327LF1(BLACK),"139,000원",-,1,914,-
13위,씨피 컴퍼니,CHROME-R자켓(BLACK),"613,500원","402,900원",1,999,-
14위,도프제이슨,램스킨싱글자켓,"285,000원","225,000원",1,14,-
15위,예일,WARMUPQUILTINGJACKETBLACK,"99,000원","64,350원",0,1,-
16위,로스트가든,Forik_bl,"285,000원","256,500원",1,24,-
17위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,0,11,-
18위,도프제이슨,오버핏램스킨싱글자켓,"339,000원","225,000원",0,15,3/11배송 예정
19위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","29,900원",0,9,-
20위,[스웨트오늘만이가격],(22ALL)2TONEARCHHOODIEGRAY,"79,000원","39,500원",0,5,-
21위,예일,여성미니레드하트와펜가디건-그레이/P1N0534,"475,000원","359,000원",1,999,새벽배송 예정
22위,꼼데가르송 플레이,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","69,900원",0,13,-
23위,라퍼지스토어,OORIGINALBLACK-조리블랙,"62,000원",-,1,313,-
24위,우포스,[리뉴얼ver.][3M신슐레이트]M-1965피쉬테일숏파카_VintageBlack,"129,000원","79,800원",1,7,3/21배송 예정
25위,라퍼지스토어,버핑레더오버핏블루종_Black,"94,000원","69,900원",0,12,-
26위,라퍼지스토어,레드자카드트러커자켓awa419m(RED),"298,000원",-,1,999,-
27위,앤더슨벨,원턱와이드스웨트팬츠그레이,"52,000원","36,400원",1,40,-
28위,가까이 유니언즈,조그100SSMU-라이트그레이:미드그레이/1201A564-020,"69,000원",-,0,16,-
29위,아식스,WESTERNBLOUSONJACKETLAMBSKIN,"379,000원","265,300원",1,999,3/11배송 예정
30위,롤링스튜디오,조거플렉스FLEX(LIGHTBEIGE),"109,000원",-,1,253,-
31위,디스커버리 익스페디션,WideSingleTrenchCoatDarkNavy,"269,000원","247,000원",1,318,3/25배송 예정
32위,에스피오나지,2-WAY유틸리티MA-1자켓_블랙,"89,000원","79,900원",1,364,-
33위,코드그라피,BLACKOVERMA-1,"259,000원","195,000원",1,435,-
34위,메종미네드,릴렉스드베이식울블레이저[블랙],"129,900원",-,1,999,-
35위,무신사 스탠다드,램스킨A-2자켓(블랙),"330,000원","248,000원",1,327,-
36위,스페로네,MATINKIMLOGOCOATINGJUMPER,"143,000원","128,700원",1,341,4/29배송 예정
37위,마뗑킴,M-1965피쉬테일숏파카_Black,"94,000원","69,000원",1,2,3/16배송 예정
38위,라퍼지스토어,어센틱-레드/VN000EE3RED1,"69,000원",-,0,27,-
39위,반스,[피로pick]TAGKEEPHOODIE-BLACK,"79,000원","69,000원",0,20,-
40위,브라운브레스,테오프리미엄옥스퍼드프랜츠워크자켓바닐라크림,"249,000원","236,550원",1,999,3/14배송 예정
41위,세터,남성풀오버후드-엠버/212HDAM,"235,000원",-,1,999,새벽배송 예정
42위,에센셜,SPELLPOINTKNITZIPUPINBLACK,"178,000원","160,200원",1,45,4/6배송 예정
43위,마뗑킴,와이드데님팬츠(LIGHTBLUE),"49,000원","44,100원",0,19,-
44위,토피,MA-1레귤러GunMetal,"225,000원",-,1,999,-
45위,알파 인더스트리,벗지않는편안함링크버즈블루투스오픈형이어폰,"229,000원",-,-,-,-
46위,소니,소프트크랙오버윈드자켓[BLACK],"189,000원","151,200원",1,104,-
47위,드로우핏,코드후드집업자켓스모크그레이,"62,000원","49,900원",-,-,-
48위,파르티멘토,2001SLOWWORKERDENIMWASH.JACKET[BLACKINDIGO],"83,000원","74,700원",1,10,-
49위,브랜디드,스타일36-마시멜로우:졸리그린/VN0A3DZ3RFX1,"79,000원",-,0,4,-
50위,반스,루즈테이퍼드팬츠Black,"119,000원",-,1,51,-
51위,그라미치,레이어드크루넥반팔티셔츠_긴기장[화이트],"13,900원",-,0,21,-
52위,무신사 스탠다드,NM2DM51A_빅샷,"140,000원","126,000원",1,27,-
53위,노스페이스,크누트미니호보앙고라,"219,000원",-,-,-,-
54위,오스트카카,오버사이즈블레이저[블랙],"71,900원",-,1,12,-
55위,무신사 스탠다드,[정해인착용][SMART][COUTURE]더블트렌치코트MWCA2101,"199,000원","139,000원",1,111,-
56위,마인드브릿지,척70클래식파치먼트162062C,"95,000원",-,0,4,-
57위,컨버스,[-8cm숏버전추가]#0214Moderationindigostraightfit,"83,000원","59,000원",1,19,-
58위,페이탈리즘,AlinehalfshoulderbagSmokytan,"258,000원","206,400원",-,-,-
59위,로서울,엔젤와펜집업후드그레이,"79,000원","63,200원",0,17,-
60위,와릿이즌,[정호연착용]시티마라톤PT-베이지:네이비/D67397,"119,000원","94,900원",1,18,-
61위,아디다스,크림오버핏3LAYER후드레인점퍼IEJU2E005CR,"229,000원","199,000원",1,999,-
62위,일꼬르소,칸디아니자켓051Z로우,"179,000원","143,200원",1,148,-
63위,플랙,오버사이즈울블레이저BLACK,"172,000원","146,000원",1,12,-
64위,인사일런스,부클레스탠다드후드-그린,"93,000원","83,700원",1,213,-
65위,인스턴트펑크,척70클래식블랙162050C,"99,000원",-,0,45,-
66위,컨버스,마르티나웨스턴부츠링클진apa503w(MATTBLACK),"193,000원",-,1,999,-
67위,앤더슨벨 포 우먼,ODPL와이드데님핏내츄럴크림진,"62,000원","36,900원",1,49,-
68위,오더플리즈,SHEERJERSEYDRESS_BLACK,"189,000원",-,1,999,-
69위,아모멘토,HalfZip-UpM-LogoSweat(JM5TSU838BK),"69,000원","58,650원",1,56,-
70위,지프,[SET]YKK2-WAY테크숏자켓셋업_블랙,"127,900원","79,900원",1,179,-
71위,코드그라피,조그1002-블랙:블랙/TJG138-9090,"69,000원",-,1,6,-
72위,아식스,양가죽스탠다드라이더자켓,"298,000원","179,800원",1,494,-
73위,플라스크,N212UJP910월리스바람막이점퍼CARBONBLACK,"159,000원","119,000원",0,48,-
74위,내셔널지오그래픽,코트바로우로우2GSBQ5448-104,"108,900원",-,1,98,-
75위,나이키,RVIS19S3P01C,"238,000원",-,0,52,-
76위,르브아시스,Machalftrenchcoat,"180,000원","171,000원",1,999,3/17배송 예정
77위,유라고,[유아인착용상품]오버사이즈MA-1보머재킷[블랙],"79,900원",-,1,12,-
78위,무신사 스탠다드,007NavyWax,"257,000원","171,000원",0,18,-
79위,론트,여성릴랙스핏헤리티지폴로셔츠PF0504-52G166,"169,000원",-,-,-,-
80위,라코스테,랩플리츠울자켓(다크네이비),"175,000원","157,500원",1,999,3/30배송 예정
81위,쿠어,콜린데미지케이블칼라니트atb603m(LIMEBEIGE),"167,000원",-,1,999,-
82위,앤더슨벨,베츠어센틱맨투맨그레이,"59,000원","35,400원",1,403,-
83위,[스웨트오늘만이가격],오버핏울가디건(그레이),"125,000원","112,500원",0,61,-
84위,이벳필드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원",-,1,22,-
85위,쿠어,[패키지]와이드핏트레이닝스웨트팬츠,"66,800원","39,900원",0,29,3일지연 예정
86위,무신사 스탠다드,블랙오버핏디테쳐블후드MA-1항공점퍼(TNJU2E701BK),"229,000원","217,550원",0,54,-
87위,브렌슨,bookletweedjacket_black,"189,000원","160,650원",1,999,3/21배송 예정
88위,티엔지티,[위클리특가]어프로칭후드윈드브레이커블랙,"109,000원","37,900원",1,8,-
89위,아르카익,델리시티1183B874_102,"160,000원",-,1,999,-
90위,트래블,[이동휘착용][리뉴얼ver.][3M신슐레이트]오리지널M-1965피쉬테일파카_OriginalKhaki,"138,000원","99,900원",1,286,-
91위,매스노운,솔리드오버사이즈맥코트MSOCT001-BK,"199,000원","159,200원",-,-,-
92위,프레드페리,B722레더(100)SFPU2036202-100,"158,000원",-,1,999,-
93위,내셔널지오그래픽,N214UFT980헤러플리스풀집업WHITE,"159,000원",-,1,999,-
94위,나이키,데이브레이크운동화CK2351-101,"199,000원","117,000원",0,68,-
95위,로이드,버터플라이라넌큘러스14KGold목걸이LNN20031G,"159,000원",-,-,-,-
96위,티엔지티,블랙벌룬핏유틸리티후드숏점퍼(TNJU2E702BK),"169,000원","152,100원",1,999,-
97위,쿠어,오버핏루슈MA-1(블랙),"169,000원","152,100원",1,999,-
98위,쿠어,윈드브레이커자켓(샌드그린),"169,000원","152,100원",1,999,-
