rank,brand,product,price,sale_price,increase,increase_cnt,no_deli
1위,토피,2WAY스웻후드집업(MELANGEGREY),"45,000원","39,900원",1,1,-
2위,반스,클래식슬립온-블랙:블랙/VN000EYEBKA1,"69,000원",-,1,560,-
3위,삼성전자,갤럭시탭S8플러스SM-X800WiFi128GB,"1,098,900원",-,0,2,-
4위,제로,DeepOneTuckSweatPants[Grey],"39,000원",-,1,8,-
5위,후러브스아트,유니섹스세미와이드밴딩슬랙스,"54,000원","31,900원",-,-,-
6위,무신사 스탠다드,테이퍼드히든밴딩크롭슬랙스[블랙],"32,900원","29,590원",1,1,-
7위,코드그라피,[SET]YKK2-WAY테크숏자켓셋업_그레이,"127,900원","79,900원",1,13,-
8위,세터,레체투톤집업자켓글리터그린브라운,"249,000원","224,100원",1,33,4/15배송 예정
9위,와릿이즌,엔젤와펜집업후드그레이,"79,000원","47,400원",1,4,-
10위,아디다스,BW아미-화이트/BZ0579,"139,000원",-,0,6,-
11위,보테가베네타,공용인트레치아토카드케이스-블랙/635057VCPQ38803,"485,000원","292,000원",1,12,새벽배송 예정
12위,로에베,[로에베xON컬렉션]클라우드벤처나일론러닝슈즈그래디언트오렌지남성,"520,000원",-,-,-,-
13위,무신사 스탠다드,[유아인착용상품]릴렉스드베이식블레이저[블랙],"71,900원",-,0,7,-
14위,라퍼지스토어,시티보이빅오버옥스포드셔츠_RoyalBlue,"47,000원","42,000원",1,25,-
15위,폴로 랄프 로렌,코튼트윌바라쿠타재킷-베이지,"359,000원",-,0,12,-
16위,엘무드,화란세미오버가디건블랙,"94,900원","85,410원",0,5,-
17위,코드그라피,[SET]쓰리피스컴피후드아노락셋업_블랙,"109,000원","79,900원",0,8,4/22배송 예정
18위,컨버스,척70클래식블랙162058C,"95,000원",-,1,68,-
19위,파르티멘토,코드후드집업자켓스모크그레이,"62,000원","49,900원",1,5,-
20위,아르반,2WAY스냅블루종_아이보리,"136,000원","108,800원",1,9,4/8배송 예정
21위,도프제이슨,오버핏비건레더싱글자켓,"119,000원","89,000원",1,10,-
22위,커버낫,에센셜쿨코튼2-PACK티셔츠,"49,000원","44,100원",0,6,-
23위,토피,와이드데님팬츠(LIGHTBLUE),"49,000원","39,200원",0,5,-
24위,컨버스,척70클래식파치먼트162062C,"95,000원",-,0,3,-
25위,와릿이즌,엔젤와펜집업후드블랙,"79,000원","47,400원",1,25,-
26위,라퍼지스토어,[매트블랙]버핑레더미니멀포켓블루종_MattBlack,"94,000원","69,900원",0,16,-
27위,드로우핏,오버사이즈울트렌치코트[BEIGE],"209,000원","156,700원",1,33,-
28위,라퍼지스토어,M-1965피쉬테일숏파카_Black,"94,000원","69,000원",1,16,-
29위,도프제이슨,[프리미엄]램스킨베지터블싱글자켓,"410,000원","330,000원",1,999,-
30위,아디다스,BW아미-초크화이트/GX4558,"139,000원",-,0,16,-
31위,제멋,[패키지]헤이즈오버핏스웨트셔츠[쭈리/기모]2PACKKJMT2369/KJMT2400,"57,800원","44,500원",1,103,4/7배송 예정
32위,파르티멘토,[비건레더]필드자켓블랙,"111,700원","89,900원",1,32,-
33위,무신사 스탠다드,레이어드크루넥반팔티셔츠_일반기장[화이트],"13,900원",-,1,14,-
34위,마뗑킴,VINTAGEWASHINGDENIMTRUCKERINBLUE,"178,000원",-,0,19,-
35위,디스커버리 익스페디션,조거플렉스FLEX(LIGHTBEIGE),"109,000원",-,1,18,-
36위,무신사 스탠다드,[유아인착용상품]리얼와이드히든밴딩슬랙스[블랙],"32,900원",-,1,49,-
37위,휠라,컬러블럭킹아노락(FE2JKE5103XNAY),"99,000원",-,1,5,-
38위,라퍼지스토어,시티보이빅오버워싱데님셔츠_Black,"63,000원","49,000원",1,105,-
39위,코드그라피,YKK2-WAY테크숏자켓_그레이,"79,000원","63,200원",1,199,-
40위,에스피오나지,RayYachtParkaCharcoal,"129,000원","119,000원",1,999,4/20배송 예정
41위,마지셔우드,GRANDMAMINIROLLEDHANDLE_blackcrinkle,"248,000원",-,-,-,4/6배송 예정
42위,모드나인,BlueSpecter-MOD7w,"106,000원","84,800원",1,1,-
43위,무신사 스탠다드,미니멀가디건[블랙],"69,900원","62,890원",1,9,-
44위,무신사 스탠다드,베이식긴팔티셔츠[화이트],"13,900원",-,1,69,-
45위,트릴리온,워싱스티치데님자켓(BLACK),"86,000원","59,000원",1,25,4/19배송 예정
46위,라퍼지스토어,코도반클래식플레인슈즈_Black,"332,000원","229,000원",1,999,-
47위,5252 바이 오아이오아이,[로제착용]BASICLOGOHOODZIPUP[NAVY],"79,000원",-,1,93,-
48위,마인드브릿지,[정해인착용]고밀도순면기본반팔티셔츠_3팩MATS0101,"19,900원",-,1,155,-
49위,무신사 스탠다드,우먼즈오버사이즈블레이저[블랙],"71,900원",-,1,49,-
50위,인템포무드,스트링에센셜후디쉘파카_샌드베이지,"142,000원","134,900원",1,94,-
51위,라퍼지스토어,오블리크미니멀트러커자켓_Beige,"99,000원","79,000원",1,459,4/8배송 예정
52위,메종미네드,BLACKRAWDENIMTRUCKER,"218,000원","178,000원",0,3,-
53위,가까이 유니언즈,원턱와이드스웨트팬츠그레이,"52,000원","35,400원",1,10,-
54위,구찌,YA147407G프레임G-Frame플라워자개판여성가죽시계,"1,578,000원","923,900원",0,46,-
55위,브랜디드,1931OBJECTJEANS[CROPSTRAIGHT],"78,000원","55,380원",1,161,-
56위,브랜디드,2001SLOWWORKERDENIMWASH.JACKET[BLACKINDIGO],"83,000원","74,700원",0,16,-
57위,무신사 스탠다드,[유아인착용상품]세미와이드히든밴딩슬랙스[블랙],"32,900원",-,0,9,-
58위,무신사 스탠다드,라이트웨이트크루삭스7팩[화이트],"17,900원",-,-,-,-
59위,디스커버리 익스페디션,조거플랫(WHITE),"119,000원",-,1,999,-
60위,반스,올드스쿨(캔버스)-블랙:트루화이트/VN000ZDF1WX1,"79,000원",-,1,166,-
61위,코드그라피,[송필드PICK][SET]헤비웨이트CGP아치로고트레이닝셋업_네이비,"97,900원","69,900원",1,49,-
62위,반스,컴피쿠시원-(체커보드)블랙:마시멜로우,"109,000원",-,1,70,-
