rank,name,increase,increase_cnt
1,반팔,-,0
2,바람막이,1,1
3,맨투맨,0,1
4,후드티,-,0
5,후드집업,-,0
6,가디건,1,1
7,윈드브레이커,1,2
8,반스,1,2
9,나이키,0,3
10,슬랙스,1,13
11,나이키바람막이,1,18
12,니트,1,3
13,블레이저,1,12
14,셔츠,0,6
15,백팩,1,6
16,반팔티,-,0
17,조거팬츠,0,5
18,마크곤잘레스,1,28
19,청바지,0,1
20,양말,0,7
21,메신저백,1,55
22,아노락,0,11
23,슬리퍼,1,8
24,반바지,0,7
25,모자,0,11
26,청자켓,0,6
27,커버낫,0,8
28,컨버스,1,7
29,볼캡,0,3
30,바지,0,3
31,와이드팬츠,1,21
32,운동화,1,18
33,에센셜,1,21
34,크로스백,0,6
35,셋업,0,11
36,가방,1,13
37,무탠다드,1,1
38,벨트,1,1
39,아식스,0,2
40,신발,1,45
41,나이키에어포스,1,6
42,스투시,1,1
43,폴로,1,2
44,쿠어,0,2
45,아디다스,0,4
46,에코백,1,12
47,여자가디건,1,107
48,트레이닝세트,1,56
49,스니커즈,0,9
50,지갑,0,28
51,노스페이스바람막이,1,43
52,오버핏셔츠,0,16
53,남자가디건,0,9
54,와이드슬랙스,0,1
55,집업,1,42
56,오버핏후드티,1,37
57,나이키신발,1,33
58,니트조끼,0,26
59,예일,1,2
60,뉴발란스,1,24
61,바시티자켓,0,31
62,데님자켓,1,49
63,카드지갑,0,8
64,트레이닝바지,1,6
65,블루종,0,17
66,나이키반팔,1,15
67,칼하트,1,72
68,레이어드티,0,17
69,반스어센틱,1,9
70,원피스,0,7
71,가죽자켓,1,9
72,아디다스바람막이,1,446
73,크림진,-,0
74,롱슬리브,1,3
75,옥스포드셔츠,0,42
76,항공점퍼,1,31
77,니트집업,1,91
78,와이드청바지,1,133
79,아미,0,13
80,독일군,0,23
81,반스올드스쿨,1,19
82,크록스,-,0
83,나이키맨투맨,1,111
84,카라티,1,56
85,캡모자,0,29
86,긴팔티,0,18
87,남자슬렉스,-,0
88,브랜디드,1,46
89,트렌치코트,1,156
90,마르디,0,31
91,세미와이드슬랙스,1,8
92,반집업,1,3
93,에어포스,0,33
94,후드,1,20
95,lmc,0,24
96,디네댓,1,139
97,셋업수트,1,332
98,바시티,1,105
99,트러커자켓,-,0
100,오버핏반팔,1,2
101,뮬,1,148
102,숄더백,1,19
103,아우터,0,12
104,스웻팬츠,1,18
105,카고조거팬츠,1,51
106,티셔츠,1,155
107,제로,0,4
108,시계,1,19
109,야구점퍼,1,110
110,벌룬팬츠,1,173
111,오버핏후드집업,-,0
112,모드나인,0,50
113,오버핏블레이저,1,230
114,안경,1,14
115,널디,1,30
116,레이어드,1,142
117,lee,1,58
118,더비슈즈,0,84
119,디스커버리바람막이,1,129
120,스파오,1,60
121,캉골,1,36
122,mlb,-,0
123,반스뮬,1,800
124,레더자켓,0,19
125,블록버스터세일,1,137
126,카고팬츠,0,59
127,칼하트반팔,1,312
128,토피,1,116
129,긴팔티셔츠,1,196
130,조끼,0,51
131,오버핏맨투맨,0,35
132,흰티,1,134
133,나이키데이브레이크,-,0
134,조던,1,48
135,반지,0,49
136,후리스,1,1
137,나이키후드티,1,421
138,생지데님,0,66
139,나이키가방,1,212
140,반팔셔츠,0,65
141,나이키후드집업,0,49
142,목걸이,1,190
143,베스트,1,74
144,나이키운동화,1,5
145,흑청바지,1,160
146,컨버스척70,-,0
147,나이키에어포스1,1,109
148,크롭,0,35
149,마뗑킴,-,0
150,939,1,397
151,나이키슬리퍼,1,203
152,래플,0,11
153,코트,-,0
154,그라미치,1,35
155,뉴발란스2002,0,43
156,클리어런스,1,382
157,나이키양말,-,0
158,애플워치스트랩,1,39
159,아디다스바지,1,360
160,무탠다드슬랙스,0,35
161,테이퍼드청바지,1,217
162,하프집업맨투맨,0,2
163,크롭티,1,29
164,기능성반팔,1,103
165,남자메신저백,-,0
166,쇼퍼백,0,13
167,치노팬츠,0,80
168,슬링백,0,2
169,남자크로스백,0,17
170,숏자켓,1,345
171,수아레,-,0
172,드로우핏,1,92
173,후아유,0,65
174,무신사스탠다드슬랙스,-,0
175,크림,-,0
176,뉴발란스327,-,0
177,반팔티셔츠,0,45
178,니트베스트,0,28
179,반팔니트,0,16
180,경량패딩,1,21
181,반팔카라티,1,153
182,와이드데님,0,113
183,트레이닝셋업,0,10
184,뉴발란스운동화,1,267
185,엘무드,1,44
186,폴로가디건,0,1
187,독일군스니커즈,-,0
188,플랙,0,29
189,앤더슨벨,1,50
190,세터,1,18
191,디키즈,1,45
192,흑청자켓,0,109
193,남자청바지,-,0
194,점퍼,1,104
195,나이키바지,-,0
196,스웨이드자켓,0,80
197,라이더자켓,0,7
198,깡스타일리스트,0,79
199,예일맨투맨,1,118
200,나시,0,94
201,비슬로우,0,23
202,아디다스운동화,1,68
203,팔찌,0,139
204,하프집업니트,0,94
205,흰색반팔,1,118
206,스트라이프티,1,132
207,코드그라피,0,49
208,폴로반팔,-,0
209,향수,-,0
210,나일론팬츠,0,145
211,커버낫맨투맨,1,323
212,트위드자켓,1,261
213,나이키반바지,0,112
214,노이어,-,0
215,머슬핏,1,366
216,체크바지,1,83
217,레이어드반팔,1,20
218,아더에러,0,144
219,엄브로,0,77
220,우알롱,0,111
